Finnish;English;Hungarian
vaalipuhuja;campaign speaker;kampánybeszélő
vaalipäivä;polling day;választás napja
vaalisalaisuus;secrecy of the ballot;szavazás titkossága
vaali(t);election (usually plural);választás(ok)
vaalitappio;electoral defeat;választási vereség
vaalitentti;electoral debate;választási interjúvita
vaalitilaisuus;campaign rally, election rally;választási gyűlés
vaalitulos;election results;választási eredmény
vaaliuurna;ballot box;urna
valtapuolue;major political party;vezető párt
äänestyskoppi;voting booth;szavazófülke
äänestyslippu;ballot;szavazólap
äänestyspaikka;polling station, voting station;szavazóhelyiség
äänestysprosentti;turnout, polling percentage;részvételi arány
äänestää ennakkoon;to vote in advance, vote early;előzetesen szavazni
äänestää kirjeitse ulkomailta;to vote by mail from abroad;levélben szavazni külföldről
äänestää presidenttivaaleissa;to vote in the presidential elections;elnökválasztáson szavazni
äänestää presidenttiä;to vote for the president;elnökre szavazni
äänestää vaalipäivänä;to vote on polling day;választás napján szavazni
ääni;vote (also: sound, voice);szavazat (hang, hangzás)
äänioikeus;right to vote;választójog
Eduskuntavaalit järjestetään toukokuussa.;The parliamentary elections will be held in May.;Az országgyűlési választásokat májusban tartják.
Eduskuntavaalit lähestyvät.;The parliamentary elections are approaching.;Közelednek az országgyűlési választások.
Sain äänioikeusilmoituksen postitse.;I received the voting rights notification by post.;Postán kaptam a választójogosultsági értesítőt.
Saatko äänestää Suomessa?;Are you allowed to vote in Finland?;Szavazhatsz Finnországban?
Äänestin ennakkoon.;I voted in advance.;Előzetesen szavaztam.
Äänestin vaalipäivänä.;I voted on election day.;A választás napján szavaztam.
Oletko jo käynyt äänestämässä?;Have you voted already?;Már voltál szavazni?
Tiedätkö jo, ketä aiot äänestää?;Do you already know who you'll vote for?;Már tudod, kire fogsz szavazni?
Minulla ei ole oikeutta äänestää presidentinvaaleissa.;I don't have the right to vote in the presidential election.;Nincs jogom szavazni az elnökválasztáson.
En äänestänyt kunnallisvaaleissa.;I didn't vote in the municipal elections.;Nem szavaztam az önkormányzati választásokon.
Äänestin tyhjää.;I voted blank.;Üres szavazatot adtam le.
Äänestin ennen vasemmistoa, sitten vihreitä ja nyt...;I used to vote for the left, then the greens and now...;Régebben a baloldalra szavaztam, aztán a zöldekre, és most...
Äänestin Aku Ankkaa.;I voted for Donald Duck.;Donald kacsára szavaztam.
Kuka voi olla ehdolla presidentiksi?;Who can run for president?;Ki indulhat elnökjelöltként?
Ketkä ovat presidenttiehdokkaat?;Who are the presidential candidates?;Kik az elnökjelöltek?
Kuka voi asettua presidenttiehdokkaaksi?;Who can run to be a presidential candidate?;Ki jelentkezhet elnökjelöltnek?
Kenestä tulee Suomen presidentti?;Who will become the president of Finland?;Ki lesz Finnország elnöke?
Mikkola on ehdolla tasavallan presidentiksi.;Mikkola is running for president of the republic.;Mikkola köztársasági elnöknek indul.
Kuka voi olla ehdolla eduskuntavaaleissa?;Who can be a candidate in the parliamentary elections?;Ki lehet jelölt az országgyűlési választásokon?
Kuka sai eniten ääniä presidentinvaaleissa 2018?;Who got the most votes in the 2018 presidential election?;Ki kapta a legtöbb szavazatot a 2018-as elnökválasztáson?
Kenestä tulee Suomen uusi pääministeri?;Who will become the new prime minister of Finland?;Ki lesz Finnország új miniszterelnöke?
Ehdokas äänesti itseään.;The candidate voted for himself.;A jelölt saját magára szavazott.
Ari äänesti eduskuntavaaleissa ja presidentinvaaleissa.;Ari voted in the parliamentary and presidential elections.;Ari szavazott az országgyűlési és az elnökválasztáson.
Jokaisella ehdokkaalla on oma ehdokasnumero.;Each candidate has their own candidate number.;Minden jelöltnek van saját jelöltszáma.
Presidentinvaalissa voi olla kaksi kierrosta.;There can be two rounds in the presidential election.;Az elnökválasztás két fordulós lehet.
Presidentinvaalissa järjestettiin toinen äänestys.;A second vote was held in the presidential election.;Az elnökválasztáson második szavazást tartottak.
Näytä henkilötodistus vaalivirkailijalle.;Show your ID to the election official.;Mutassa be személyi igazolványát a választási tisztviselőnek.
Sinun ei tarvitse kertoa kenellekään, ketä äänestät.;You don't have to tell anyone who you're voting for.;Nem kell senkinek elmondanod, kire szavazol.
En tiedä, kuka ehdokas olisi sopiva.;I don't know which candidate would be suitable.;Nem tudom, melyik jelölt lenne megfelelő.
Haluan tutustua rauhassa ehdokkaisiin.;I want to get to know the candidates in peace.;Nyugodtan szeretném megismerni a jelölteket.
Mikkolasta tuli pääministeri.;Mikkola became prime minister.;Mikkola miniszterelnök lett.
Mikkola oli johtava ehdokas vaaleissa.;Mikkola was the leading candidate in the elections.;Mikkola volt a vezető jelölt a választásokon.
Mikkola on oikeiston ehdokas.;Mikkola is the right-wing candidate.;Mikkola a jobboldal jelöltje.
Mikkola tuli valituksi eduskuntaan.;Mikkola was elected to parliament.;Mikkolát beválasztották a parlamentbe.
Mikkola valittiin kansanedustajaksi eduskuntavaaleissa.;Mikkola was elected MP in the parliamentary elections.;Mikkolát országgyűlési képviselővé választották.
Mikkola sai enemmistön annetuista äänistä.;Mikkola got the majority of the votes cast.;Mikkola megszerezte a leadott szavazatok többségét.
Mikkola sai eduskuntavaaleissa 58 770 ääntä.;Mikkola received 58,770 votes in the parliamentary elections.;Mikkola 58 770 szavazatot kapott az országgyűlési választásokon.
Mikkola valittiin jatkokaudelle 6 205 äänellä.;Mikkola was elected for a second term with 6,205 votes.;Mikkolát 6205 szavazattal újraválasztották.
Mikkola valittiin tasavallan presidentiksi.;Mikkola was elected president of the republic.;Mikkolát köztársasági elnökké választották.
Ehdokas sai enemmän kuin puolet annetuista äänistä.;The candidate received more than half of the votes cast.;A jelölt a leadott szavazatok több mint felét megkapta.
Eduskuntavaaleissa valitaan 200 kansanedustajaa.;200 MPs are elected in the parliamentary elections.;Az országgyűlési választásokon 200 képviselőt választanak.
Äänten laskussa todettiin virhe.;An error was detected in the vote count.;Hibát találtak a szavazatszámlálásban.
Käytä äänioikeuttasi ja vaikuta!;Use your right to vote and make an impact!;Élj a választójogoddal és befolyásolj!
Äänestäminen on kansalaisvelvollisuus.;Voting is a civic duty.;A szavazás polgári kötelesség.
Äänestäminen kannattaa.;Voting is worth it.;Érdemes szavazni.
Ennakkoon äänestäminen on helppoa ja kätevää.;Voting in advance is easy and convenient.;Az előzetes szavazás egyszerű és kényelmes.
Kaikkien kannattaisi käydä äänestämässä.;Everyone should go vote.;Mindenkinek érdemes lenne elmenni szavazni.
Äänestämällä voi vaikuttaa itselle tärkeisiin asioihin.;By voting, you can influence things that are important to you.;A szavazással befolyásolhatod a számodra fontos ügyeket.
Nuorten on tärkeä äänestää.;It is important for young people to vote.;Fontos, hogy a fiatalok szavazzanak.
Vaalisalaisuuden täytyy säilyä.;Election secrecy must be preserved.;A választási titoknak meg kell maradnia.
Vaalikahvit ovat rakas perinne suomalaisille.;Election coffees are a beloved tradition for Finns.;A választási kávézás a finnek kedves hagyománya.
Kuntavaaliehdokkaat debatoivat veronkorotuksista.;The municipal election candidates debate tax increases.;Az önkormányzati jelöltek az adóemelésekről vitáznak.
Vihreät asetti Mikkolan ehdolle EU-vaaleihin.;The Greens nominated Mikkola for the EU elections.;A Zöldek Mikkolát jelölték az EU-választásra.
SDP asetti Mikkolan ehdolle eduskuntavaaleihin.;SDP nominated Mikkola for the parliamentary elections.;Az SDP Mikkolát jelölte az országgyűlési választásra.
Aion asettua ehdolle eduskuntavaaleissa.;I plan to run for office in the parliamentary elections.;Azt tervezem, hogy indulok az országgyűlési választásokon.
Vaalitulosta on yhä vaikeampi ennustaa.;It is increasingly difficult to predict the election result.;Egyre nehezebb megjósolni a választási eredményt.
Mikkola on suosituin ehdokas gallupissa.;Mikkola is the most popular candidate in the poll.;Mikkola a legnépszerűbb jelölt a közvélemény-kutatásban.
Yhdysvaltain presidentin toimikausi on neljä vuotta.;The term of the president of the US is four years.;Az amerikai elnök mandátuma négy év.
Mitä mieltä olet vaalituloksesta?;What do you think of the election result?;Mi a véleményed a választási eredményről?
Vaalitulos herätti hämmästystä.;The election result was surprising.;A választási eredmény meglepetést keltett.
