Finnish;English;Hungarian
epäillä rikosta;to suspect a crime;bűncselekményre gyanakodni
epäillä rikoksesta;to suspect of a crime;bűntettel gyanúsítani
syyttää rikoksesta;to charge with a crime;vádat emel
nostaa syyte, vaatia rangaistusta;to press charges;vádat emelni
jättää syyttämättä;to not press charges;nincs vádemelés
pidättää epäilty;to arrest a suspect;gyanúsítottat letartóztatni
kuulustella;to interrogate;kihallgatni
esittää kysymyksiä;to ask questions;kérdéseket feltenni
antaa lausunto;to give a statement;vallomást tenni
vapauttaa pidätetty;to release the arrested;szabadon engedni
häiritä tutkintaa;to interfere with the investigation;akadályozni a nyomozást
vastustaa pidätystä;to resist arrest;ellenállni a letartóztatásnak
puolustaa;to defend;védeni
lähteä pakoon;to escape, get away;megszökni
karttaa esitutkintaa;to avoid pre-trial investigation;elkerülni az előzetes nyomozást
vannoa vala;to take an oath;esküt tenni
todistaa;to testify;tanúskodni
tunnustaa;to confess;bevallani
todeta syylliseksi;to plead guilty;bűnösnek nyilvánítani
ratkaista rikos;to solve a crime;bűnt megoldani
tuomita rikoksesta;to convict of a crime;elítélni bűntett miatt
