Finnish;English;Hungarian
Pakettiin kuuluu hytti ja ateriat.;The package includes a cabin and meals.;A csomag tartalmaz egy kabint és étkezéseket.
Risteilyalus vietti 2 viikkoa merellä.;The cruise ship spent 2 weeks at sea.;A körutazó hajó 2 hetet töltött a tengeren.
Laiva on merellä.;The ship is at sea.;A hajó a tengeren van.
Laiva lähestyy satamaa.;The ship is approaching the harbor.;A hajó közeledik a kikötőhöz.
Kiinnitän veneen laituriin.;I moor the boat at the dock.;A csónakot a mólóhoz kötöm.
Vene on laiturissa.;The boat is at the dock.;A csónak a mólónál van.
Laiva on ankkurissa.;The ship is at anchor.;A hajó horgonyon van.
Laiva on telakalla.;The ship is at the shipyard.;A hajó a hajógyárban van.
Veneen pohjalla on vettä;There is water at the bottom of the boat;Van víz a csónak fenekén.
Vene vuotaa.;The boat is leaking.;A csónak szivárog.
Laiva keinuu rajusti.;The ship sways violently.;A hajó hevesen billeg.
Laiva melkein upposi.;The ship almost sank.;A hajó majdnem elsüllyedt.
Laivalle kävi huonosti myrskyssä.;The ship was badly hit by a storm.;A hajót súlyosan érte a vihar.
Laiva ajoi karille.;The ship ran aground.;A hajó zátonyra futott.
Alus lähetti hätäkutsun.;The ship issued a mayday call.;A hajó vészjelzést küldött.
Kaikki saivat pelastusliivit.;Everybody got life jackets.;Mindenki kapott mentőmellényt.
Poistuimme rauhallisesti laivasta.;We calmly left the ship.;Nyugodtan elhagytuk a hajót.
Poistuin laivasta pelastusveneellä.;I left the ship on a lifeboat.;Mentőcsónakkal hagytam el a hajót.
Laiva upposi myrskyssä.;The ship sank in a storm.;A hajó elsüllyedt a viharban.
Laiva kallistui uhkaavasti.;The ship tilted threateningly.;A hajó fenyegetően dőlt.
Myrsky kaatoi veneen;The storm capsized the boat;A vihar felborította a csónakot.
Vene keikahti nurin.;The boat tipped over.;A csónak felborult.
Laiva katosi meren syövereihin.;The ship disappeared into the depths of the sea.;A hajó eltűnt a tenger mélyén.
Laiva purjehti täysin purjein.;The ship sailed full sail.;A hajó teljes vitorlával vitorlázott.
Vene kulkee 35 solmua tunnissa.;The boat travels 35 knots per hour.;A csónak 35 csomó sebességgel halad óránként.
Heitä irti!;Cast off!;Oldjátok el a köteleket!
Täysi vauhti eteenpäin!;Full speed ahead!;Teljes sebességgel előre!
Täysi vauhti taaksepäin!;Full speed astern!;Teljes sebességgel hátramenet!
Mies yli laidan!;Man overboard!;Ember a vízben!
Maata näkyvissä!;Land ahoy!;Föld a láthatáron!
