Finnish;English;Hungarian
Väri ja tyyli ovat kunnossa, mutta vaatteen riisuminen vaatii kaverin apua ja laihdutuskuurin.;The color and style are fine, but taking off the clothes requires the help of a friend and a diet.;A szín és a stílus rendben van, de a levételéhez barát segítsége és diéta szükséges
Vaate ei olekaan niin hieno kuin miltä se näytti nettisivuilla.;The garment isn't as great as it seemed on the website.;A ruha nem olyan szép, mint ahogy a weboldalon látszott
Vaate näyttää erilaiselta kuin nettisivuilla.;The garment looks different than on the website.;A ruha másként néz ki, mint a weboldalon
En enää tarvitse vaatetta.;I don't need the clothing anymore.;Már nincs szükségem a ruhára
Vaate tuoksui saapuessaan epämiellyttävältä.;The garment smelled unpleasant upon arrival.;A ruha kellemetlen szagú volt érkezéskor
Vaate tuoksuu hieltä.;The garment smells of sweat.;A ruha izzadságszagú
Ystävä sanoi, että vaate ei pue minua.;A friend said that the garment doesn't suit me.;Egy barát azt mondta, a ruha nem áll jól
Ostin vahingossa väärän vaatteen.;I accidentally bought the wrong clothing.;Véletlenül rossz ruhát vettem
Löysin saman vaatteen halvemmalla jostain muualta.;I found the same garment cheaper somewhere else.;Ugyanazt a ruhát olcsóbban találtam máshol
En tiedä miksi, mutta en vaan ole tyytyväinen ostokseen.;I don't know why, but I'm just not happy with the purchase.;Nem tudom miért, de egyszerűen nem vagyok elégedett a vásárlással
En vaan ole koskaan tyytyväinen.;I'm just never satisfied.;Egyszerűen sosem vagyok elégedett
Avattu paketti on ostopäätös.;An opened package is a purchase decision.;Egy kinyitott csomag vásárlási döntés
Meillä on kuukauden palautusoikeus.;We have a one month return policy.;Egy hónapos visszatérítési jogunk van
Näissä on vuoden palautusoikeus.;There a year's return policy for these.;Ezekre egyéves visszatérítési jog vonatkozik
Kuinka pitkä takuu tässä on?;How long of a warranty does this have?;Mennyi a garancia ideje ezen?
Takuu on voimassa 24 kuukautta.;The warranty is valid for 24 months.;A garancia 24 hónapig érvényes
Takuu on vielä voimassa.;The warranty is still valid.;A garancia még érvényben van
Takuu on mennyt umpeen.;The warranty has expired.;A garancia lejárt
Säilytä kuitti.;Keep the receipt.;Őrizd meg a nyugtát
Tässä tuotteessa on joku vika.;There's a problem with this product.;Valami hiba van ezen a terméken
Tämä lakkasi toimimasta.;This stopped working.;Ez abbahagyta a működést
Voisitteko korjata tämän?;Could you fix this?;Meg tudnák javítani ezt?
Haluaisin palauttaa tämän.;I would like to return this.;Szeretném visszaküldeni ezt
Haluaisin rahani takaisin.;I would like my money back.;Szeretném visszakapni a pénzem
Onko mahdollista saada rahani takaisin?;Is it possible to get my money back?;Lehetséges visszakapni a pénzem?
Emme valitettavasti palauta rahoja.;Unfortunately, we don't return money.;Sajnos nem térítjük vissza a pénzt
Saat hyvitykseksi tämän lahjakortin.;You get this gift card as a refund.;Ezt az ajándékkártyát kapja jóváírásként
Saat tästä rahat takaisin.;You will get your money back from this.;A pénzét visszakapja ebből
Haluatko vastaavan tuotteen vai lahjakortin?;Do you want a matching product or a gift card?;Egy ugyanolyan terméket vagy ajándékkártyát szeretne?
Haluan vaihtaa tämän johonkin toiseen.;I want to exchange this for something else.;Szeretném kicserélni ezt valamire másra
Mä haluaisin vaihtaa sen tähän isompaan.;I would like to exchange this for this bigger one.;Szeretném kicserélni erre a nagyobbra
Me yritämme aina ensin korjata tuotteen.;We always try to fix the product first.;Mindig először a termék javítását próbáljuk
Voit saada uuden vastaavan tilalle.;You can get a new one in place.;Kaphat helyette egy új, ugyanolyan terméket
Onko sinulla kuitti tallella?;Do you still have the receipt?;Megvan még a nyugtád?
Onko sinulla takuukuittia?;Do you have the warranty receipt?;Van garanciális nyugtája?
Ainahan sen voi palauttaa.;You know you can always return it.;Tudod, mindig vissza lehet adni
Seuraavana päivänä palautin ostoksen.;I returned the purchase the next day.;Másnap visszaküldtem a vásárlást
