Finnish;English;Hungarian
Kostajat (Marvel);Avengers;Bosszúállók
YPKVV (Marvel);S.H.I.E.L.D.;S.H.I.E.L.D.
Galaksin Vartijat (Marvel);Guardians of the Galaxy;A Galaxis Őrzői
aikamatkustus, aikamatkailu;time travel;időutazás
aineen manipulointi;manipulation of matter;anyag manipuláció
ajan manipulointi;time manipulation;idő manipuláció
ajatuksensiirto;thought transfer;gondolatátvitel
ajatustenluku;mind reading;gondolatolvasás
antigravitaatio;antigravity;antigravitáció
astraaliprojektio;astral projection;asztrálprojekció
energian manipulointi;manipulation of energy;energia manipuláció
haavoittumattomuus;invulnerability;sebezhetetlenség
hidastunut ikääntyminen;slowed aging;lassult öregedés
hämähäkkivaisto, hämisvaisto;spider instinct, spidey sense;pókinstinktus
kuolemattomuus;immortality;halhatatlanság
kyborgi;a cyborg;kiborg
kyky hypnotisoida;ability to hypnotize;hipnotizáló képesség
kyky luoda voimakenttiä;ability to create force fields;erőtér létrehozásának képessége
laserkatse;laser vision;lézerszem
lentokyky, kyky lentää;flight ability, ability to fly;repülési képesség
levitaatio;levitation;lebegés
muodonmuutos, metamorfoosi;shapeshifting, metamorphosis;alakváltás
muodonmuuttaja;a shapeshifter;alakváltó
mutantti;a mutant;mutáns
mutanttikyky;mutant ability;mutáns képesség
näkymättömyys;invisibility;láthatatlanság
omnipotentti;omnipotent;mindenható
paranemiskyky;healing ability;gyógyító képesség
parannetut aistit;enhanced senses;fokozott érzékek
psykokinesia;psychokinesis;pszichokinézis
pyrokineetikko;a pyrokinetic;pirokineetikus
regeneraatio;regeneration;regeneráció
röntgenkaste;X-ray vision;röntgenszem
selvännäkijä;a clairvoyant, psychic;jós, látó
superkestävyys;super endurance;szuperállóképesség
superkuulo;super hearing;szuperhallás
supernopeus;superspeed;szupersebesség
superrikollinen;a super criminal;szuperbűnöző
supervastustuskyky;super resistance;szuperellenállás
supervihollinen;a supervillain;szupersztárgonosz
supervoima;superpower;szupererő
sään hallinta;weather control;időjárás irányítás
telekineesi;telekinesis;telekinézis
telekineetikko;a telekinetic;telekinetikus
telepaatti;a telepath;telepata
telepaattinen yhteys lintuihin;telepathic connection with birds;telepatikus kapcsolat madarakkal
telepatia;telepathy;telepátia
teleportaatio, teleporttaus, telesiirtyminen;teleportation;teleportáció
teleportata;to teleport;teleportálni
tulevaisuuden ennustaminen;prediction of the future;a jövő előrejelzése
tuulen manipulointi;wind manipulation;szél manipuláció
ulottuvuusmatkailu;dimensional travel;dimenzióutazás
voimakenttä;force field;erőtér
yli-inhimillinen kestävyys;superhuman endurance;emberfeletti állóképesség
yli-inhimillinen ketteryys;superhuman agility;emberfeletti fürgeség
yli-inhimillinen nopeus;superhuman speed;emberfeletti sebesség
yli-inhimillisen tarkat aistit;superhumanly accurate senses;emberfeletti pontos érzékek
yli-inhimilliset refleksit;superhuman reflexes;emberfeletti reflexek
yliluonnollinen nopeus;supernatural speed;természetfeletti sebesség
Hänellä on yliluonnollisia voimia.;He has supernatural powers.;Szupertermészetes képességei vannak.
Hän on yliluonnollisen vahva ja kestävä.;He is supernaturally strong and durable.;Fantasztikusan erős és tartós.
Hänellä on yli-inhimilliset fyysiset voimat.;He has superhuman physical powers.;Emberfeletti fizikai ereje van.
Hänestä tuli yli-inhimillisen vahva ja ketterä.;He became superhumanly strong and agile.;Emberfelettien erős és fürge lett.
Hän voi nähdä pitemmälle kuin normaali ihminen.;He can see further than a normal person.;Tovább lát, mint egy normális ember.
Hän on tarpeeksi vahva nostamaan 900 kiloa.;He is strong enough to lift 900 kilos.;Elég erős, hogy 900 kilót emeljen.
Hän pystyy nostamaan yli 100 tonnia.;He's able to lift more than 100 tons.;Képes több mint 100 tonnát felemelni.
Hän on yliluonnollisen nopea.;He is supernaturally fast.;Fantasztikusan gyors.
Hänen kehonsa toimii hyvin korkealla nopeudella.;His body works at a very high speed.;A teste nagyon nagy sebességgel működik.
Hän kykenee rikkomaan äänen nopeuden.;He is able to break the speed of sound.;Képes áttörni a hangsebességet.
Hän saavuttaa valoa nopeamman lentonopeuden.;He reaches faster-than-light flight speeds.;Eléri a fénysebességnél gyorsabb repülési sebességet.
Hänen aivonsa toimivat supernopeudella.;His brain works at super speed.;Az agya szupersebességgel működik.
Hän voi hypätä tasajalkaa 4 metriä ylöspäin.;He can jump straight up 4 meters.;Egyenesen 4 métert tud ugrani.
Hän voi juosta jopa 70 kilometriä tunnissa.;He can run up to 70 kilometers per hour.;Akár 70 km / h sebességgel tud futni.
Hänen luunsa ovat ontot kuin linnulla.;His bones are hollow like a bird's.;A csontjai üresek, mint a madárnak.
Hän voi hengittää yhtä hyvin vedessä kuin ilmassa.;He can breathe as well in water as in air.;Ugyanolyan jól tud lélegezni vízben, mint levegőben.
Hänellä on yli-inhimilliset aistit.;He has superhuman senses.;Emberfeletti érzékei vannak.
Hänellä on voimistuneet aistit.;He has heightened senses.;Felerősített érzékei vannak.
Hänellä on alitajuinen vaaran ennustava vaisto.;He has a subconscious instinct to predict danger.;Tudatalatti veszélyérzékelő ösztöne van.
Hänellä on kyky aistia yliluonnollisia olentoja.;He has the ability to sense supernatural beings.;Képes érzékelni a természetfeletti lényeket.
Hänellä on täydellinen kyky aistia valheet.;He has a perfect ability to sense lies.;Tökéletes képessége van az igazság felismerésére.
Hänellä on kyky aistia Thanoksen olinpaikka.;He has the ability to sense Thanos' whereabouts.;Képes érzékelni Thanos tartózkodási helyét.
Hän huomaa kevyttä hengitystä 60 metrin päästä.;He notices light breathing from 60 meters away.;60 méterről észreveszi a könnyű légzést.
Hän pystyy tunnistamaan esineitä hajun perusteella.;He can identify objects by smell.;Az illat alapján képes felismerni tárgyakat.
Hän voi seurata jotakuta hajun perusteella.;He can follow someone by smell.;Képes valakit az illat alapján követni.
Hänellä on kyky havaita stressipisteet esineissä.;He has the ability to detect stress points in objects.;Képes érzékelni a stresszpontokat tárgyakban.
Hänellä on "hämähäkkivaisto".;He has a "spider sense".;Van "pókinstinktusa".
Hänellä on sisäisen tutka-aisti, joka kompensoi sokeuttaan.;He has an internal radar sense to compensate for his blindness.;Belső radarérzéke van, ami kompenzálja a vakságát.
Hän on kuolematon.;He is immortal;Halhatatlan.
Hän ei voi kuolla.;He can't die.;Nem tud meghalni.
Hän ikääntyy hitaammin.;He ages more slowly.;Lassabban öregszik.
Hän paranee normaalia nopeammin.;He heals faster than normal.;Gyorsabban gyógyul a normálisnál.
Hänen voimiinsa kuuluu nopea paranemiskyky.;His powers include the ability to heal quickly.;Képességei közé tartozik a gyors gyógyulás.
Hänellä on yli-inhimillinen paranemiskyky.;He has superhuman healing abilities.;Emberfeletti gyógyító képességei vannak.
Hän on immuuni kuumuudelle ja tulelle.;He is immune to heat and fire.;Immunis a hőségre és a tűzre.
Hän on immuuni hypnoosille.;He is immune to hypnosis.;Immunis a hipnózisra.
Hän on immuuni myrkyille.;He is immune to poisons.;Immunis a mérgezésre.
Hänen kehonsa voi kestää äärimmäisiä lämpötiloja.;His body can withstand extreme temperatures.;A teste elviseli a szélsőséges hőmérsékleteket.
Hänen ihonsa kestää suuria lämpötilaeroja.;His skin withstands large temperature differences.;A bőre elviseli a nagy hőmérsékletkülönbségeket.
Hän kestää suunnatonta painetta.;He can withstand immense pressure.;Elviseli a hatalmas nyomást.
Hän on haavoittumaton kaikelle tulelle.;He is invulnerable to all fire.;Sebezhetetlen minden tűzzel szemben.
Nyrkit ja luodit menevät täysin läpi hänestä.;Fists and bullets go right through him.;Ököl és golyó teljesen áthatol rajta.
Esineet kulkevat harmittomasti hänen lävitseen.;Objects pass harmlessly through him.;A tárgyak ártalmatlanul haladnak át rajta.
Hänen ihonsa voi kestää luoteja.;His skin can withstand bullets.;A bőre ellenáll a lövedékeknek.
Hän voi luoda ympärilleen voimakenttiä.;He can create force fields around himself.;Képes erőteret létrehozni maga körül.
Hän voi suojata itsensä voimakenttien sisään.;He can shield himself inside force fields.;Védekezhet az erőterek belsejében.
Hän pystyy telesiirtämään itsensä.;He can transport himself.;Képes teleportálni magát.
Hän liikkuu hyppimällä valtavia loikkia.;He moves by jumping huge leaps.;Óriási ugrásokkal mozog.
Hän pystyy kiipeämään ylös rakennusten sivuja.;He can climb up the sides of buildings.;Képes felmászni az épületek oldalán.
Hän pystyy tarrautumaan kaikkiin pintoihin.;He is able to stick to all surfaces.;Képes tapadni minden felülethez.
Hän pystyy kiipeämään pystysuoria seiniä.;He can climb vertical walls.;Képes felmászni függőleges falakon.
Hän pystyy juoksemaan seiniä ylös.;He can run up walls.;Falon fel tud futni.
Hän voi väistää luoteja.;He can dodge bullets.;El tudja kerülni a golyókat.
Hän omistaa laitteen, jolla voi teleportata.;He owns a device that can be used to teleport.;Tulajdonában van egy teleportáló eszköz.
Hän osaa teleportata.;He can teleport.;Tud teleportálni.
Hänellä on kyky telesiirtää itsensä.;He has the ability to teleport himself.;Teleportálni tudja magát.
Hän pystyy kävelemään seinien läpi.;He can walk through walls.;Át tud menni a falakon.
Hänellä on kyky liikkua kiinteän aineen läpi.;He has the ability to move through solid matter.;Képes áthaladni szilárd anyagon.
Hänellä on kyky matkustaa avaruuden halki.;He has the ability to travel through space.;Képes utazni az űrben.
Hän voi matkustaa hyperavaruudessa.;He can travel in hyperspace.;Képes utazni a hipertérben.
Hän lähettää itsensä toiseen ulottuvuuteen.;He sends himself to another dimension.;Át tudja küldeni magát egy másik dimenzióba.
Hän osaa lentää.;He knows how to fly.;Tud repülni.
Hän voi lentää siivillään.;He can fly with his wings.;Tud repülni a szárnyaival.
Hän pystyy lentämään äänennopeudella.;He can fly at the speed of sound.;Képes a hangsebességgel repülni.
Hän voi lentää 150 kilometrin tuntinopeudella.;He can fly at a speed of 150 km per hour.;150 km / h sebességgel tud repülni.
Hän lentää valonnopeudella.;He flies at the speed of light.;Fénysebességgel repül.
Hän pystyy lentämään keinotekoisilla siivillään.;He can fly with his artificial wings.;Mesterséges szárnyaival tud repülni.
Hän pystyy lentämään saapasrakettiensa avulla.;He can fly using his rocket boots.;Rakétacipőivel tud repülni.
Hän voi käyttää äänivoimiaan lentääkseen.;He can use his vocal powers to fly.;Hangerejével tud repülni.
Hän voi lentää mutaationa tulleiden siipiensä avulla.;He can fly with the help of his mutated wings.;Mutálódott szárnyai segítségével tud repülni.
Hän pystyy lentämään erittäin suurella nopeudella.;He can fly at a very high speed.;Nagyon nagy sebességgel tud repülni.
Hän on muodonmuuttaja.;He is a shapeshifter.;Alakváltó.
Hänellä on kyky muuttaa kokoaan.;He has the ability to change his size.;Képes megváltoztatni a méretét.
Hän voi muuttua tennispallon kokoiseksi.;He can change to the size of a tennis ball.;Tennis labda nagyságúra tud változni.
Hän voi muuttaa minkä tahansa esineen kokoa.;He can change the size of any object.;Bármely tárgy méretét tudja változtatni.
Hän muuttaa ruumiinsa orgaaniseksi teräkseksi.;He transforms his body into organic steel.;A testét organikus acéllá alakítja.
Hän pystyy muuttumaan sudeksi.;He can turn into a wolf.;Farkassá tud változni.
Hän voi muuttaa olomuotoaan miksi tahansa eläimeksi.;He can change his form into any animal.;Bármilyen állattá tud változni.
Hänellä on kyky muutella kehonsa tiheyttä.;He has the ability to change the density of his body.;Képes változtatni a teste sűrűségét.
Hän pystyy hallitsemaan tiheyttään.;He can control his density.;Tudja irányítani a sűrűségét.
Hän voi muuttaa ruumiinsa atomirakennetta.;He can change the atomic structure of his body.;Meg tudja változtatni teste atomstruktúráját.
Hän pystyy muuttamaan molekyylirakennettaan.;He is able to change his molecular structure.;Képes megváltoztatni a molekulaszerkezetét.
Hän pystyy muuttumaan aineettomaksi.;He can become intangible.;Anyagtalanná tud válni.
Hän kykenee muuttumaan näkymättömäksi.;He is able to turn invisible.;Képes láthatatlanná válni.
Hän kykenee muuttamaan esineitä näkymättömiksi.;He is able to make objects invisible.;Képes tárgyakat láthatatlanná tenni.
Hän kykenee muuttumaan tuleksi.;He has the ability to turn into fire.;Tüzzé tud változni.
Hän muuttaa vartalonsa veden kaltaiseksi aineeksi.;He transforms his body to a water-like substance.;A testét vízszerű anyaggá alakítja.
Hän voi muuttua eläväksi salamaksi.;He can turn into living lightning.;Élő villámmá tud változni.
Hän muuttaa nyrkkinsä nuijan kokoisiksi.;He turns his fists into clubs.;Ökleit buzogányokká változtatja.
Hän voi venyttää raajojaan pitkien matkojen päähän.;He can stretch his limbs for long distances.;A végtagjait hosszú távolságokra tudja nyújtani.
Hän pystyy muuttamaan ulkonäköään halutessaan.;He can change his appearance at will.;A megjelenését akaratából tudja változtatni.
Hän on telepaatti.;He's a telepath.;Ő egy telepata.
Hän pystyy lukemaan ajatuksia.;He is able to read thoughts.;Képes gondolatokat olvasni.
Hän pystyy lukemaan vastustajansa mielen.;He is able to read his opponent's mind.;Képes olvasni az ellenfele elméjét.
Hän voi lähettää ajatuksiaan muiden mieliin.;He can send his thoughts to the minds of others.;El tudja küldeni gondolatait mások elméjébe.
Hän heijastaa omia ajatuksiaan muiden mieliin.;He projects his own thoughts onto the minds of others.;Saját gondolatait vetíti mások elméjébe.
Hän pystyy luomaan hypnoositilan ihmisiin.;He's able to create a hypnotic state in people.;Képes hipnotikus állapotot létrehozni emberekben.
Hänellä on kyky hypnotisoida ihmisiä.;He has the ability to hypnotize people.;Képes embereket hipnotizálni.
Hän pystyy istuttamaan hypnoottisia ehdotuksia.;He is able to plant hypnotic suggestions.;Képes hipnotikus javaslatokat ültetni.
Hän voi hypnotisoida ihmisiä tekemään asioita.;He can hypnotize people to do things.;Képes hipnotizálni az embereket dolgok elvégzésére.
Hänellä on kyky hallita toisten ihmisten mieliä.;He has the ability to control other people's minds.;Képes irányítani mások elméjét.
Hänellä on kyky alistaa ihmisten oma tahto.;He has the ability to subdue people's own will.;Képes alávetni az emberek saját akaratát.
Hänellä on kyky hallita lintuja telepaattisesti.;He has the ability to control birds telepathically.;Képes telepatikusan irányítani a madarakat.
Hän pystyy kommunikoimaan vedenelävien kanssa.;He can communicate with aquatic animals.;Tud kommunikálni víziállatokkal.
Hän voi manipuloida hyönteisiä telepaattisesti.;He can manipulate insects telepathically.;Telepatikusan tud irányítani rovarokat.
Hän voi pyyhkiä muistoja tai koko muistin.;He can erase memories or the entire memory.;Képes törölni emlékeket vagy az egész memóriát.
Hän imee elävien olentojen elinvoimaa kehoonsa.;He absorbs the life force of living beings into his body.;Elnyeli az élőlények életenergiáját a testébe.
Hänellä on kyky imeä toisten elinvoimaa.;He has the ability to absorb the life force of others.;Képes mások életenergiáját elnyelni.
Hän imee kosketuksellaan supervoimat ja muistot.;He absorbs superpowers and memories with his touch.;Érintésével elnyeli a szuperképességeket és emlékeket.
Hän kykenee ymmärtämään mitä tahansa kieltä.;He's able to understand any language.;Képes megérteni bármilyen nyelvet.
Hänellä on voima luoda illuusioita.;He has the power to create illusions.;Képes illúziókat létrehozni.
Hän pystyy luomaan vakuuttavia illuusioita.;He is able to create convincing illusions.;Képes meggyőző illúziókat létrehozni.
Hän voi projisoida aineettoman kuvan itsestään.;He can project an intangible image of himself.;Képes kivetíteni egy anyagtalan képet önmagáról.
Hän manipuloi elektronisia laitteita mielellään.;He manipulates electronic devices with his mind.;Szívesen manipulál elektronikus eszközöket az elméjével.
Hän voi oikosulkea elektronisia piirejä.;He can short-circuit electronic circuits.;Rövidre tudja zárni az elektronikus áramköröket.
Hän voi luoda itsestään identtisiä klooneja.;He can create identical clones of himself.;Képes azonos klónokat létrehozni önmagáról.
Hänellä on psioninen kyky ennustaa tulevaisuutta.;He has the psionic ability to predict the future.;Pszionikus képessége van a jövő előrejelzésére.
Hän voi tarkastella vaihtoehtoisia tulevaisuuksia.;He can look at alternative futures.;Képes alternatív jövőket vizsgálni.
Hän voi muuttua näkymättömäksi.;He can become invisible.;Láthatatlanná tud válni.
Hän muokkaa todellisuuden kudosta.;He shapes the fabric of reality.;Formálja a valóság szövetét.
Hän pystyy luomaan tasku-universumeita.;He is able to create pocket universes.;Képes zsebagyvilágokat létrehozni.
Hän luo aukkoja toiseen ulottuvuuteen.;He creates openings to other dimensions.;Nyílásokat hoz létre más dimenziókba.
Hänellä on telekineettisiä kykyjä.;He has telekinetic abilities.;Telekinetikus képességei vannak.
Hän pystyy nostamaan telekineettisesti 10 tonnia.;He can telekinetically lift 10 tons.;Telekinetikusan 10 tonnát tud felemelni.
Hän pystyy liikuttamaan pieniä esineitä telekineettisesti.;He can move small objects telekinetically.;Kis tárgyakat telekinetikusan tud mozgatni.
Hän pystyy liikuttamaan esineitä ajatuksillaan.;He can move objects with his thoughts.;Gondolataival tud tárgyakat mozgatni.
Hän voi levitoida ja manipuloida eläviä olentoja.;He can levitate and manipulate living beings.;Tud lebegni és irányítani élőlényeket.
Hän pystyy levitoimaan metalliesineitä.;He is able to levitate metal objects.;Képes fém tárgyakat lebegtetni.
Hän pystyy levitoimaan ilmassa.;He is able to levitate in the air.;Képes a levegőben lebegni.
Hän voi manipuloida luonnon peruselementtejä.;He can manipulate the basic elements of nature.;Képes a természet alapvető elemeit irányítani.
Hän voi hallita veden liikettä.;He can control the movement of water.;Képes irányítani a víz mozgását.
Hän voi saada aikaan pyörremyrskyn puhaltamalla.;He can create a whirlwind by blowing.;Szélvihart tud létrehozni fúvással.
Hän kykenee luomaan tornadonopeuksisia tuulia.;He is capable of creating tornado speed winds.;Tornádósebességű szelet tud létrehozni.
Hän voi luoda hiekkamyrskyjä.;He can create sandstorms.;Homokvihart tud létrehozni.
Hän manipuloi kiven ja maan molekyylejä.;He manipulates the molecules of rock and earth.;A kő és föld molekuláit manipulálja.
Hän voi luoda maanjäristyksiä.;He can create earthquakes.;Földrengéseket tud létrehozni.
Hän voi luoda sadetta, myrskyä ja voimakkaita tuulia.;He can create rain, storm, and strong winds.;Esőt, vihart és erős szelet tud létrehozni.
Hänellä on psioninen kyky hallita säätä.;He has the psionic ability to control the weather.;Pszionikus képessége van az időjárás irányítására.
Hänellä on kyky imeä aurinkoenergiaa.;He has the ability to absorb solar energy.;Képes napenergiát elnyelni.
Hän käyttää aurinkoenergiaa fyysisenä voimana.;He uses solar energy as a physical force.;Napenergiát használ fizikai erőként.
Hän pystyy luomaan voimakkaita värinäaaltoja.;He can create powerful vibrational waves.;Erős rezgő hullámokat tud létrehozni.
Hän luo voimakkaita ääniaaltoja.;He creates powerful sound waves.;Erős hanghullámokat hoz létre.
Hän käyttää äänivoimiaan rikkoakseen esineitä.;He uses his sonic powers to break objects.;Hangerejét használja tárgyak törésére.
Hän voi jäädyttää esineitä.;He can freeze objects.;Képes tárgyakat megfagyasztani.
Hän viilentää esineiden lämpötilaa pakkasen puolelle.;He cools the temperature of objects to freezing.;Tárgyak hőmérsékletét fagypont alá hűti.
Hän hallitsee mielellään lämpöenergiaa.;He controls heat energy with his mind.;Szívesen irányítja a hőenergiát az elméjével.
Hänellä on kyky hallita ympärillään olevaa lämpöä.;He has the ability to control the heat around him.;Képes irányítani a körülötte lévő hőt.
Hänellä on kyky kietoa ruumiinsa tulisella plasmalla.;He has the ability to wrap his body in fiery plasma.;Képes testét tüzes plazmába burkolni.
Hän pystyy luomaan tulta psionisesti.;He can create fire psionically.;Pszionikusan képes tüzet létrehozni.
Hän voi aiheuttaa aseiden piippujen sulamista.;He can cause the barrels of guns to melt.;Okkantestek olvadását tudja okozni.
Hän peittää koko kehonsa tuliseen plasmaan.;He covers his entire body in fiery plasma.;Egész testét tüzes plazmába burkolja.
Hän luo ja manipuloi supertulista plasmaa.;He creates and manipulates super fiery plasma.;Szuper tüzes plazmát hoz létre és irányít.
Hän luo plasman salamoita silmistään ja käsistään.;He creates bolts of plasma from his eyes and hands.;Plazma villámokat hoz létre a szemeiből és kezeiből.
Hän hallitsee sähkö- ja painovoimakenttiä.;He controls electric and gravity fields.;Irányítja az elektromos és gravitációs mezőket.
Hän pystyy luomaan antigravitaatiokentän.;He can create an anti-gravity field.;Képes antigravitációs mezőt létrehozni.
Hän voi muotoilla ja manipuloida magneettikenttiä.;He can shape and manipulate magnetic fields.;Formálni és manipulálni tudja a mágneses mezőket.
Hänellä on kyky manipuloida magnetismia.;He has the ability to manipulate magnetism.;Képes manipulálni a mágnest.
Hän voi nostaa magneettikentän ympärilleen.;He can raise a magnetic field around himself.;Képes mágneses mezőt emelni maga köré.
Hän pystyy projisoimaan magneettista energiaa.;He can project magnetic energy.;Képes mágneses energiát sugározni.
Hän imee energiaa elektromagneettisesta säteilystä.;He absorbs energy from electromagnetic radiation.;Elnyeli az energiát az elektromágneses sugárzásból.
Hän imee häneen suunnattua kineettistä energiaa.;He absorbs kinetic energy directed at him.;Elnyeli rá irányított kinetikus energiát.
Hän kykenee absorboimaan energiaa.;He is able to absorb energy.;Képes energiát elnyelni.
Hänen kehonsa tuottaa sähkömagneettista energiaa.;His body produces electromagnetic energy.;Teste elektromágneses energiát termel.
Hänellä on kyky manipuloida kosmista energiaa.;He has the ability to manipulate cosmic energy.;Képes manipulálni a kozmikus energiát.
Hän pystyy luomaan voimakkaita energiaiskuja.;He's capable of creating powerful energy blasts.;Képes erős energiaütéseket létrehozni.
Hän ampuu voimakkaita energiasalamoita.;He shoots powerful energy bolts.;Erős energiafényeket lő ki.
Hän aiheuttaa kipua ampumalla psyykkisiä salamoita.;He inflicts pain by shooting psychic bolts.;Fájdalmat okoz pszichikus villámok kilövésével.
Hän pystyy ampumaan mystisen voiman salamoita.;He is capable of shooting bolts of mystical power.;Képes misztikus energiájú villámokat kilőni.
Hän voi lamauttaa toisia psionisilla salamoilla.;He can paralyze others with psionic lightning bolts.;Képes paralyzálni másokat pszionikus villámokkal.
Hänellä on kyky luoda tuhoavia psionisia piikkejä.;He has the ability to create devastating psionic spikes.;Képes pusztító pszionikus tüskéket létrehozni.
Hänen lempiaseensa ovat pieniä veitsiä.;His favorite weapons are small knives.;Kedvenc fegyverei a kis kések.
Hän käyttää erilaisia käsiaseita.;He uses a variety of hand weapons.;Különféle kézifegyvereket használ.
Hän on harjaantunut käsiaseiden käyttäjä.;He is an accomplished handgun user.;Jártas a kézifegyverek használatában.
Hän on mestari käyttämään pieniteräisiä aseita.;He is a master at using small-bladed weapons.;Mester a kis pengéjű fegyverek használatában.
Hän on loistava heittämään teräaseita.;He's great at throwing bladed weapons.;Remekül dob pengés fegyvereket.
Hän käyttää usein heittoveitsiä ja heittotähtiä.;He often uses throwing knives and throwing stars.;Gyakran használ dobókéseket és dobócsillagokat.
Hänen aseensa ovat kaksi 75-senttistä miekkaa.;His weapons are two 75 cm swords.;Fegyverei két 75 cm-es kard.
Hän käyttää samuraimiekkaa.;He wields a samurai sword.;Samurájkarddal harcol.
Hänen miekkansa ampuu tulta ja myrkkykaasua.;His sword shoots fire and poison gas.;Kardja tüzet és mérges gázt lövell.
Hänen miekkansa läpäisee mitä vain.;His sword cuts through anything.;Kardja bármin átvág.
Hänen ainoa aseensa on tähtikuvioitu kilpi.;His only weapon is a star-patterned shield.;Az egyetlen fegyvere egy csillagmintás pajzs.
Hänen pääaseensa on lumottu vasara.;His main weapon is an enchanted hammer.;Fő fegyvere egy elvarázsolt kalapács.
Hän pystyy käyttämään helvetintulta aseena.;He can use hellfire as a weapon.;Pokoli tüzet tud fegyverként használni.
Hän pystyy ampumaan ranneaseistaan nuolia.;He can shoot arrows from his wrist guns.;Csuklófegyvereiből nyilakat tud lőni.
Hän pystyy ampua sulkiaan nuolien tapaan.;He can shoot his feathers like arrows.;Tollait nyílként tudja kilőni.
Hän ampuu lasersäteitä ja plasmalatauksia.;He shoots laser beams and plasma charges.;Lézersugarakat és plazmatölteteket lő.
Hän ampuu lasereita silmistään.;He shoots lasers from his eyes.;Szeméből lézereket lő.
Hän osaa ampua tulta sormenpäistään.;He can shoot fire from his fingertips.;Tűzet tud lőni az ujjhegyéről.
Hän ampuu silmistään rubiininpunaista sädettä.;He shoots a ruby red beam from his eyes.;Szeméből rubinvörös sugarat lő.
Hän voi ampua luoteja etusormestaan.;He can shoot bullets from his index finger.;Felső ujjából lövedékeket tud lőni.
Hän ampuu myrkytettyjä piikkejä ranteistaan.;He shoots poisoned spikes from his wrists.;Csuklójából mérgezett tüskéket lő.
Hän ampuu energiasäteitä hanskoistaan.;He shoots energy beams from his gloves.;Kesztyűjéből energia sugarakat lő.
Hänellä on ranteisiin kiinnitetyt seittisingot.;He has web-shooters attached to the wrists.;Csuklóján pókhálóvető van rögzítve.
Hän ampuu seittiä käsistään.;He shoots webs from his hands.;Kezéből pókhálót lő.
