Finnish;English;hungarian
Näytä kieltäsi.;Show your tongue.;Mutasd meg a nyelved.
Nousepa seisomaan.;Please stand up.;Állj fel.
Lääkärin päätelmiä;Doctor's conclusions;Az orvos következtetései
Verenpaine on (hieman) liian korkea.;The blood pressure is (a little) too high.;A vérnyomás (kissé) túl magas.
Verenpaineesi on matala.;Your blood pressure is low.;Alacsony a vérnyomása.
Älä huoli.;Don't worry.;Ne aggódj.
Mitään turvotusta ei näy.;There is no swelling visible.;Duzzanat nem látható.
Sinun pitää käydä rokotuksessa.;You need to get vaccinated.;Be kell oltani.
Tarvitset jäykkäkouristusrokotuksen.;You need a vaccine for tetanus.;Tetanusz oltásra van szüksége.
Kirjoitan sinulle lähetteen silmälääkärille.;I'll write you a referral to an eye specialist.;Írok beutalót szemészhez.
Biopsia osoittaa kasvaimen.;The biopsy shows a tumor.;A biopszia daganatot mutat.
Testitulokset ovat saapuneet.;The test results have come in.;Megérkeztek a teszteredmények.
Verikokeessa ei näkynyt mitään erikoista.;There was nothing special visible in the blood test.;A vérvétel semmi különöset nem mutatott ki.
Verikokeessa ei löytynyt viruksen vasta-aineita.;The blood test didn't detect any antibodies to the virus.;A vérvizsgálat során nem találtak vírus elleni antitesteket.
Verikokeessa ei todettu mitään poikkeavaa.;There were no abnormalities in the blood tests.;A vérvételen semmi kórosat nem találtak.
Testitulokset saapuvat parissa päivässä.;The test results will arrive in a couple of days.;A teszteredmények pár napon belül megérkeznek.
Kirjoitan sinulle reseptin.;I'll write you a prescription.;Felírok egy receptet.
Sinulla on sähköinen resepti.;You have an electronic prescription.;Önnek elektronikus receptje van.
Paranet todennäköisesti parissa päivässä.;You will probably recover in a couple of days.;Valószínűleg pár napon belül jobban leszel.
Oireet eivät viitaa mihinkään vakavampaan.;The symptoms don't imply anything more serious.;A tünetek semmi komolyabbra nem utalnak.
Kirjoitan sinulle kolmen päivän sairausloma.;I'll write you three days of sickness leave.;Háromnapos betegszabadságot írok neked.
Lisäohjeita;Further instructions;További utasítások
Mene kotiin ja lepää.;Go home and rest.;Menj haza és pihenj.
Ota tämä lääke kolme kertaa päivässä.;Take this medicine three times a day.;Ezt a gyógyszert naponta háromszor vegye be.
Ota tämä lääke heti aamulla.;Take this medicine right away in the morning.;Reggel először vegye be ezt a gyógyszert.
Ota tämä lääke ennen nukkumaanmenoa.;Take this medicine before bedtime.;Lefekvés előtt vegye be ezt a gyógyszert.
Käy apteekissa hakemassa nämä lääkkeet.;Go get these medicines from the pharmacy.;Menjen el a gyógyszertárba, hogy beszerezze ezeket a gyógyszereket.
Juo runsaasti nestettä mutta vältä alkoholia.;Drink a lot of fluids but avoid alcohol.;Igyon sok folyadékot, de kerülje az alkoholt.
Varaa uusi vastaanottoaika viikon päästä.;Reserve a new apointment for next week.;Foglaljon új időpontot egy hét múlva.
Ota yhteyttä, jos oireet jatkuvat.;Contact us if the symptoms persist.;Forduljon hozzánk, ha a tünetek továbbra is fennállnak.
Katsotaan, miltä se kahden kuukauden päästä näyttää.;Let's see how it looks two months from now.;Két hónap múlva meglátjuk, hogy fog kinézni.
