Finnish;English;Hungarian
kimmeltää;to glisten, twinkle;csillogni
liukastua;to slip and fall (on ice);elcsúszni
aurata lunta;to plow the snow;havat tolni
rämpiä;to slosh around (in snow);gázolni a hóban
paleltua;to freeze (plants, skin);elfagyni
paleltaa;to feel cold (person);fázni
hytistä;to tremble (from cold);dideregni
talvehtia;to overwinter somewhere;áttelelni
horrostaa;to hibernate;téli álmot aludni
talvettaa;to prepare for winter (plants);teleltetni
narskua;to crunch (snow under feet);ropogni (hó alatt)
narista;to creak (ice under feet);recsegni (jég alatt)
alkutalvi;early winter;kora tél
keskitalvi;midwinter;tél közepe
lopputalvi;late winter;tél vége
sydäntalvi;the depth of winter;tél dereka
talvihorros;winter torpor;téli nyugalom
talviuni;hibernation;téli álom
talvikalastus;winter fishing;téli halászat
talviloma;winter holiday;téli szünet
talvimatkailu;winter tourism;téli turizmus
talviolympialaiset;winter olympics;téli olimpia
talvirengas;winter tire;téli gumi
talvitakki;winter coat;téli kabát
pakkasaamu;frosty morning;fagyos reggel
pakkaspäivä;cold winter day;fagyos nap
pakkasyö;frosty night;fagyos éj
pakkasilma, pakkassää;frosty weather;fagyos levegő, zord idő 
pakkasaste;degrees below zero;mínusz fok
pakkasenarka;frost-sensitive;fagyérzékeny
pakkasenpurema;frostbite;fagyás
pakkasherra;mister freeze;Fagy úr
pakkasukko;grandfather frost;Fagy apó
pakkasneste;antifreeze;fagyálló
pakkasvaroitus;warning of upcoming frost;fagyriasztás
pakkasvaurio;frost damage to plants, buildings;fagykár
pakkasvoide;protective cream for skis;síviasz
lumiaita;snow fence;hókerítés
lumiaura;snowplow;hótoló
lumihanki;snow crust;hóréteg (kemény)
lumikello;snowdrop (flower);hóvirág
lumikengät;snowshoes;hótalp
lumikerros;layer of snow;hóréteg
lumiketju;snow chain for tire;hólánc
lumikola, lumilapio;snow shovel;hólapát
lumilauta;snowboard;hódeszka
lumilinko;snow blower;hófúvó
lumilyhty;snow lantern;hólámpás
lumimaja;igloo;iglu
lumimarja;snowberry;hóbogyó
lumimies;yeti;jeti
lumimyrsky;snowstorm;hóvihar
lumipallo;snowball;hógolyó
lumipuku;snowsuit;síruha
lumisokeus;snow blindness;hóvakság
lumisota;snowball fight;hógolyócsata
lumiveistos;snow sculpture;hószobor
ensilumi;first snow;első hó
irtolumi;loose snow;porhó
tekolumi;artificial snow;műhó
kova pakkanen;heavy frost;erős fagy
ankara pakkanen;severe frost;szigorú fagy
jäätävä / tuuli;icy, freezing wind;jeges szél
tiheä pyry;dense snowfall;sűrű havazás
kova pyry;heavy snowfall;erős hózápor
sakea pyry;thick snowfall;sűrű hóesés
voimakas;strong (wind, storm);erőteljes
lauha, lauhkea;mild (weather, winter, wind);enyhe (időjárás)
liukas;slippery (road, street, yard);csúszós
jäinen;icy (road, street, yard);jeges
kuurainen;frosty (road, street, yard);zúzmarás
loskainen, sohjoinen;slushy (road, street, snow);latyakos
märkä;wet (snow, weather);nedves
nuoska(inen);close to zero degrees (weather, snow);tapadós hó
Rakennetaan lumiukko!;Let's build a snowman!;Építsünk hóembert!
Pihalla on 40 senttiä lunta.;There is 40 cm of snow on the yard.;Az udvaron 40 cm hó van.
Onko joulu valkea?;Will it snow at Christmas?;Fehér lesz a karácsony?
Pysyykö lumi maassa?;Does the snow stay on the ground?;Megmarad a hó a földön?
Tiet ovat liukkaita.;The roads are slippery.;Az utak csúszósak.
Tiellä on mustaa jäätä.;There is black ice on the road.;Az úton fekete jég van.
Lumet oli aurattu.;The snow had been plowed.;A havat eltakarították.
Katua ei ollut aurattu.;The street hadn't been plowed.;Az utcát nem takarították el.
Alue oli hiekoitettu.;The area has been sanded.;A területet felszórták.
Silta on jäässä.;The bridge is frozen.;A híd jeges.
Jää kimmeltää.;The ice glitters.;A jég csillog.
Kovilla pakkasilla jään kotiin.;When it's super cold I stay home.;Nagy fagyokban otthon maradok.
Ajan sohjoisella tiellä.;I drive on the slushy road.;Latyakos úton vezetek.
Myös koirat palelevat talvella.;Dogs are also cold in winter.;A kutyák is fáznak télen.
Pakkaslumi narskuu kenkien alla.;The frozen snow crunches under the shoes.;A fagyott hó ropog a cipő alatt.
Pakkanen kiristyy.;It starts freezing even more.;Fagy erősödik.
Pakkaset paukkuu.;It's extremely cold.;Kemény fagy van.
Pakkanen lauhtuu.;It starts freezing a bit less.;Enyhül a fagy.
Pakkanen hellittää.;The frost eases up a little.;A fagy alábbhagy.
Luvassa kovat pakkaset!;Heavy frost is coming!;Erős fagyok várhatók!
Luvassa on yöpakkasia.;Frost nights are coming.;Éjszakai fagyok várhatók.
Vuoden ensimmäiset pakkasyöt.;The year's first frost nights.;Az év első fagyos éjszakái.
Taitaa tulla suojasää.;I think it's going to thaw.;Úgy tűnik, enyhülés jön.
Nurmikko on kuurassa.;The lawn is covered in rime.;A fű deres.
On kuurainen aamu.;It's a frosty morning.;Deres a reggel.
Katonreunasta riippuu jääpuikkoja.;Icicles hang from the roof edge.;Jégcsapok lógnak a tetőről.
Tuiskutuuli vinkuu nurkissa.;The winter wind whines in the corners.;A hófúvás süvít a sarkokban.
Lumisade yltyi tuiskuksi.;The snow turned into a snow storm.;A havazás hóviharrá fokozódott.
Ikkunasta tuiskutti lunta sisään.;Snow got blown inside through the window.;Az ablakon befújta a havat.
Tykky aiheuttaa puustolle tuhoja.;Dense wet snow causes damage to trees.;A nedves hó kárt tesz a fákban.
Pyry tuiskutti tien umpeen.;Heavy snowfall has cut off the road.;A hóesés eltorlaszolta az utat.
Tykkylumi aiheutti sähkökatkoksia.;The thick snow caused power outages.;A tapadó hó áramszünetet okozott.
Nuoskalla tehtiin lumiukkoja.;We made snowmen with good snow.;Tapadós hóból hóembert csináltunk.
Maa on nietosten peitossa.;The land is covered in piles of snow.;A föld hótorlaszok alatt van.
Tuuli kasaa lunta nietoksiksi.;The wind gathers the snow into piles.;A szél hótorlaszokat emel.
Tiellä on hiekansekaista sohjoa.;There's sandy snow on the road.;Az úton homokos latyak van.
Latu on pyryttynyt umpeen.;The ski track has snowed over.;A sínyomot betemette a hó.
Pelloilla oli jo pälviä.;There were already snow-free spots in the fields.;A mezőkön már hómentes foltok voltak.
Lämpötilat jäävät pakkasen puolelle.;Temperatures remain below freezing.;A hőmérséklet fagypont alatt marad.
Sää pysyttelee nollan tuntumassa.;The weather stays close to zero degrees.;Az időjárás nulla fok körül marad.
Loskaiset tiet jäätyvät.;The slushy roads will freeze.;A latyakos utak megfagynak.
