Finnish;English;Hungarian
Mont Saint-Michel;Mont-Saint-Michel;Mont Saint-Michel
Monument Valley;Monument Valley;Monument Valley
Mount Rushmore;Mount Rushmore;Mount Rushmore
Museo del Prado;Museo del Prado;Prado Múzeum
Pantheon;Pantheon;Panteon
Parthenon;Parthenon;Parthenon
Pont du Gard;Pont du Gard;Pont du Gard híd
Sagrada Família;Sagrada Família;Sagrada Família
Salar de Uyuni;Salar de Uyuni;Uyuni-sóbánya
Space Needle;Space Needle;Space Needle (Űrtű)
Stonehenge;Stonehenge;Stonehenge
Taj Mahal;Taj Mahal;Taj Mahal
Tokyo Tower;Tokyo Tower;Tokió Torony
Fontana di Trevi;Trevi Fountain;Trevi-kút
Forum Romanum;Roman Forum;Római Fórum
Santa Maria del Fiore;Florence Cathedral;Santa Maria del Fiore (Firenzéi Dóm)
Canal Grande;Grand Canal;Canal Grande (Velencei Nagy Csatorna)
Valkoinen talo;White House;Fehér Ház
Kultainen temppeli;Golden Temple;Arany Templom
Iso Valliriutta;Great Barrier Reef;Nagy-korallzátony
Kielletty kaupunki;The Forbidden City;Tiltott Város
Punainen linnoitus;Red Fort;Vörös Erőd
Egyptiläinen museo;Museum of Egyptian Antiquities;Egyiptomi Régiségek Múzeuma
Taivaan temppeli;Temple of Heaven;Mennyei Templom
Pyhän haudan kirkko;Church of the Holy Sepulchre;Szent Sír-templom
Kuninkaiden laakso;Valley of the Kings;Királyok Völgye
Kulttuurin ja tieteen palatsi;Palace of Culture and Science;A Kultúra és Tudomány Palotája
Yhtenäisyyden patsas;Statue of Unity;Egység Szobra
Kivikaupunki;Stonetown of Zanzibar;Zanzibár Kővárosa
Kalliomoskeija;Dome of the Rock;Sziklamecset
Länsimuuri, Itkumuuri;Western Wall, Wailing Wall;Siratófal
Gibraltarinvuori;Rock of Gibraltar;Gibraltári-szikla
Yosemitenlaakso;Yosemite Valley;Yosemite-völgy
Vapaudenpatsas;Statue of Liberty;Szabadság-szobor
Fundynlahti;Bay of Fundy;Fundy-öböl
Halonginlahti;Hạ Long Bay;Hạ Long-öböl
