Finnish;English;Hungarian
En tiedä, mitä tapahtui.;I don't know what happened.;Nem tudom, mi történt.
En tiedä, mitä on tapahtunut.;I don't know what has happened.;Nem tudom, mi történt eddig.
En tiedä, mitä haluan.;I don't know what I want.;Nem tudom, mit akarok.
En tiedä mitä ajatella siitä.;I don't know what to think of that.;Nem tudom, mit gondoljak erről.
En tiedä miksi.;I don't know why.;Nem tudom, miért.
En tiedä, miksi tulisin.;I don't know why I'd come.;Nem tudom, miért jönnék.
En tiedä, miksi tulin.;I don't know why I came.;Nem tudom, miért jöttem.
En tiedä, miksi olen niin väsynyt.;I don't know why I'm so tired.;Nem tudom, miért vagyok olyan fáradt.
En tiedä, miksi kysyt minulta.;I don't know why you're asking me.;Nem tudom, miért kérdezel tőlem.
En tiedä, miksi sitä kutsutaan.;I don't know what you call that.;Nem tudom, hogy hívják azt.
En tiedä, miksi opiskelen suomea.;I don't know why I study Finnish.;Nem tudom, miért tanulok finnül.
En tiedä miksi, mutta...;I don't know why, but...;Nem tudom miért, de...
En tiedä miten.;I don't know how.;Nem tudom, hogyan.
En tiedä, miten se toimii.;I don't know how it works.;Nem tudom, hogyan működik.
En tiedä, miten jatkaa.;I don't know how to go on.;Nem tudom, hogyan folytassam.
En tiedä, miten hän teki sen.;I don't know how he did it.;Nem tudom, hogyan csinálta.
En tiedä, miten se tapahtui.;I don't know how it happened.;Nem tudom, hogyan történt.
En tiedä, miten se kirjoitetaan.;I don't know how you write that.;Nem tudom, hogyan írják azt.
En tiedä, miten se sanotaan.;I don't know how it is said.;Nem tudom, hogyan mondják azt.
En tiedä, miten aloittaisin.;I don't know how I should start.;Nem tudom, hogyan kezdjem.
En tiedä, miten se on mahdollista.;I don't know how it's possible.;Nem tudom, hogyan lehetséges.
En tiedä, kuinka kauan se kestää.;I don't know how long it takes.;Nem tudom, mennyi ideig tart.
En tiedä, kuinka monta päivää nukuin.;I don't know how many days I slept.;Nem tudom, hány napot aludtam.
En tiedä, milloin syntymäpäiväsi on.;I don't know when your birthday is.;Nem tudom, mikor van a születésnapod.
En tiedä, milloin hän tulee.;I don't know when he's coming.;Nem tudom, mikor jön.
En tiedä, milloin hän palaa.;I don't know when he'll be back.;Nem tudom, mikor tér vissza.
En tiedä, milloin juna tulee.;I don't know when the train comes.;Nem tudom, mikor érkezik a vonat.
En tiedä, mistä hän tulee.;I don't know where he comes from.;Nem tudom, honnan jön.
En tiedä, mistä aloittaisin.;I don't know where to start.;Nem tudom, hol kezdjem.
En tiedä, mistä sinä puhut.;I don't know what you're talking about.;Nem tudom, miről beszélsz.
En tiedä, mistä on kyse.;I don't know what it's about.;Nem tudom, miről van szó.
En tiedä, mistä se johtuu.;I don't know what causes this.;Nem tudom, mi okozza ezt.
En tiedä mistään mitään.;I don't know anything about anything.;Semmit sem tudok semmiről.
En tiedä mihin mennä.;I don't know where to go.;Nem tudom, hová menjek.
En tiedä, mihin olen menossa.;I don't know where I'm going.;Nem tudom, hová tartok.
En tiedä, mihin laitoin puhelimeni.;I don't know where I put my phone.;Nem tudom, hová tettem a telefonomat.
En tiedä, missä puhelimeni on.;I don't know where my phone is.;Nem tudom, hol van a telefonom.
En tiedä, missä kirjasto on.;I don't know where the library is.;Nem tudom, hol van a könyvtár.
En tiedä, missä olisin ilman häntä.;I don't know where I'd be without him.;Nem tudom, hol lennék nélküle.
En tiedä, missä voin puhua suomea.;I don't know where I can speak Finnish.;Nem tudom, hol tudok finnül beszélni.
En tiedä, kuka olen.;I don't know who I am.;Nem tudom, ki vagyok.
En tiedä, kuka isäni on.;I don't know who my father is.;Nem tudom, ki az apám.
En tiedä, kuka on sen tehnyt.;I don't know who has done it.;Nem tudom, ki csinálta.
En tiedä, kenelle voin puhua tästä.;I don't know who I can talk to about this.;Nem tudom, kivel beszélhetek erről.
En tiedä, kenelle muulle soittaisi.;I don't know who else I would call.;Nem tudom, kihez máshoz hívnám.
En tiedä, kenestä puhut.;I don't know who you're talking about.;Nem tudom, kiről beszélsz.
En tiedä, kenestä pidän enemmän.;I don't know who I like more.;Nem tudom, kit kedvelek jobban.
En tiedä, ketä rakastan enemmän.;I don't know who I love more.;Nem tudom, kit szeretek jobban.
En tiedä, ketä äänestäisin.;I don't know who I should vote for.;Nem tudom, kit kellene megválasztanom.
En tiedä, kenen kanssa voin puhua.;I don't know who I can talk with.;Nem tudom, kivel beszélhetek.
En tiedä, tuleeko hän vai ei.;I don't know if he's coming or not.;Nem tudom, jön-e vagy sem.
En tiedä, onko hän vielä elossa.;I don't know if he's still alive.;Nem tudom, még él-e.
En tiedä, voinko auttaa.;I don't know if I can help.;Nem tudom, tudok-e segíteni.
En tiedä, muuttuuko hän ikinä.;I don't know if he will ever change.;Nem tudom, vajon valaha változik-e.
En tiedä, olenko kertonut tästä.;I don't know if I've talked about this.;Nem tudom, beszéltem-e már erről.
En tiedä, johtuuko se minusta.;I don't know if it's because of me.;Nem tudom, tőlem van-e.
En tiedä vastausta.;I don't know the answer.;Nem tudom a választ.
En tiedä verkon salasanaa.;I don't know the wifi password.;Nem tudom a wifi jelszót.
En tiedä tarkkoja yksityiskohtia.;I don't know the exact details.;Nem tudom a pontos részleteket.
En tiedä nykyhintaa.;I don't know the current price.;Nem tudom az aktuális árat.
En tiedä tuon miehen nimeä.;I don't know that man's name.;Nem tudom annak a férfinak a nevét.
En tiedä tarkkaa päivämäärää.;I don't know the exact date.;Nem tudom a pontos dátumot.
En tiedä osoitettasi.;I don't know your address.;Nem tudom a címed.
