Finnish;English;hungarian
sinihomejuusto;blue cheese;kék sajt
valkohomejuusto;white mold cheese;fehér túró
juhannusjuusto, punainen hera;red cheese soup of Midsummer;Nyári sajt, piros tejsavó
leipäjuusto;bread cheese, Finnish squeaky cheese;kenyérsajt
aurajuusto;A Finnish blue cheese called “Aura“;szántott sajt
murukolojuusto;cheese with irregular holes;morzsolt sajt
mustaleimainen juusto;Emmentaler cheese fermented 9 months;fekete pecsétes sajt
herajuusto;brunost;mulat
punaleima;Emmentaler cheese fermented 6 months;piros bélyegző
raejuusto;granular cottage cheese;túró
rakletti;raclette;raclette
sinileima;Emmentaler cheese fermented 3 months;kék bélyegző
sulatejuusto;processed cheese;feldolgozott sajt
tuorejuusto;curd cheese, cottage cheese;Krémsajt
uunijuusto;oven-baked cottage cheese made of first milk;sült sajt
kermajuusto;cream cheese, mild-tasting crumbly cheese;krémsajt
fondue, fondyy;fondue;fondü
brie;brie;Brie
brie(njuusto);brie cheese;brie
camembert;camembert;Camembert
camembert(injuusto);camembert cheese;camembert
cheddar;cheddar;cheddar
cheddar(injuusto);cheddar cheese;cheddar sajt
edam;edam;Edam
edam(injuusto);edam cheese;Edam)
emmental;emmental;Emmentál
emmental(injuusto);emmental cheese;ementáli sajt
gorgonzola;gorgonzola;gorgonzola
gorgonzola(njuusto);gorgonzola cheese;gorgonzola (sajt)
gouda;gouda;Gouda
gouda(njuusto);gouda cheese;gouda (sajt)
gruyere;gruyère;gruyere
gruyere(njuusto);gruyère cheese;gruyère (sajt)
pecorino;pecorino;pecorino
pecorino(juusto);pecorino cheese;pecorino (sajt)
parmesaani(juusto);parmiggiano reggiano cheese;parmezán sajt)
parman(juusto);parman cheese;parman (sajt)
ricotta(juusto);ricotta cheese;ricotta sajt)
roquefort;roquefort;rokfort
roquefort(injuusto);roquefort cheese;rokfort (sajt)
stilton;stilton;stilton
stilton(injuusto);stilton cheese;stilton sajt
tilsit;tilsit;Tils
tilsit(injuusto);tilsit cheese;tilsit (sajtban)
voi;butter;vaj
maalaisvoi;butter prepared directly in a farm;vidéki vaj
meijerivoi;butter produced in a dairy;tejes vaj
maustevoi;flavored butter, herb butter;ízesített vaj
valkosipulivoi;garlic butter;fokhagymás vaj
margariini;margarine;margarin
oivariini, voimariini, ingmariini;mixtures of butter and rapeseed oil;oivarin, voimarin, ingmarin
kirkastettu voi;clarified butter;tisztított vaj
vaniljakastike;custard;tejsodó
pirtelö;milkshake;ráz
jäätelö;ice cream;jégkrém
pehmis;soft ice cream;lágyabb
vanukas;sweet dessert pudding;puding
jogurtti;yoghurt;joghurt
juotava jogurtti;drinkable yogurt;iható joghurt
maustamaton jogurtti;unflavored yoghurt;ízesítetlen joghurt
(maito)rahka;quark, curd cheese;túró, tejes túró
viili;curdled milk, yoghurt-like consistency;savanyú teljes tej
kermaviili;sour cream;tejföl
serbetti;sherbert;sörbet
valkokastike;béchamel sauce;fehér szósz
Eila (= ei laktoosia);Trademark by Valio for lactose-free products;Eila (= nincs laktóz)
Hyla (= hydrolysoitu laktoosi);Trademark by Valio for low-lactose products;Hyla (= hidrolizált laktóz)
hapate;fermentation starter, ferment;kovász
hera;whey;savó
(juuston)juoksutin;rennet;futó, sajtfutó
juustohöylä;cheese slicer;sajtreszelő
juustoveitsi;cheese knife;sajtos kés
juustotarjotin;cheese platter;sajttálca
juustonkuori;cheese skin;sajthéj
juustonpala;piece of cheese;darab sajtot
juustoviipale;slice of cheese;egy szelet sajtot
juustotahko;wheel of cheese;sajtos túró
kalsium;calcium;kalcium
kaseiini;casein;kazein
kitti;smear (of cheese);gitt
kolo;hole;lyuk
kuutio;cube;kocka
laktoosi-intoleranssi;lactose intolerance;laktóz intolerancia
loraus (maitoa);dash (of milk);túró (tej)
maitoallergia;milk allergy;tejallergia
maitoauto;tanker collecting milk from farms;tejkocsi
maitohappo;lactic acid;tejsav
maitohappobakteeri;lactic acid bacteria;tejsav baktérium
maitohappokäyminen;lactic acid fermentation;tejsavas fermentáció
maitokannu;milk can;egy tejeskancsó
maitotila;milk producing farm;tejüzem
maitotölkki;milk carton;tejes doboz
meijeri;dairy, milk processing plant;tejtermék
proteiini, valkuaisaine;protein;fehérje, albumin
purkki;can (for yoghurt etc.);befőttes üveg
rasia;carton (for butter etc.);doboz
rasvapitoisuus;fat percentage;zsírtartalom
tilatankki;bulk tank for milk in farms;tároló tartály
vatkain;electric mixer, kept in hand;cséplőmunkás
vispilä;whisk;legyintés
allerginen (maidolle);allergic (to milk);allergiás (tejre)
homogenisoitu;homogenised;homogenizált
härski (voi);oxygenated, rancid (butter);marhahús (vaj)
iskukuumennettu;UHT-processed;sokk fűtött
kermainen (juusto);creamy (cheese);tejszínes (sajt)
kova (juusto);hard (cheese);kemény sajt)
laktoositon;lactose-free;laktózmentes
maidoton;milkless, non-dairy;tejmentes
pastöroitu;pasteurised;pasztőrözött
puolikova (juusto);semi-hard (cheese);félkemény (sajt)
rasvaton;fat-free;nem zsíros
suolaton;unsalted (butter etc.);sótlan
vastalypsetty;freshly milked;frissen fejt
vähälaktoosinen;low-lactose;alacsony laktóz
vähärasvainen;low-fat;zsírszegény
vähäsuolainen;low-salted;alacsony só
gratinoida;to gratinate;gratinál
hapantua;to sour;fordulat
iskukuumentaa;to process in UHT;sokk hő
juoksettaa;to curdle;megfagy
kaataa (maitoa);to pour;felönteni (tej)
keittää;to boil (transitive);felforraljuk (transitive)
kermoa;to separate cream from milk;krém
kiehua;to boil, sometimes over (intransitive);felforraljuk (intransitive)
kirnuta;to churn;köpül
lorauttaa (kermaa);to pour freely (cream etc.);máz (krém)
lypsää (lehmä);to milk (the cow);tej (tehén)
läikyttää;to spill;bukás
pastöroida;to pasteurize;pasztőröz
piimittää (maitoa);to turn milk into cultured buttermilk;lefölözött tej)
polttaa pohjaan;to burn, to overheat;éget
raastaa (juustoa);to grate (cheese);lereszel (sajt)
vatkata, vispata;to whip;verni, ostorozni
voidella;to butter;kenje meg
