Finnish;English;hungarian
Rakennetaan lumiukko!;Let's build a snowman!;Építsünk hóembert!
Pihalla on 40 senttiä lunta.;There 40 cm of snow on the yard.;40 centiméter hó van az udvaron.
Onko joulu valkea?;Will it snow at Christmas?;Fehér a karácsony?
Pysyykö lumi maassa?;Does the snow stay on the ground?;A hó a földön marad?
Tiet ovat liukkaita.;The roads are slippery.;Az utak csúszósak.
Tiellä on mustaa jäätä.;There is black ice on the road.;Fekete jég van az úton.
Lumet oli aurattu.;The snow had been plowed.;A havat felszántották.
Katua ei ollut aurattu.;The street hadn't been plowed.;Az utcát nem szántották fel.
Alue oli hiekoitettu.;The area has been sanded.;A területet homokfújták.
Silta on jäässä.;The bridge is frozen.;A híd befagyott.
Jää kimmeltää.;The ice glitters.;A jég csillog.
Kovilla pakkasilla jään kotiin.;When it's super cold I stay home.;Nagy hidegben otthon maradok.
Ajan sohjoisella tiellä.;I drive on the slushy road.;Sáros úton vezetek.
Myös koirat palelevat talvella.;Dogs are also cold in winter.;Télen a kutyák is fáznak.
Pakkaslumi narskuu kenkien alla.;The frozen snow crunches under the shoes.;A fagyott hó ropog a cipő alatt.
Pakkanen kiristyy.;It starts freezing even more.;A fagy egyre erősebb.
Pakkaset paukkuu.;It's extremely cold.;Dermesztő hideg van.
Pakkanen lauhtuu.;It starts freezing a bit less.;A fagy olvad.
Pakkanen hellittää.;The frost eases up a little.;Enyhül a hideg.
Luvassa kovat pakkaset!;Heavy frost is coming!;Komoly fagyok lesznek!
Luvassa on yöpakkasia.;Frost nights are coming.;Éjszakai fagyok lesznek.
Vuoden ensimmäiset pakkasyöt.;The year's first frost nights.;Az év első fagyos éjszakái.
Taitaa tulla suojasää.;I think it's going to thaw.;Úgy tűnik, védett idő lesz.
Nurmikko on kuurassa.;The lawn is covered in rime.;A gyep le van nyírva.
On kuurainen aamu.;It's a frosty morning.;Felhős reggel van.
Katonreunasta riippuu jääpuikkoja.;Icicles hang from the roof edge.;Jégcsapok lógnak a tető széléről.
Tuiskutuuli vinkuu nurkissa.;The winter wind whines in the corners.;Egy széllökés nyüszít a kanyarokban.
Lumisade yltyi tuiskuksi.;The snow turned into a snow storm.;A havazás széllökéssé vált.
Ikkunasta tuiskutti lunta sisään.;Snow got blown inside through the window.;Az ablakon befutott a hó.
Tykky aiheuttaa puustolle tuhoja.;Dense wet snow causes damage to trees.;Szeret fákon pusztítani.
Pyry tuiskutti tien umpeen.;Heavy snowfall has cut off the road.;Pyry elzárta az utat.
Tykkylumi aiheutti sähkökatkoksia.;The thick snow caused power outages.;A heves havazás áramkimaradást okozott.
Nuoskalla tehtiin lumiukkoja.;We made snowmen with good snow.;A hóembereket nuoskával készítették.
Maa on nietosten peitossa.;The land is covered in piles of snow.;A talajt tüskék borítják.
Tuuli kasaa lunta nietoksiksi.;The wind gathers the snow into piles.;A szél pelyhekké halmozza a havat.
Tiellä on hiekansekaista sohjoa.;There's sandy snow on the road.;Az úton latyakkal kevert homok van.
Latu on pyryttynyt umpeen.;The ski track has snowed over.;A pálya véget ért.
Pelloilla oli jo pälviä.;There were already snow-free spots in the fields.;A mezők már tele voltak.
Lämpötilat jäävät pakkasen puolelle.;Temperatures remain below freezing.;A hőmérséklet fagypont körül alakul.
Sää pysyttelee nollan tuntumassa.;The weather stays close to zero degrees.;Az időjárás nulla közelében marad.
Loskaiset tiet jäätyvät.;The slushy roads will freeze.;A latyakos utak befagynak.
