Finnish;English;hungarian
Tämä on tosi kiva.;This is really nice.;Ez nagyon szép.
Saako näitä mustinakin?;Can one get these in black, too?;Megkapja ezeket a feketét is?
Onko teillä näitä vaaleansinisinä?;Do you have these in light blue?;Vannak ezek a világoskék?
Onko teillä tätä mustana?;Do you have this in black?;Van ez fekete színben?
Onko teillä tätä samaa vihreänä?;Do you have this same thing in green?;Van ugyanaz a zöld?
Eikö tätä ole mustana?;Don't you have this in black?;Nem ez a fekete?
Palautathan vaatteet paikoilleen.;Can you return the clothes to their place.;Kérjük, adja vissza a ruháit.
Viethän vaatteet takaisin paikoilleen.;Please return the clothes to their place.;Vegye vissza a ruhát a helyére.
Jätäthän vaatteet tähän rekkiin.;Please leave the clothes on this rack.;Hagyja a ruháját ebben a teherautóban.
Ethän jätä vaatteita sovituskoppiin.;Please don't leave clothes in the fitting room.;Ne hagyja a ruháit a szerelvényben.
Myyjä vie vaatteet takaisin.;The salesperson will return the clothes.;Az eladó visszahozza a ruhákat.
Tämä on tosi hyvä tarjous.;This is a really good deal.;Ez egy nagyon jó ajánlat.
Saanko tästä alennusta?;Do I get a discount from this?;Megkaphatom ezt a kedvezményt?
Koskeeko alennus näitäkin?;Does the discount apply to these, too?;Ezekre is vonatkozik a kedvezmény?
Paljonko tämä maksaa?;How much does this cost?;Mennyibe kerül ez?
Tässä ei ollut hintalappua.;There was no price tag on this.;Itt nem volt árcédulája.
Missä voin maksaa täällä?;Where can I pay here?;Hol fizethetek itt?
Missä kassat ovat?;Where are the cash registers?;Hol vannak a pénztárak?
Taidan ottaa tämän.;I think I'll take this one.;Azt hiszem, ezt fogom venni.
Taidan ottaa nämä.;I think I'll take these.;Azt hiszem, ezeket elviszem.
Otan sen.;I will take it.;Elviszem.
Pankilla vai luotolla?;Bank or credit? (how will you pay);Bank vagy hitel?
Kummalle puolelle?;how will you pay?;Melyik oldal?
Voinko maksaa lähimaksulla?;Can I pay with local payment?;Fizethetek egy közeli fizetéssel?
Voinko käyttää lähimaksua?;Can I use local payment?;Használhatok egy közeli fizetést?
Maksupääte on epäkunnossa.;The payment device is malfunctioning.;A fizetési terminál nem van megrendelve.
Sattuuko sinulla olemaan käteistä?;Do you happen to have any cash?;Véletlenül van készpénzed?
Sattuuko sinulla olemaan 10 senttiä?;Do you happen to have 10 cents?;Véletlenül 10 cent van?
Saisinko kuitin?;Could I get the receipt?;Kaphatok egy nyugtát?
Laitanko kuitin pussiin?;Shall I put the receipt in the bag?;Beteszem a nyugtát a táskába?
Laitan kuitin pussiin.;I'll put the receipt in the bag.;A nyugtát a táskába teszem.
Meillä on kuukauden palautusoikeus.;We have a one month return policy.;Van egy hónapos visszatérési politikánk.
Näissä on vuoden palautusoikeus.;There's a year's return policy for these.;Ezeknek van egy éves visszatérési politikája.
Haluan palauttaa tämän.;I want to return this.;Ezt vissza akarom állítani.
Haluan palauttaa nämä.;I want to return these.;Szeretném visszaállítani ezeket.
Haluan vaihtaa tämän toiseen.;I want to exchange this for something else.;Ezt át akarom váltani egy másikra.
En tykännytkään tästä.;I didn't like this after all.;Én sem tetszett ez.
