Finnish;English;hungarian
Kävin kaiken kaikkiaan 8 vuotta koulua.;I went to school for a total of 8 years.;Összesen 8 évig jártam iskolába.
En ole kotimaassani juurikaan käynyt koulua.;I've hardly been to school in my home country.;Hazámban nem sokat jártam iskolába.
Suoritan tällä hetkellä kandin tutkintoa.;I'm currently pursuing a bachelor's degree.;Jelenleg a bachelor diplomámat fejezem be.
Suoritan perustutkintoa yliopistossa.;I'm doing an undergraduate degree.;Alapképzést végzek az egyetemen.
Suoritan ammattikorkeakoulututkintoa.;I'm pursuing a polytechnic degree.;Alkalmazott tudományi egyetemet végezek.
Olen suorittanut ammatillisen perustutkinnon.;I have completed a vocational qualification.;Szakmai alapfokú végzettséget szereztem.
Suoritin korkeakoulututkinnon Venäjällä.;I completed my college degree in Russia.;Egyetemi diplomámat Oroszországban végeztem.
Suoritin kandidaatin tutkinnon Intiassa.;I completed my bachelor's degree in India.;A főiskolai diplomámat Indiában végeztem.
Haluan suorittaa ylioppilastutkinnon.;I want to achieve a high school degree.;Le akarok érettségizni.
Suoritin merkonomin opinnot Vaasassa.;I completed my economics studies in Vaasa.;Közgazdasági tanulmányaimat Vaasában végeztem.
Olen suorittanut viiden vuoden opinnot.;I've completed five years of study.;Öt éves tanulmányokat végeztem.
Suoritin opinnot Oxfordin yliopistossa.;I completed my studies at Oxford University.;Tanulmányaimat az Oxfordi Egyetemen végeztem.
Suoritin opintoni avoimessa yliopistossa.;I completed my studies at the Open University.;Tanulmányaimat a Nyílt Egyetemen végeztem.
Suoritin lukio-opinnot Puolassa.;I completed my high school studies in Poland.;Középiskolai tanulmányaimat Lengyelországban végeztem.
Haluan suorittaa opinnot nopeasti.;I want to complete my studies quickly.;Gyorsan szeretném befejezni a tanulmányaimat.
Olen suorittanut kielikurssin yliopistossa.;I've completed a university language course.;Elvégeztem egy nyelvtanfolyamot az egyetemen.
Suoritin suomen kielen kurssin.;I finished the Finnish language course.;Elvégeztem a finn nyelvtanfolyamot.
Suoritin kuuden kuukauden kielikurssin.;I finished a six month language course.;Elvégeztem egy hat hónapos nyelvtanfolyamot.
Haen ammattikouluun ensi vuonna.;I'm applying for vocational school next year.;Jövőre jelentkezem szakközépiskolába.
Aion hakea yliopistoon ensi vuonna.;I plan to apply to university next year.;Jövőre tervezek egyetemre jelentkezni.
Olen hakenut ammattikouluun.;I've applied to vocational school.;Jelentkeztem a szakközépiskolába.
Hain hoiva-avustajakoulutukseen.;I applied for nursing assistant training.;Jelentkeztem gondozói asszisztens képzésre.
Pääsin ammattikouluun!;I got into vocational school!;Bekerültem a szakközépiskolába!
Hain yliopistoon, mutta en päässyt.;I applied to university but I didn't get in.;Jelentkeztem az egyetemre, de nem jutottam be.
Hain kurssille ja pääsin!;I applied for the course and I got in!;Jelentkeztem a tanfolyamra és bekerültem!
Osallistuin eilen pääsykokeisiin.;I took the entrance exams yesterday.;Tegnap részt vettem a felvételi vizsgákon.
Aloitin kotoutumiskoulutuksen viime kuussa.;I started integration training last month.;Múlt hónapban elkezdtem az integrációs képzést.
Aloitan ammattikoulun syyskuussa.;I will start vocational school in September.;Szeptemberben kezdem a szakiskolát.
Jätin opintoni kesken.;I dropped out of my studies.;Abbahagytam a tanulmányaimat.
Opintoni jäivät valitettavasti kesken.;Unfortunately, my studies weren't completed.;Sajnos a tanulmányaim félbeszakadtak.
Tutkintoani ei voida rinnastaa.;My degree cannot be equated.;A végzettségemmel nem lehet egyenlőségjelet tenni.
Kotimaani tutkinto on rinnastettu.;My home country's degree has been equated.;Hazám diplomáját egyenlővé tette.
