Finnish;English;Hungarian
Soita minulle mahdollisimman pian.;Call me as soon as possible.;Hívj fel, amilyen hamar csak lehet.
Soitatko myöhemmin uudestaan?;Can you call again later?;Visszahívsz később?
Soita myöhemmin uudelleen.;Call again later.;Hívj újra később.
Soitan sinulle takaisin vartin päästä.;I will call you back in 15 minutes.;Negyed óra múlva visszahívlak.
Soitan sinulle illalla uudestaan.;I will call you again in the evening.;Este újra hívlak.
Soitan sinulle takaisin illalla.;I will call you back in the evening.;Este visszahívlak.
Voinko soittaa sinulle takaisin?;Can I call you back?;Visszahívhatlak?
Voisimmeko puhua asiasta puhelimitse?;Could we talk about this on the phone?;Megbeszélhetnénk ezt telefonon?
Miksi et vastaa puhelimeen?;Why don't you answer the phone?;Miért nem veszed fel a telefont?
Miksi et vastaa, kun soitan?;Why don't you answer when I call?;Miért nem válaszolsz, amikor hívlak?
Miksi et vastannut puhelimeen?;Why didn't you answer the phone?;Miért nem vetted fel a telefont?
Vastaa puhelimeen!;Answer the phone!;Vedd fel a telefont!
Etkö kuullut, kun soitin?;Didn't you hear when I called?;Nem hallottad, hogy hívtalak?
Etkö huomannut, että soitin?;Didn't you notice that I called?;Nem vetted észre, hogy hívtalak?
Oliko sinulla puhelin kiinni?;Was your phone turned off?;Ki volt kapcsolva a telefonod?
Oliko sinulla puhelin äänettömällä?;Was your phone in silent mode?;Némán volt a telefonod?
En kuullut puhelintani.;I didn't hear my phone.;Nem hallottam a telefonom.
En löytänyt puhelintani ajoissa.;I didn't find my phone in time.;Nem találtam meg időben a telefonom.
Olet yrittänyt soittaa minulle?;You've tried to call me?;Próbáltál hívni?
Oletko yrittänyt soittaa minulle?;Did you try to call me?;Hívtál engem?
Oletko pahassa paikassa?;Are you in a bad spot (to talk)?;Rosszul érsz rá most?
Ehditkö puhua hetken?;Do you have the time to talk for a moment?;Tudsz most egy kicsit beszélni?
Soitanko huonoon aikaan?;Am I calling at a bad time?;Rosszkor hívlak?
Nyt on vähän huono hetki.;Right now is a bit of a bad time.;Most egy kicsit rossz az időpont.
Olen pahassa paikassa.;I'm in a bad place (to talk).;Rossz helyen vagyok most beszélni.
En nyt oikein pysty puhumaan.;I can't really talk right now.;Most nem igazán tudok beszélni.
Minut saa aina kiinni puhelimella.;You can always reach me by phone.;Telefonon mindig elérsz.
Minua ei saa koskaan kiinni puhelimella.;You won't reach me by phone.;Telefonon soha nem lehet elérni.
En tykkää puhua puhelimessa.;I don't like talking on the phone.;Nem szeretek telefonálni.
En mielelläni puhu puhelimessa.;I don't enjoy talking on the phone.;Nem szívesen beszélek telefonon.
Älä soita minulle!;Don't call me!;Ne hívj fel!
Älä soita minulle yöllä!;Don't call me at night.;Ne hívj fel éjjel!
Miksi soitat minulle koko ajan?;Why are you calling me all the time?;Miért hívogatsz állandóan?
Voisitko olla soittamatta minulle?;Could you stop calling me?;Nem tudnád abbahagyni a hívogatást?
Minulle ei kannata soittaa.;It's not a good idea to call me.;Engem nem érdemes hívni.
Lähetä mieluummin tekstiviestiä.;Rather send a text message.;Inkább küldj SMS-t.
Lähetä mieluummin sähköpostia.;Rather email me.;Inkább küldj e-mailt.
Minut saa helpoiten kiinni sähköpostitse.;You can reach me the easiest via email.;E-mailben tudsz a legkönnyebben elérni.
Linja on varattu.;The line's engaged.;A vonal foglalt.
Pääsen vain vastaajaan.;I'm only getting the answering machine.;Csak az üzenetrögzítőt érem el.
Valitsemaanne numeroon ei juuri nyt saada yhteyttä.;The number you chose can't be reached right now.;A hívott szám jelenleg nem elérhető.
Valitsemaanne numeroon ei oteta puheluita.;The number you chose doesn't accept calls.;A hívott szám nem fogad hívásokat.
Jätä viesti äänimerkin jälkeen. Piip!;Leave a message after the beep. Beep!;Hagyjon üzenetet a sípszó után. Bííp!
Tavoittelemanne henkilö puhuu toista puhelua.;The person you are trying to reach is in another call.;A hívott fél másik hívásban van.
Odottakaa sulkematta puhelinta.;Please wait without hanging up the phone.;Kérjük, ne tegye le a kagylót.
Ehditkö vastata muutamaan kysymykseen?;Do you have time to answer a few questions?;Van ideje néhány kérdésre válaszolni?
Oletko kuullut yrityksestämme?;Have you heard of our firm?;Hallott már a cégünkről?
Onko yritys X sinulle ennestään tuttu?;Is firm X familiar to you?;Ismeri az X céget?
Anteeksi, en puhu suomea kovin hyvin.;Sorry, I don't speak Finnish very well.;Elnézést, nem beszélek jól finnül.
Anteeksi, oletko puhelinmyyjä?;Sorry, are you a telemarketer?;Elnézést, ön telefonos értékesítő?
Anteeksi, en ole kiinnostunut.;Sorry, I'm not interested.;Elnézést, nem érdekel.
Kiitos vain mutta ei kiinnosta. Näkemiin!;Thanks but I'm not interested. Goodbye!;Köszönöm, de nem érdekel. Viszlát!
Ei minua nyt kiinnosta, kiitos, hei!;I'm not interested, thanks, bye!;Nem érdekel, köszönöm, szia!
Kiitos mutta en tilaa mitään.;Thanks but I don't order anything.;Köszönöm, de nem rendelek semmit.
Mistä sait puhelinnumeroni?;Where did you get my phone number?;Honnan van meg a telefonszámom?
Mitä te myytte?;What are you selling?;Mit árulnak?
Haloo? Huhhuu?;Hello?;Halló?
Kuuletko minua?;Can you hear me?;Hallod engem?
Haloo, kuuluuko?;Hello, can you hear me?;Halló, hallasz?
En kuule sinua.;I can't hear you.;Nem hallak.
En kuule sinua selvästi.;I can't hear you clearly.;Nem hallak tisztán.
Yhteys on huono.;The connection is bad.;Rossz a kapcsolat.
Kuuluuko? - Kuuluu, joo.;Can you hear me? - Yes.;Hallatszik? - Igen.
Kuuluuko sinne?;Can you hear me there?;Ott hallatszik?
Anteeksi, voisitko puhua hitaammin?;Sorry, could you talk more slowly?;Elnézést, beszélnél lassabban?
Anteeksi, voisitko toistaa?;Sorry, could you repeat?;Elnézést, megismételnéd?
Anteeksi, en vielä puhu suomea hyvin.;Sorry, I don't speak Finnish well yet.;Elnézést, még nem beszélek jól finnül.
En ymmärrä sinua.;I don't understand you.;Nem értelek.
Puhutko englantia?;Do you speak English?;Beszélsz angolul?
Haloo, kuka soittaa?;Hello, who's calling?;Halló, ki beszél?
Anteeksi, mutta kuka tämä on?;Sorry, but who is this?;Elnézést, de ki az?
Tunnenko sinut?;Do I know you?;Ismerlek?
Sinulla on väärä numero.;You have the wrong number.;Rossz számot hívott.
Sinulla taitaa olla väärä numero.;You seem to have the wrong number.;Úgy tűnik, rossz számot hívott.
Anteeksi, väärä numero!;Sorry, wrong number!;Elnézést, téves hívás!
Linja meni poikki.;The call got cut off.;Megszakadt a vonal.
Yhteydet pätkii.;The connection is unstable.;Akadozik a kapcsolat.
Nyt taisi katketa.;Seems like it was cut off.;Most megszakadt.
Yhteys on katkaistu.;The call is disconnected.;A hívás megszakadt.
X:n asiakaspalvelu. Kuinka voin auttaa?;X customer service. How can I help you?;X ügyfélszolgálat. Miben segíthetek?
Voinko puhua Sari Korhosen kanssa?;Can I talk with Sari Korhonen?;Beszélhetek Sari Korhonennel?
Puhelimessa!;Speaking!;Itt vagyok!
Onkohan Sari Korhonen tavattavissa?;May I speak with Sari Korhonen?;Elérhető most Sari Korhonen?
Pieni hetki, olkaa hyvä.;One moment, please.;Egy pillanat, kérem.
Pieni hetki niin katson.;I will check, one moment.;Egy pillanat, megnézem.
Katsotaanpa, odota hetki.;Let me see, one moment.;Nézzük csak, várj egy pillanatot.
Odottakaa hetki, olkaa hyvä.;Wait a moment, please.;Kérjük, várjon egy pillanatot.
Pysykää linjassa.;Hold the line, please.;Kérjük, tartsa a vonalat.
Hän ei ole tavoitettavissa tällä hetkellä.;She's not available at the moment.;Jelenleg nem elérhető.
Onko hän ensi viikolla tavoitettavissa?;Is she available next week?;Elérhető jövő héten?
Hän on kokouksessa.;She's in a meeting.;Épp megbeszélésen van.
Hän puhuu toista puhelua.;She's in another call.;Másik hívásban van.
Hän ei ole paikalla juuri nyt.;She's not in at the moment.;Jelenleg nincs itt.
Milloin hän pääsee kokouksesta?;When does she get out of the meeting?;Mikor ér véget a megbeszélése?
Haluatteko jättää viestin?;Do you want to leave a message?;Szeretne üzenetet hagyni?
Haluaisitko jättää viestin tai soittopyynnön?;Would you like to leave a message or a call request?;Hagyna üzenetet vagy visszahívási kérést?
Ei, kiitos.;No, thanks.;Nem, köszönöm. 
Soitan myöhemmin uudelleen.;I'll call again later.;Később újra telefonálok.
Voinko jättää viestin?;Can I leave a message?;Hagyhatok üzenetet?
Kertoisitko hänelle, että olen yrittänyt soittaa?;Could you tell her that I've tried to call?;Meg tudná mondani neki, hogy kerestem?
Kiitos, välitän viestin.;Thanks, I will pass on the message.;Köszönöm, átadom az üzenetet.
Voisinko jättää soittopyynnön?;Could I leave a call request?;Hagyhatok visszahívási kérést?
Voitko pyytää häntä soittamaan minulle?;Could you ask her to call me?;Meg tudná kérni, hogy hívjon vissza?
Sanotko vielä nimesi ja puhelinnumerosi?;Can you give your name and number?;Megadná a nevét és a számát?
Voinko saada nimenne ja numeronne?;Could I get your name and number?;Megkaphatom a nevét és a számát?
Ole hyvä ja soita myöhemmin uudestaan.;Please call back later.;Kérem, hívjon vissza később.
Ok, selvä, kiitos.;Alright, that's clear, thanks.;Rendben, világos, köszönöm.
Kiitos soitosta!;Thanks for calling!;Köszönöm a hívást!
Kuulemiin!;Goodbye! (on the phone);Viszonthallásra!
