Finnish;English;hungarian
aitoa;to run the hurdles;akadály
harrastaa estejuoksua;to steeplechase;akadályfutást végez
hölkätä, lenkkeillä;to jog;kocogni, kocogni
harrastaa maastojuoksua;to do cross country running;szereti a terepfutást
harrastaa kestävyysjuoksua;to do long-distance running;állóképességi futást végez
harrastaa pikajuoksua;to sprint;sprintelni
ampua;to shoot;lő
harrastaa judoa;to practice judo;dzsúdót gyakorolni
harrastaa jiujitsua;to practice jujutsu;gyakorold a jiu-jitsut
jumpata;to do aerobics;tapossák
harrastaa karatea;to practice karate;karatét gyakorolni
harrastaa kehonrakennusta;to do bodybuilding;testépítéssel foglalkozik
heittää keihästä;to throw the javelin;lándzsát dobni
heittää kiekkoa;to throw the discus;dobd a korongot
heittää moukaria;to throw the hammer;hogy dobja a moukarit
harrastaa kolmiloikkaa;to triple jump;csinálja a hármasugrást
hypätä korkeutta;to do high jumping;magasra ugrani
osallistua kymmenotteluun;to join a decathlon;részt venni a tízpróbán
vääntää kättä;to arm wrestle;kicsavarja a kezét
kävellä;to walk;séta
palata maahockeyta;to play hockey;visszatérni a hokihoz
juosta maraton;to run a marathon;lefutni egy maratont
metsästää;to hunt;vadászni
miekkailla;to fence;kardokkal
katsoa moottoriurheilua;to watch motor sports;motorsportokat nézni
nyrkkeillä;to box;ököllel
painia;to wrestle;birkózik
nostaa painoja;to lift weights;súlyemelni
hypätä pituutta;to do the long jump;hosszúra ugrani
pyöräillä;to cycle;bicikli
hypätä seivästä;to do the pole vault;rúdról ugrani
harrastaa vapaapainia;to do free style wrestling;szabadfogású birkózást végezni
harrastaa voimanostoa;to do power lifting;erőemelést végezni
voimistella;to do gymnastics;edz
