Finnish;English;hungarian
Onko kylpyvesi tarpeeksi lämmintä?;Is the bath water warm enough?;Elég meleg a fürdővíz?
Pese vauvan pylly juoksevan veden alla.;Wash the baby's bum under running water.;Mossa meg a baba fenekét folyó víz alatt.
Kuivaa ihoa pitää rasvata.;Dry skin should be greased.;A száraz bőrt kenni kell.
Ja nyt puetaan päälle.;So let's get dressed now!;És most öltözzünk fel.
nukkua;to sleep;aludni
nukahtaa;to fall asleep;elaludni
herätä;to wake up;Kelj fel
unilaulu;lullaby;altató
itkuhälytin;baby monitor;baba monitor
makuupussi;sleeping bag;hálózsák
yöpuku;pajamas;éjszakai viselet
uniasu;sleeping suit;hálóruházat
unilelu;cuddly toy;alvó játék
uniriepu;security blanket;alvajárás
mennä tutimaan;to go beddy-byes;menj az óvodába
lastensänky, pinnasänky;cot;kiságy, kiságy
pinnat;bars of cot;felületek
"päiväunet, ""päikkärit""";nap;"szunyók, ""napok"""
yövalo;night light;éjjeli lámpa
valkoinen kohina;white noise;fehér zaj
kohinalaite;white noise machine;zajos eszköz
Vauva nukkuu tosi paljon.;The baby sleeps a lot.;A baba sokat alszik.
Vauvat nukkuvat suurimman osan aikaa.;Babies sleep for the majority of the time.;A babák az idő nagy részében alszanak.
Yritä nukkua,kun vauvasi nukkuu.;Try to sleep when your baby sleeps.;Próbáljon meg aludni, amikor a baba alszik.
Yritän levätä silloin,kun lapseni nukkuu.;I try to rest when my child sleeps.;Próbálok pihenni, amikor a gyermekem alszik.
Lapsi ei suostu nukkumaan.;The child won't sleep.;A gyermek nem hajlandó aludni.
Vauva nukahtaa saman tien vaunuihin;The baby falls asleep immediately in the pram.;A baba azonnal elalszik a babakocsiban
Lapsi nukahtaa sitteriin.;The child falls asleep in the sitter.;A gyerek elalszik a nővérnél.
Pienten vauvojen pitää nukkua selällään;Small babies have to sleep on their back.;A kisbabáknak a hátukon kell aludniuk
Lapsi nukkuu jo läpi yön.;The child sleeps through the night already.;A gyerek már átalussza az éjszakát.
Vauva herää muutaman tunnin välein syömään.;The baby wakes up every few hours to eat.;A baba néhány óránként felébred enni.
Vauva herää varmaan kohta.;The baby will probably wake up soon.;A baba valószínűleg hamarosan felébred.
Itkuhälyttimestä kuuluu ääntä.;Sound can be heard from the baby monitor.;Hang hallatszik a bébiőrből.
Onko vauva jo herännyt?;Has the bany woken up yet?;A baba felébredt már?
Vauva nukkuu edelleen.;The baby is still sleeping.;A baba még alszik.
Vauva nukahti vihdoin ja viimein.;The baby finally fell asleep.;A baba végre elaludt.
Vauva torkahti mutta säpsähti sitten hereille.;The baby snoozed but then startled awake.;A baba elszunnyadt, de aztán felébredt.
Poikani ei ole nukkunut.;My son hasn't slept.;A fiam nem aludt.
itkeä;to cry;kiáltás
itku;crying (noun);síró
lastensairaala;children's hospital;gyermekkórház
lastentauti;pediatric disease;gyermekkori betegség
lastenlääkäri;pediatrician;gyermekorvos
neuvola;child health center;szülészeti klinika, gyermek-egészségügyi központ
äitiysneuvola;maternity clinic;szülészeti klinika
keskoskaappi;incubator;inkubátor
synnynnäinen;congenital;veleszületett
keltatauti;jaundice;sárgaság
koliikki;colic;kólika
tuhkarokko;measles;kanyaró
tulirokko;smallpox;skarlát
vesirokko;chicken pox;bárányhimlő
kätkytkuolema;Sudden Infant Death Syndrome;bölcsőhalál
huulihalkio;cleft lip;ajakhasadék
olla huolissaan;to be worried;aggódni
sairastua;to get sick;megbetegedni
vakava;serious;komoly
kuume;fever;láz
Tyttöni itkee paljon.;My daughter cries a lot.;A lányom sokat sír.
Miksi vauva itkee?;Why is the baby crying?;Miért sír a baba?
Onko vauvalla märkä vaiva?;Does the baby have a wet diaper?;Nedves problémája van a babának?
Onko vauvalla vatsavaivoja?;Does the baby have stomach aches?;Gyomorproblémái vannak a babának?
Onko vauva yksinäinen?;Is the baby lonely?;Magányos a baba?
Onko vauvalla liian kuuma/kylmä?;Is the baby too hot/cold?;Túl meleg/hideg a baba?
En tiedä,mitä vauvaani vaivaa.;I don't know what my baby's problem is.;Nem tudom mi a baja a babámnak.
Vauvani itkee tuntikausia.;My baby cries for hours.;A babám órákig sír.
Tyttöni on tosi itkuinen tänään.;My daughter is very tearful today.;A lányom ma nagyon könnyes.
Vauvalla on ilmavaivoja.;The baby has flatulence.;A babának puffadása van.
Kaikki vauvat itkevät.;All babies cry.;Minden baba sír.
Vauvan itku sai sydämeni särkymään.;The baby's crying makes my heart break.;A baba sírása összetörte a szívem.
Itkin vauvan kanssa kilpaa.;I was crying along with the baby.;Sírtam a babával.
Vauva rauhoittui,kun sai tutin.;The baby calmed down when he got the pacifier.;A baba megnyugodott, amikor megkapta a cumit.
En osaa rauhoitella vauvaani.;I can't calm my baby down.;Nem tudom megnyugtatni a babámat.
Juttele vauvalle!;Talk to the baby!;Beszélj a babával!
Isän kosketus rauhoittaa vauvaa.;The father's touch calms the baby down.;Az apa érintése megnyugtatja a babát.
Ihokontakti voi auttaa.;Skin contact can help.;A bőrrel való érintkezés segíthet.
Olen huolissani vauvani voinnista.;I'm worried about my baby's well-being.;Aggódom a babám egészsége miatt.
Vauvaa ei saa ravistaa.;You mustn't shake the baby.;A babát nem szabad megrázni.
Poikani iho kellastuu.;My son's skin turns yellow.;A fiam bőre besárgul.
Haluan käydä neuvolassa.;I want to go to the maternity clinic.;Tanácsadásra szeretnék menni.
Neuvolassa voidaan ehkä auttaa.;Maybe they can help in the maternity clinic.;Konzultáción lehet segíteni.
Tarvitsen lääkäriajan.;I need a doctor's appointment.;Orvosi időpontra van szükségem.
body;bodysuit;test
helistin;rattle;Csörgő
kantokoppa;moses basket;hordtáska
kehto;cradle;bölcső
kuolalappu;drooling bib;nyálfolt
kuumemittari;thermometer;hőmérő
kypärämyssy;balaclava;sisak sapka
lapaset,tumput;mittens;ujjatlan, ujjatlan
lastenrattaat, lastenvaunut;pushchair;babakocsi, babakocsi
leikkimatto;play mat;Játszószőnyeg
mobile,mobiili;mobile;Mobil
nalle;bear;maci
nokkamuki;drinking cup;bögre
pehmolelu;soft toy;puha játék
potkuhousut;romper;rúgónadrág
potta;potty;bili
rintareppu, kantoliina;baby sling;melltartó, heveder
sideharsoliina;muslin square;gézlap
sitteri;bouncing chair;felügyelő
sukkahousut;tights;harisnyanadrág
turvaistuin;child safety seat;biztonsági ülés
turvakaukalo;car carrycot;biztonsági vályú
vaunukoppa;carrycot;kocsiház
tutti;dummy;cucli
ulkohaalarit;snow suit;kültéri overall
Vauva on saavuttanut syntymäpainonsa.;The baby has reached his/her birth weight.;A baba elérte születési súlyát.
Vauva on alkanut hymyillä.;The baby has started smiling.;A baba mosolyogni kezdett.
Vauva hymyilee jo.;The baby is smiling already.;A baba már mosolyog.
Vauva imee tuttia.;The baby sucks on the pacifier.;A baba szopja a cumit.
Vauva jokeltelee.;The baby gurgles/babbles.;A baba babrál.
Vauva kujertelee.;The baby coos.;A baba mászik.
Vauva kiljuu riemusta;The baby squeals with delight.;A baba visít az örömtől
Vauva kiljahtelee ilosta.;The baby screams with joy.;A baba visít az örömtől.
Tyttö kääntyy vatsalta selälleen.;The girl turns from her stomach to her back.;A lány hasról a hátára fordul.
Poika osaa kääntyä selältä vatsalleen.;The boy is able to turn from his back to his stomach.;A fiú a hátáról a hasára fordulhat.
Vauva osaa istua ilman tukea.;The baby can sit without support.;A baba támasz nélkül ülhet.
Vauva on oppinut konttaamaan.;The baby has learned to crawl.;A baba megtanult kúszni.
Lapseni on ottanut ensi-askeleitaan.;My child has taken his first steps.;Gyermekem megtette az első lépéseket.
Lapseni vierastaa hiukan.;My child is a little anxious around strangers.;Kissé elidegenedett a gyerekem.
Lapseni on alkanut vierastaa.;My child has started being anxious around strangers.;A gyerekem elidegenedett.
onni;happiness;szerencse
perheonni;family happiness;családi boldogságom
parisuhde;relationship;kapcsolat
väsymys;fatigue;fáradtság
toipuminen;recovery;felépülés
unettomuus;sleeplessness;álmatlanság
äitiys;motherhood;anyaság
isyys;fatherhood;apaság
lapsilisä;child benefit;gyermekkedvezmény
äitiysloma;maternity leave;szülési szabadság
isyysloma;paternity leave;apasági szabadság
äitiysraha;maternity allowance;anyasági segély
äitiysavustus;maternity benefit;anyasági támogatás
vanhempainvapaa;parental leave;szülői szabadság
vanhempainraha;parental allowance;szülői pótlék
kastaa;to baptize;megkeresztel
kaste;christening;harmat
kastemekko;christening gown;keresztelő ruha
nimenantotilaisuus;naming ceremony;névadó ünnepség
kummi;godparents;szponzor
kummitäti;godmother;keresztanya
kummisetä;godfather;keresztapa
äitiyspakkaus;maternity package;kismama készlet
Miten vauva voi?;How's the baby?;Hogy van a baba?
Onko vauvalla kaikki hyvin?;Is everything okay with the baby?;A babával minden rendben?
Miten te jaksatte?;How are you holding up?;Hogy vagy?
Vauva on kasvanut hyvin.;The baby has grown well.;A baba jól megnőtt.
Vauva on kasvanut hienosti.;The baby has grown nicely.;Szépen megnőtt a baba.
Hän on niin söpönnäköinen!;He looks so cute!;Olyan aranyosan néz ki!
Vauvani on aina hyväntuulinen aamulla.;My baby is always in a good mood in the morning.;Reggelente mindig jó hangulatban van a babám.
Tarvitsen toipumisaikaa synnytyksestä.;I need time to recover from childbirth.;Időre van szükségem, hogy felépüljek a szülésből.
Vauva haluaa olla koko ajan sylissä.;The baby wants to be held all the time.;A baba állandóan kézben akarja tartani.
Vauvani tarvitsee minua.;My baby needs me.;A babámnak szüksége van rám.
Olen ollut todella väsynyt.;I've been really tired.;Nagyon fáradt voltam.
Äitiyspakkauksessa oli söpöjä vaatteita.;There were cute clothes in the maternity package.;Aranyos ruhák voltak a kismama csomagban.
Onneksi mieheni on isyyslomalla.;Luckily my husband is on paternity leave.;Szerencsére a férjem apasági szabadságon van.
Mieheni auttaa paljon vauvanhoidossa.;My husband helps a lot with caring for the baby;A férjem sokat segít a babagondozásban.
Puolisoni palaa pian takaisin töihin.;My partner is returning to work soon.;A férjem hamarosan visszamegy dolgozni.
Jään äitiysloman jälkeen hoitovapaalle.;After maternity leave,I will be on home care leave.;A szülési szabadság után szülési szabadságon leszek.
Aion jäädä kotiin kunnes lapseni on 3.;I plan to stay at home until my child is 3.;Úgy tervezem, hogy a gyermekem 3 éves koráig otthon maradok.
Äitiysloma kestää noin 4 kuukautta.;Maternity leave lasts for about 4 months.;A szülési szabadság körülbelül 4 hónapig tart.
Vanhempainvapaa kestää 6 kuukautta.;Parental leave lasts for 6 months.;A szülői szabadság 6 hónapig tart.
Isä jää kotiin hoitamaan lasta.;The father is staying home to take care of the child.;Az apa otthon marad, hogy vigyázzon a gyerekre.
Palaan pian työelämään.;I will soon return to working life.;Hamarosan visszatérek dolgozni.
