Finnish;English;hungarian
Olen syntynyt Irakissa / Venäjällä.;I was born in Irak / Russia.;Irakban/Oroszországban születtem.
Asuin lapsena Afganistanissa.;I lived in Afghanistan as a child.;Gyerekkoromban Afganisztánban éltem.
Vietin lapsuuteni Namibiassa.;I spent my childhood in Namibia.;Gyermekkoromat Namíbiában töltöttem.
Minulla oli onnellinen lapsuus.;I had a happy childhood.;Boldog gyerekkorom volt.
Minulla oli vaikea lapsuus.;I had a difficult childhood.;Nehéz gyerekkorom volt.
Lapsuuteni oli onnellinen.;My childhood was happy.;Gyermekkorom boldog volt.
Minulla on onnellisia muistoja.;I have happy memories.;Boldog emlékeim vannak.
Olin lapsena hyvin hiljainen.;I was really quiet as a child.;Gyerekkoromban nagyon csendes voltam.
Olin lapsena ylivilkas.;I was overactive when I was a child.;Gyerekkoromban hiperaktív voltam.
Olin lapsena hyvä koulussa.;I was good at school as a child.;Gyerekként jó voltam az iskolában.
Pelasin paljon jalkapalloa lapsena.;I played a lot of soccer as a child.;Gyerekkoromban sokat fociztam.
Minulla on kaksi sisarusta.;I have two siblings.;Van két testvérem.
Minulla on isoveli ja pikkusisko.;I have a big brother and a younger sister.;Van egy bátyám és egy húgom.
En muista paljon lapsuudestani.;I don't remember much from my childhood.;Nem sokra emlékszem a gyerekkoromból.
Pelasin jalkapalloa lapsena.;I played soccer when I was a child.;Gyerekkoromban fociztam.
Leikin paljon ulkona lapsena.;I played outside a lot when I was a child.;Gyerekkoromban sokat játszottam a szabadban.
Leikin lapsena pikkuveljeni kanssa.;I played with my younger brother as a child.;Gyerekkoromban az öcsémmel játszottam.
Lapsena leikin melkein aina nukeilla.;As a child I played almost always with dolls.;Gyerekkoromban szinte mindig babákkal játszottam.
Minulla oli paljon leluja lapsena.;I had a lot of toys as a child.;Gyerekkoromban sok játékom volt.
Pyöräilin usein, kun olin pieni.;I biked a lot when I was small.;Kiskoromban gyakran bicikliztem.
Kävin mummolassa joka viikonloppuna.;I visited my grandparents every weekend.;Minden hétvégén elmentem a nagymamához.
Rakastin palapelejä, kun olin lapsi.;I loved puzzles when I was a child.;Gyerekkoromban szerettem a rejtvényeket.
Olin isän tyttö, kun olin pieni.;I was daddy's girl when I was small.;Apuci lány voltam kicsi koromban.
Minulla oli paljon kavereita lapsena.;I had a lot of friends when I was a child.;Gyerekkoromban sok barátom volt.
Leikimme usein piilosta.;We often played hide and seek.;Gyakran játszunk bújócskát.
Meillä oli pihalla leikkimökki.;We had a playhouse in the yard.;Játszóházunk volt az udvaron.
Minulla on yksi lapsi / tyttö / poika.;I have one child / daughter / son.;Egy gyermekem / lányom / fiúm van.
Minulla on kaksi lasta.;I have two children.;Két gyerekem van.
Minulla ei ole lapsia.;I don't have children.;Nincs gyerekem.
Minulla on kaksoset / kolmoset.;I have twins / triplets.;Ikreim/hármasikreim vannak.
Minulla on yksi poika ja kaksi tyttöä.;I have one son and two daughters.;Van egy fiúm és két lányom.
Minulla on kaksi poikaa ja neljä tyttöä.;I have two sons and four daughters.;Két fiú és négy lányom van.
Lapseni on viisivuotias (5-vuotias).;My child is five.;A gyermekem öt éves (5 éves).
Lapseni on viisi vuotta vanha.;My child is five years old.;A gyermekem öt éves.
Lapseni täyttää pian 8.;My child will soon turn 8.;Nemsokára 8 éves lesz a gyerekem.
Lapseni täytti juuri 10.;My child just turned 10.;A gyerekem most lett 10 éves.
Lapseni on vielä pieni.;My child is still small.;A gyerekem még kicsi.
Lapseni ovat vielä pieniä.;My children are still small.;A gyerekeim még kicsik.
Lapseni on jo aikuinen.;My child is already grown up.;A gyerekem már felnőtt.
Lapseni ovat jo aikuisia.;My children are already grown up.;A gyerekeim már felnőttek.
Lapseni on päiväkodissa.;My child is in day care.;Gyermekem óvodába jár.
Lapseni on eskarissa.;My child is in preschool.;A gyerekem iskolás.
Lapseni on ekalla luokalla.;My child is in first grade.;Gyermekem első osztályban van.
Lapseni on ekaluokkalainen.;My child is a first grader.;Gyermekem első osztályos.
Lapseni on tokalla luokalla.;My child is in second grade.;Gyermekem második osztályos.
Lapseni käy jo koulua.;My child goes to school already.;A gyerekem már iskolába jár.
Lapseni tykkää käydä koulua.;My child likes to go to school.;A gyerekem szeret iskolába járni.
Lapseni ei tykkää käydä koulua.;My child doesn't like to go to school.;A gyerekem nem szeret iskolába járni.
Lapseni aloittaa koulunkäynnin pian.;My child will soon start school.;Gyermekem hamarosan iskolába kezd.
Lapseni käy englanninkielistä päiväkotia.;My child goes to an English-speaking day care center.;Gyermekem angol nyelvű óvodába jár.
Lapseni pärjää hyvin suomenkielisessä koulussa.;My child is doing well in Finnish school.;A gyerekem jól tanul egy finn nyelvű iskolában.
Lapseni käy S2-tunneilla.;My child has “Finnish as a second language” classes.;Gyermekem S2 osztályba jár.
Lapsellani on lukivaikeus.;My child has reading difficulties.;Gyermekemnek olvasási nehézségei vannak.
Autan lastani läksyissä.;I help my child with homework.;Segítek a gyerekemnek a házi feladatban.
En osaa auttaa lastani läksyissä.;I can't help my child with homework.;Nem tudok segíteni a gyerekemnek a házi feladatban.
Lapseni puhuu jo jonkin verran suomea.;My child already speaks some Finnish.;A gyerekem már beszél valamennyire finnül.
Lapseni osaa puhua suomea paremmin kuin minä.;My child can speak Finnish better than I can.;A gyerekem jobban tud finnül, mint én.
Lapseni oppii suomea nopeammin kuin minä.;My child is learning Finnish faster than I am.;A gyerekem gyorsabban tanul finnül, mint én.
Puhun lapseni kanssa kotona äidinkieltäni.;I speak my native language with my child at home.;Otthon anyanyelvemen beszélek a gyerekemmel.
Mieheni puhuu lasten kanssa suomea.;My husband speaks Finnish with the children.;A férjem finnül beszél a gyerekekkel.
Lapseni on kaksikielinen.;My child is bilingual.;A gyerekem kétnyelvű.
Lapseni kasvaa hurjaa vauhtia.;My child is growing like crazy.;Gyermekem gyorsan nő.
Lapseni osaa jo kävellä.;My child already knows how to walk.;A gyerekem már tud járni.
Lapsen oppii kävelemään.;My child is learning how to walk.;A gyerek megtanul járni.
Lapseni maitohampaat alkavat tippua.;My child's milk teeth are starting to fall out.;Gyermekem tejfogai kezdenek kihullani.
Pelaan lapseni kanssa jalkapalloa.;I play soccer with my child.;A gyerekemmel focizok.
Lapseni leikkii naapurin lasten kanssa.;My child plays with the neighbor's children.;A gyerekem a szomszéd gyerekeivel játszik.
Lapseni osaa jo uida.;My child knows how to swim already.;A gyerekem már tud úszni.
Lapseni osaa hiihtää ja luistella.;My child knows how to ski and ice skate.;Gyermekem tud síelni és korcsolyázni.
Lapseni käy uimakoulua.;My child takes swimming lessons.;Gyermekem úszóiskolába jár.
Vien lapseni joka viikko jalkapallotreeneihin.;I take my child to football training every week.;Minden héten elviszem a gyerekeimet fociedzésre.
Lapseni juoksee ja kiipeää koko ajan.;My child runs and climbs all the time.;A gyerekem folyamatosan fut és mászik.
Lapseni lempiruoka on makaronilaatikko.;My child's favorite food is macaroni casserole.;Gyermekem kedvenc étele egy doboz makaróni.
Lapseni lempilelu on paloauto.;My child's favorite toy is a fire truck.;Gyermekem kedvenc játéka a tűzoltóautó.
Lapseni tykkää leikkiä hiekkalaatikossa.;My child likes to play in the sandbox.;Gyermekem szeret a homokozóban játszani.
Lapseni rakastaa vettä / uimista.;My child loves water / swimming.;Gyermekem szereti a vizet / úszni.
Lapseni haluaisi lemmikkieläimen.;My child would like a pet.;Gyermekem szeretne egy kisállatot.
Lapseni on allerginen pähkinöille.;My child is allergic to nuts.;A gyermekem allergiás a diófélékre.
Lapseni on allerginen kissoille ja koirille.;My child is allergic to cats and dogs.;Gyermekem allergiás macskákra és kutyákra.
Lapsellani on liikaa leluja.;My child has too many toys.;A gyerekemnek túl sok játéka van.
Lapseni syö liikaa karkkia.;My child eats too much candy.;A gyerekem túl sok édességet eszik.
Lapseni on ujo.;My child is shy.;A gyerekem félénk.
Yritän lukea lapselleni iltasatuja.;I try to read bedtime stories to my child.;Próbálok esti mesét olvasni a gyerekemnek.
Ennen nukkumaanmenoaikaa luemme satuja.;Before bedtime we read bedtime stories.;Lefekvés előtt meséket olvasunk.
Lapseni lempiaine on liikunta.;My child's favorite school subject is PE.;Gyermekem kedvenc témája a mozgás.
Lapseni nukkumaanmenoaika on kello 7.;My child's bedtime is at 7 pm.;A gyerekem lefekvés ideje 7 óra.
Olen kolmannella / neljännellä luokalla.;I'm in third / fourth grade;Harmadik/negyedik osztályos vagyok.
Miten meni tänään koulussa?;How did it go in school today?;milyen volt ma a suli?
Leikitään kotia! Tule mukaan leikkimään.;Let's play house! Come play with me / us.;Játsszunk házat! Gyere és játssz.
Onko pipi?;Does it hurt? (children's language);Van egy kukucskálás?
Voi, onko tullut pipi?;Oh no, did you get hurt? (children's language);Ó, van pisi?
Anna kun äiti puhaltaa pipiin.;Let mommy blow on it.;Add ide, amíg anya fújja a pipát.
Anna kun äiti auttaa.;Let mommy help.;Hadd segítsen anya.
Tarvitsetko apua kotiläksyissä?;Do you need help with homework?;Segítségre van szüksége a házi feladathoz?
Oletko jo tehnyt kotiläksyt?;Have you done your homework already?;Megcsináltad már a házi feladatodat?
Tulepa isin syliin!;Come sit on daddy's lap!;Gyere apa ölébe!
