Finnish;English;Hungarian
Miten jooga voi auttaa heräämään kunnolla?;How can yoga help you wake up properly?;Hogyan segíthet a jóga abban, hogy rendesen felébredj?
Miten sinä voisit parantaa aamurutiinejasi?;How could you improve your morning routines?;Hogyan javíthatnád a reggeli rutinjaidat?
Kuinka monta kertaa päivässä peset hampaasi?;How many times a day do you brush your teeth?;Naponta hányszor mosod meg a fogaidat?
Saatko yleensä tarpeeksi unta?;Do you usually get enough sleep?;Általában eleget alszol?
Syötkö yleensä tarpeeksi terveellisesti?;Do you usually eat healthily enough?;Általában elég egészségesen étkezel?
Miksi ruokavalio on tärkeä terveydelle?;Why is your diet important for your health?;Miért fontos az étrended az egészséged szempontjából?
Juotko tarpeeksi vettä päivän aikana?;Do you drink enough water during the day?;Iszol elegendő vizet a nap folyamán?
Miksi veden juonti on niin tärkeää?;Why is drinking water so important?;Miért olyan fontos a vízfogyasztás?
Kuinka monta tuntia vietät istumassa joka päivä?;How many hours do you spend sitting down every day?;Naponta hány órát ülsz?
Saatko tarpeeksi liikuntaa?;Do you get enough exercise?;Elég testmozgást végzel?
Milloin harrastat yleensä liikuntaa?;When do you usually exercise?;Mikor szoktál mozogni?
Kuuluuko liikunta jokapäiväisiin rutiineihisi?;Is exercise part of your daily routines?;A testmozgás része a napi rutinodnak?
Kuinka usein käyt lenkillä?;How often do you go for a walk / run?;Milyen gyakran mész sétálni vagy futni?
Mitä terveellisiä rutiineja voisit lisätä päivääsi?;What healthy routines could you add to your day?;Milyen egészséges szokásokat adhatsz hozzá a napodhoz?
Siivoatko joka päivä vähän?;Do you clean a little every day?;Minden nap takarítasz egy kicsit?
Milloin sinulla on tapana siivota kotona?;When do you usually clean at home?;Mikor szoktál takarítani otthon?
Petaatko joka aamu sänkysi?;Do you make your bed every morning?;Megágyazol minden reggel?
Pesetkö astiat yleensä heti aterian jälkeen?;Do you usually wash the dishes right after the meal?;Általában közvetlenül étkezés után mosogatsz?
Miten kotiaskareet on jaettu perheessäsi?;How are chores divided in your family?;Hogyan oszlanak meg a házimunkák a családodban?
Käytkö päivittäin koulussa tai töissä?;Do you go to school or work every day?;Naponta jársz iskolába vagy munkába?
Mihin aikaan lähdet töihin tai kouluun?;At what time do you go to work or school?;Hány órakor indulsz munkába vagy iskolába?
Mihin aikaan pääset töistä / koulusta?;At what time do you get off from work / school?;Hány órakor végzel a munkával / iskolával?
Mihin aikaan pääset yleensä kotiin?;At what time do you usually get home?;Hány órakor érsz haza általában?
Teetkö joka päivä samaa työtä tai samanlaisia tehtäviä?;Do you do the same work or similar tasks every day?;Minden nap ugyanazt a munkát vagy hasonló feladatokat végzel?
Missä käyt usein koulun tai töiden jälkeen?;Where do you often go after school or work?;Hová szoktál menni iskola vagy munka után?
Kumpi on sinulle tärkeämpää, työ vai harrastukset?;Which is more important to you, work or hobbies?;Számodra mi fontosabb, a munka vagy a hobbik?
Miksi työ- ja vapaa-aika on hyvä pitää tasapainossa?;Why is it good to keep work and leisure balanced?;Miért jó egyensúlyban tartani a munkát és a szabadidőt?
Olisitko mieluummin enemmän töissä?;Would you rather be at work more?;Inkább többet dolgoznál?
Miten sovitat työsi ja harrastuksesi yhteen?;How do you fit your work and your hobbies together?;Hogyan illeszted össze a munkádat a hobbijaiddal?
Mitä teet päivittäin rentoutuaksesi?;What do you do daily to relax?;Mit csinálsz naponta a pihenéshez?
Varaatko joka päivä omaa aikaa itsellesi?;Do you reserve time for yourself every day?;Minden nap szánsz időt magadra?
Mitä teet yleensä iltaisin?;What do you usually do in the evenings?;Mit szoktál csinálni estékenként?
Katsotko iltaisin televisiota? Mitä katsot?;Do you watch tv in the evenings? What do you watch?;Esténként tévét nézel? Mit nézel?
Onko sinulla tapana katsoa päivittäin uutiset?;Do you tend to watch the news every day?;Szoktad naponta nézni a híreket?
Kuinka kauan vietät television tai tietokoneen ääressä?;How long do you spend in front of the tv or computer?;Mennyi időt töltesz a tévé vagy a számítógép előtt?
Kuunteletko joka päivä musiikkia?;Do you listen to music every day?;Minden nap hallgatsz zenét?
Pelaatko päivittäin tietokone- tai konsolipelejä?;Do you play computer or console games daily?;Minden nap játszol számítógépes vagy konzolos játékokat?
Kuinka usein katsot päivän mittaan sosiaalista mediaa?;How often do you look at social media during the day?;Milyen gyakran nézel közösségi médiát a nap folyamán?
Käytätkö joka päivä Facebookia tai Instagramia?;Do you use Facebook or Instagram every day?;Minden nap használod a Facebookot vagy az Instagramot?
Otatko päivittäin valokuvia? Mistä?;Do you take pictures daily? Of what?;Minden nap készítesz fotót? Miről?
Tapaatko joka päivä ystäviä?;Do you meet friends every day?;Minden nap találkozol a barátaiddal?
Missä syöt yleensä lounasta?;Where do you usually eat lunch?;Hol szoktál ebédelni?
Tuotko töihin tai kouluun omia eväitä?;Do you bring your own lunch to work or school?;Viszel magaddal saját ebédet munkába vagy iskolába?
Mitä syöt yleensä lounaaksi?;What do you usually eat for lunch?;Mit szoktál enni ebédre?
Onko lounaasi yleensä terveellinen?;Is your lunch usually healthy?;Az ebéded általában egészséges?
Syötkö lämmintä ruokaa lounasaikaan?;Do you eat warm food at lunch time?;Ebédidőben eszel meleg ételt?
Mihin aikaan syöt yleensä lounasta?;At what time do you usually eat lunch?;Hány órakor ebédelsz általában?
Jätätkö joskus lounaan syömättä?;Do you sometimes not eat lunch?;Előfordul, hogy kihagyod az ebédet?
Väsyttääkö sinua usein lounaan jälkeen?;Do you often feel tired after lunch?;Gyakran fáradsz el ebéd után?
Kuinka monta ateriaa syöt joka päivä?;How many meals do you eat each day?;Naponta hány étkezést veszel?
Syötkö päivällistä? Mihin aikaan?;Do you eat dinner? At what time?;Vacsorázol? Hány órakor?
Syötkö välipaloja? Kuinka monta?;Do you eat snacks? How many?;Szoktál nassolni? Hányat?
Juotko yleensä paljon kahvia tai teetä?;Do you often drink a lot of coffee or tea?;Gyakran iszol sok kávét vagy teát?
Kuinka monta ateriaa nautit päivässä?;How many meals do you eat a day?;Naponta hány étkezést fogyasztasz?
Kenen kanssa sinun on tapana syödä?;With whom do you tend to eat?;Kivel szoktál enni?
Millaisia ruokatottumuksia sinulla on?;What kind of eating habits do you have?;Milyen étkezési szokásaid vannak?
Mihin aikaan menet nukkumaan?;At what time do you go to bed?;Hány órakor fekszel le aludni?
Kuinka nopeasti nukahdat yleensä?;How quickly do you usually fall asleep?;Általában milyen gyorsan alszol el?
Mitä teet ennen nukkumaanmenoa?;What do you do before bedtime?;Mit csinálsz lefekvés előtt?
Mitä teet joka ilta?;What do you do every evening?;Mit csinálsz minden este?
Käytätkö kännykkääsi sängyssä?;Do you use your mobile phone in bed?;Használod a mobilodat az ágyban?
Tykkäätkö valvoa myöhään iltaisin?;Do you like to stay up in the evenings?;Szeretsz sokáig fent maradni estékenként?
Mihin aikaan illasta sinua alkaa väsyttää?;At what time of the evening do you start to feel tired?;Hány órakor kezdesz fáradtnak érezni az este folyamán?
Mitä teet, jos et saa unta?;What do you do if you can't sleep?;Mit csinálsz, ha nem tudsz elaludni?
Otatko illalla mitään lääkkeitä?;Do you take any medications in the evening?;Szedsz valamilyen gyógyszert este?
Ovatko iltarutiinisi sinulle tärkeitä?;Are your evening routines important for you?;Fontosak számodra az esti rutinjaid?
