Finnish;English;hungarian
arpajaiset;raffle, lottery (of things or money);lottó
raha-arpajaiset;lottery draw with monetary prizes;lottó (pénzzel)
joulumarkkinat;Christmas fair, Christmas market;Karácsonyi piac
joulumyyjäiset;Christmas market (usually with home-made thing, can be a fundraiser);Karácsonyi eladások
myyjäiset;rummage sale of home-made or donated items, usually fundraiser;bazár
maistajaiset;tasting event;ízlelés
viininmaistajaiset;wine tasting event;borkóstolás
silakkamarkkinat;an annual fair where Baltic herring is sold;heringpiac
ristiäiset;christening, baptism ceremony and party;keresztelés
nimiäiset;baby's naming ceremony;elnevezés
polttarit;bachelor party, bachelorette party;tyúk
kihlajaiset;engagement party;elkötelezettség
vihkiäiset;wedding ceremony;esküvői szertartás
kirkkovihkiäiset;wedding ceremony in church;ünnepség
siviilivihkiäiset;wedding ceremony at the registry office;polgári szerencsejátékos
häät;wedding;esküvő
kirkkohäät;church wedding, white wedding;ék
hopeahäät;25th wedding anniversary, silver wedding;ezüst esküvő
kultahäät;50th wedding anniversary, golden wedding;arany esküvői
timanttihäät;60th wedding anniversary, diamond wedding;gyémánt esküvő
kaksoishäät;double wedding;kettős esküvő
syntymäpäivät, syntymäpäiväkutsut;birthday party;Születésnapok, születésnapi meghívók
synttärit;birthday party (spoken);születésnapi parti
nimipäiväkekkerit;name day party;névnap
ruumiinvalvojaiset;deathwatch, wake for deceased person;ébred
hautajaiset;funeral;temetés
tupaantuliaiset;housewarming party;házi buli
pullakahvit, känttykahvit, kahvikestit, kahvikutsut;gathering, event where coffee and pastries are offered;zsemle, cipők, kávévizsgálatok, kávé meghívók
kotikutsut;home party;otthoni meghívók
istujaiset;small and intimate social gathering, get-together;ülés
illatsut, illanistujaiset;small and intimate social gathering in the evening;esték, vacsorák
varpaiset, varpajaiset;home gathering with friends right after a baby is born;lábujjak, lábujjak
nyyttikestit;potluck gathering (guests bring food to share);potling
nyyttärit;potluck gathering (guests bring food to share) (spoken);gombóc
ruokapidot;social gathering where food is being offered;élelmiszer
rääppiäiset;leftovers party after a large event;nyüzsgés
valvojaiset;event where people stay awake (new year, elections);felügyelők
pikkujoulut;pre-Christmas party;Karácsonyi parti
lastenkutsut;playdate;Gyerek meghívók
herrakutsut;social gathering with only men invited;nyilatkozat
naamiaiset;masquerade, masked ball;álarcos mulatság
pikatreffit;speed date;Azonnali dátum
sokkotreffit;blind date;vak randevú
senssit;date with a lover or potential lover;érzékek
syystalkoot;joined effort of locals to clean up neighborhood in autumn;őszi magas
siivoustalkoot;joined effort of locals to clean up neighborhood;tisztító munka
talkootanssit;dance held at the end of a joined effort;Munka táncok
kirkkokahvit;coffee meeting in or relating to a church;templomi kávé
kissanristiäiset;many trivial, pointless events in a row;kifutó
syömingit;big feast with lots to eat;ünnep
juomingit, ryyppäjäiset;drinking party (lots of alcohol);Ivás, ryypäänen
penkinpainajaiset;celebration of final day of study at a high school;referenciaérték
penkkarit;celebration of final day of study at a high school (spoken);padok
lakkiaiset;high school graduation party in the evening;kupak
vanhojentanssit;fancy high school sophmore dance event;Régi -divatú táncok
valmistujaiset;general term for graduation parties;érettségi
lopettajaiset, päättäjäiset;closing ceremony, graduation ceremony;kilépés, bezárás,
väittäjäiset;public debate where a doctoral candidate defends his thesis towards an opponent;nyilatkozatok
kamppiaiset, päättäjäiskekkerit;party held after a doctoral defense;Kamppiainen, záró ünnepség
harjakaiset, harjannostajaiset;party for construction workers when a house has been completely built;sörték, lovasok
kaupantekiäiset;celebration held to celebrate a finished trade or purchase;kereskedelem
lähtiäiset, läksiäiset, erojaiset;farewell party;Kezdődik, búcsú, válás
läksiäiskahvit;social event with coffee to honor someone leaving;búcsú kávé
tanssit;event where there is dancing;komló
bileet, hipat, hilut, keimit, pippalot, pirskeet;party (spoken);Party, hippi, csendes, coush, paprika, homlokát
bailut, karkelot;party with dancing (spoken);Baulut, Karkelot
kotihipat;home party (spoken);otthoni
kekkerit;party, kegger;mulat
kemut;party (e.g. teenagers, getting drunk);party
jortsut;dance party (spoken);dörzsölő
reivit;rave party (all night dance party filled with electronic dance music);combok
ravet;rave party;ügetés
teknobileet;techno party;műszaki
jamit;jam session;elakadási munkamenet
riekkujaiset;negative term for noisy, destructive parties;bunkó
juhannustanssit;dance event held around Midsummer Day;Szentiván táncol
lavatanssit;ballroom dance, often partly outside at Midsummer;színpadi táncok
latotanssit;dance event held in a barn;pajta táncok
päivätanssit;daytime dance event;nappali táncok
rapujuhlat, rapukestit;crayfish party;Rákparti, rák
tappajaiset;event to celebrate a kill (such as of game);gyilkos
siantappajaiset;event celebrating the kill of a pig;sertésgyilkos
peijaiset;event celebrating the kill of an animal;mirigy
karhunpeijaiset;event celebrating the kill of a bear;medve
