Finnish;English;Hungarian
Kuinka tärkeänä pidät lasten harrastuksia?;How important do you consider children's hobbies?;Mennyire tartod fontosnak a gyerekek hobbijaid?
Mikä on harrastusten merkitys lapsen elämässä?;What is the importance of hobbies in a child's life?;Mi a hobbi jelentősége a gyermek életében?
Ovatko lapset nykyään väkivaltaisempia kuin ennen?;Are children today more violent than before?;Erőszakosabbak a gyerekek manapság, mint régen?
Millä tavoilla nykyteknologia vaikuttaa lapsen elämään?;In what ways does modern technology affect a child's life?;Milyen módon hat a modern technológia a gyermek életére?
Miten Internet vaikuttaa lapsiin?;How does the Internet affect children?;Hogyan hat az internet a gyerekekre?
Mitä lapset saavat tehdä Internetissä?;What are children allowed to do on the Internet?;Mit szabad a gyerekeknek csinálni az interneten?
Millaisia hyötyjä Internet tuo lapsen elämään?;What benefits does the Internet bring to a child's life?;Milyen előnyöket hoz az internet a gyerek életébe?
Millaisia vaaroja Internet tuo lapsen elämään?;What dangers does the Internet bring to a child's life?;Milyen veszélyeket hoz az internet a gyerek életébe?
Mitä nykylapsille pitää opettaa Internettiin liittyen?;What must we teach to today's children about the Internet?;Mit kell ma tanítani a gyerekeknek az internettel kapcsolatban?
Kuinka paljon lapsen median käyttöä pitäisi rajoittaa?;How much should a child's media use be limited?;Mennyire kell korlátozni a gyerek médiahasználatát?
Miten sosiaalinen media vaikuttaa lapsiin / teineihin?;How does social media affect children / teens?;Hogyan hat a közösségi média a gyerekekre / tinikre?
Miten mainonta vaikuttaa lapsiin / teineihin?;How does advertising affect children / teens?;Hogyan hat a reklám a gyerekekre / tinikre?
Miten voi keskustella vaikeista aiheista lasten kanssa?;How can you discuss difficult topics with children?;Hogyan lehet nehéz témákról beszélni a gyerekekkel?
Miten lapsen kanssa voi keskustella kouluampumisista?;How can you discuss school shootings with a child?;Hogyan lehet iskolai lövöldözésekről beszélni egy gyerekkel?
Miten lasten huolia voidaan lievittää?;How can children's worries be alleviated?;Hogyan lehet enyhíteni a gyerekek aggodalmait?
Onko seksistä puhuminen lapsen kanssa vaikeaa?;Is it difficult to talk about sex with a child?;Nehéz a szexről beszélni a gyerekkel?
Kenelle kuuluu vastuu seksuaalikasvatuksesta?;Who should be responsible for sex education?;Kié a felelősség a szexuális nevelésért?
Mikä on seksuaalikasvatuksen tavoite?;What is the goal of sex education?;Mi a szexuális nevelés célja?
Mikä on koulun rooli lasten kasvatuksessa?;What is the school's role in raising children?;Mi az iskola szerepe a gyermeknevelésben?
Miksi lasten lyöminen on laissa kielletty?;Why is hitting children prohibited by law?;Miért tiltja a törvény a gyerekek bántalmazását?
Saako kotimaassasi lyödä lapsia?;Is it allowed to hit children in your home country?;Engedélyezett a gyerekek verése a hazádban?
Miksi vauvoja ei saa ravistella?;Why must babies not be shaken?;Miért nem szabad rázni a csecsemőket?
Ovatko kaikki ihmiset kelvollisia saamaan lapsia?;Are all people fit to have children?;Minden ember alkalmas gyereket vállalni?
Pitäisikö joitakin ihmisiä kieltää hankkimasta lapsia?;Should some people be banned from having children?;Egyes embereket el kellene tiltani a gyerekvállalástól?
Kenen pitäisi saada huoltajuus avioerossa? Miksi?;Who should get custody in a divorce? Why?;Kinek kellene kapnia a felügyeleti jogot váláskor? Miért?
Millaista yksinhuoltajan elämä on?;What is life like as a single parent?;Milyen az élet egyedülálló szülőként?
Millä tavoilla yksinhuoltajia täytyy tukea?;In what ways should single parents be supported?;Milyen módon kell támogatni az egyedülálló szülőket?
Ovatko lapset elämän tarkoitus?;Are children the purpose of life?;A gyerekek jelentik az élet értelmét?
Ymmärrätkö tahallaan lapsettomia ihmisiä?;Do you understand intentionally childfree people?;Megérted a tudatosan gyermektelen embereket?
Mistä syistä jotkut ihmiset eivät halua lapsia?;For what reasons do some people not want children?;Milyen okokból nem akarnak egyes emberek gyereket?
Miten tuetaan pareja, joilla on hedelmällisyysongelmia?;How are couples with fertility problems supported?;Hogyan támogatják a meddőségi gondokkal küzdő párokat?
Miten lapsettomuus vaikuttaa ihmiseen?;How does infertility affect a person?;Hogyan hat a meddőség az emberre?
Mitä tekisit, jos et voisi saada lapsia?;What would you do if you couldn't have children?;Mit tennél, ha nem tudnál gyereket vállalni?
Mitä "biologinen kello tikittää" tarkoittaa?;What does "the biological clock is ticking" mean?;Mit jelent az, hogy „ketyeg a biológiai óra"?
Mitä tiedät lapsettomuushoidoista?;What do you know about infertility treatments?;Mit tudsz a meddőségi kezelésekről?
Adoptoisitko lapsia? Miksi?;Would you adopt children? Why?;Örökbe fogadnál gyereket? Miért?
Mitä mieltä olet adoptiosta?;What do you think about adoption?;Mit gondolsz az örökbefogadásról?
Mitä tiedät adoptioprosessista?;What do you know about the adoption process?;Mit tudsz az örökbefogadási folyamatról?
Mitä mieltä olet teiniäideistä?;What do you think about teenage mothers?;Mi a véleményed a tinédzser anyákról?
Minkä-ikäisenä ihminen on liian vanha hankkia lapsia?;At what age is a person too old to have children?;Hány évesen túl öreg az ember a gyerekvállaláshoz?
Millaisia haasteita nuoret vanhemmat kokevat?;What kind of challenges do young parents experience?;Milyen kihívásokkal szembesülnek a fiatal szülők?
Millaisia haasteita vanhempi äiti tai isä kohtaa?;What kind of challenges does an older mom or dad face?;Milyen nehézségekkel szembesül egy idősebb anya vagy apa?
Mitä mieltä olet abortista?;What do you think about abortion?;Mi a véleményed az abortuszról?
Miksi abortti on monelle ihmiselle niin herkkä aihe?;Why is abortion such a sensitive topic for many people?;Miért ennyire kényes téma az abortusz sok embernek?
Missä tilanteissa abortti on mielestäsi hyväksyttävä?;In which situations do you think abortion is acceptable?;Milyen helyzetekben elfogadható szerinted az abortusz?
Millä tavoilla perhe-elämä voi olla vaikeaa?;In what ways can family life be difficult?;Milyen módokon lehet nehéz a családi élet?
Mistä joutuu luopumaan, kun saa lapsia?;What do you have to give up when you have children?;Miről kell lemondani, amikor gyereke születik?
Miten lapsen saaminen on muuttanut sinua?;How has having a child changed you?;Hogyan változtatott meg a gyerekvállalás?
Miten vanhemmuus muuttaa ihmisen?;How does parenthood change a person?;Hogyan változtatja meg az embert a szülőség?
Miten Suomen valtio tukee vanhempia?;How does the Finnish government support parents?;Hogyan támogatja a finn állam a szülőket?
Millaisia tukikeinoja Kela tarjoaa vanhemmille?;What kind of support does Kela offer parents?;Milyen támogatásokat nyújt a Kela a szülőknek?
Millä tavoin vanhempia tuetaan Suomessa?;In what ways are parents supported in Finland?;Milyen módokon támogatják a szülőket Finnországban?
Millä tavoilla vanhempia pitäisi tukea?;In what ways should parents be supported?;Milyen módon kellene támogatni a szülőket?
Miten vanhempia tuetaan kotimaassasi?;How are parents supported in your home country?;Hogyan támogatják a szülőket a hazádban?
Mitä mieltä olet Suomen äitiyspakkauksesta?;What do you think of the Finnish maternity package?;Mit gondolsz a finn anyasági csomagról?
Saavatko perheet yleensä tarvitsemaansa tukea ja apua?;Do families usually get the support and help they need?;Megkapják a családok általában a szükséges támogatást és segítséget?
Selitä: hyvä kasvatus on sekä rajoja että rakkautta.;Explain: good upbringing is both boundaries and love.;Magyarázd meg: a jó nevelés határok és szeretet együtt.
Minkälaista on hyvä vuorovaikutus lapsen kanssa?;What is good communication with a child like?;Milyen a jó kommunikáció a gyerekkel?
Millainen on hyvä kasvuympäristö?;What is a good environment to grow up like?;Milyen a jó környezet a felnövéshez?
Miten hyvä kasvatus näkyy lapsessa?;How does a good upbringing show in a child?;Hogyan látszik a jó nevelés egy gyereken?
Mistä lapsia pitää suojella? Miksi?;What should children be protected from? Why?;Mitől kell megvédeni a gyerekeket? Miért?
Missä tilanteissa lapsi täytyy ottaa huostaan?;In which situations must a child be taken into custody?;Milyen helyzetekben kell a gyereket állami gondozásba venni?
Suojellaanko lapsia liikaa todellisuudesta?;Are children being protected too much from reality?;Túlzottan védik a gyerekeket a valóságtól?
Millä tavoilla vanhemmat ylisuojelevat lapsiaan?;In what ways do parents overprotect their children?;Milyen módokon túlvédik a szülők a gyerekeiket?
Mitä käytännön vaikutuksia ylisuojelulla on lapsille?;What practical effects does overprotection have on children?;Milyen gyakorlati hatásai vannak a túlvédelemnek a gyerekekre?
Mistä lasten käytösongelmat voivat johtua?;What can be the cause of children's behavioral problems?;Mi okozhatja a gyerekek viselkedési problémáit?
Miten voidaan tunnistaa lapsen tuen tarve?;How can a child's need for support be identified?;Hogyan lehet felismerni a gyermek támogatási igényét?
Miten lapsen tarpeet eroavat aikuisen tarpeista?;How do the needs of a child differ from those of an adult?;Miben különböznek a gyermek szükségletei a felnőttétől?
Millaisia terveydellisiä tarpeita lapsilla on?;What kind of health needs do children have?;Milyen egészségügyi szükségletei vannak a gyerekeknek?
Mitä mieltä olet Suomen neuvolapalveluista?;What do you think of Finland's child clinic services?;Mi a véleményed a finn védőnői szolgáltatásokról?
Miten lasten terveydenhuolto toimii kotimaassasi?;How does child healthcare work in your home country?;Hogyan működik a gyermek-egészségügy a hazádban?
Mikä voi aiheuttaa kehityshäiriöitä?;What can cause developmental disorders?;Mi okozhat fejlődési rendellenességeket?
Mistä lapsen kehityshäiriön voi tunnistaa?;How can you recognize a child's developmental disorder?;Hogyan lehet felismerni a gyerek fejlődési zavarát?
Miten alkoholin kohtuullinen käyttö vaikuttaa lapsiin?;How does the moderate use of alcohol affect children?;Hogyan hat a gyerekekre az alkohol mérsékelt fogyasztása?
Miten alkoholin liikakäyttö vaikuttaa lapsiin?;How does excessive alcohol use affect children?;Hogyan hat a gyerekekre az alkohol túlzott fogyasztása?
Miten kasvatus voi vaikuttaa lapsen itseluottamukseen?;How can upbringing affect a child's self-confidence?;Hogyan befolyásolhatja a nevelés a gyerek önbizalmát?
Miten voi kasvattaa vastuullisen ja itsenäisen lapsen?;How can you raise a responsible and independent child?;Hogyan lehet felelősségteljes és önálló gyermeket nevelni?
Miten saadaan lapsia kunnioittamaan muita?;How do you get children to respect others?;Hogyan lehet a gyerekeket mások tiszteletére tanítani?
Mikä on leikin merkitys oppimisessa?;What is the importance of play in learning?;Mi a játék szerepe a tanulásban?
Miten joukkueurheilu voi vaikuttaa lapsen kehitykseen?;How can team sports affect a child's development?;Hogyan befolyásolhatja a csapatsport a gyermek fejlődését?
Miten koulukiusaaminen vaikuttaa lapseen?;How does bullying at school affect a child?;Hogyan hat az iskolai zaklatás egy gyerekre?
Miten puuttuisit koulukiusaamiseen?;How would you deal with bullying at school?;Hogyan kezelnéd az iskolai bántalmazást?
Mitä lastenkirjat voivat opettaa lapselle?;What can children's books teach a child?;Mit taníthatnak a mesekönyvek egy gyereknek?
Kuinka tärkeää kirjojen lukeminen lapsille on mielestäsi?;How important do you think it is to read books to children?;Mennyire fontos szerinted könyveket olvasni a gyerekeknek?
Miten lapsen käsitys elämästä eroaa aikuisen käsityksestä?;How does a child's perception of life differ from an adult's?;Miben különbözik egy gyermek életszemlélete egy felnőttétől?
Miten lapselle / teinille voi puhua seksistä?;How can you talk to a child / teenager about sex?;Hogyan lehet egy gyerekkel / tinédzserrel a szexről beszélni?
Kuinka vanhana seksuaalikasvatus kannattaa aloittaa?;At what age should sex education start?;Milyen életkorban érdemes elkezdeni a szexuális felvilágosítást?
Miten kaksikielisyys vaikuttaa lapsen mahdollisuuksiin?;How does bilingualism affect a child's opportunities?;Hogyan befolyásolja a kétnyelvűség a gyermek lehetőségeit?
Onko lapsuus elämän parasta aikaa? Miksi?;Is childhood the best time of life? Why?;A gyerekkor az élet legjobb időszaka? Miért?
Mikä voi olla lastenkirjojen rooli lapsen arvojen kehityksessä?;What role can children's books play in the development of a child's values?;Milyen szerepet játszhatnak a gyerekkönyvek a gyermek értékrendjének kialakulásában?
Miten tärkeää on altistaa lapsia eri kulttuureihin?;How important is it to expose children to different cultures?;Mennyire lényeges a gyerekeket különböző kultúráknak kitenni?
Millaista erityistä tukea vammainen lapsi saattaa tarvita?;What kind of special support might a disabled child need?;Milyen speciális segítségre lehet szüksége egy fogyatékkal élő gyermeknek?
Miten yhteiskunta voisi tukea kehitysvammaisia lapsia paremmin?;How could society better support children with developmental disabilities?;Hogyan támogathatná jobban a társadalom a fejlődési rendellenességgel élő gyermekeket?
Miten lapsuuden käsitys eroaa eri kulttuurien välillä?;How does the concept of childhood differ between different cultures?;Miben különbözik a gyerekkor felfogása a különböző kultúrákban?
Miten sosiaalinen media vaikuttaa lapsen sosiaalisiin taitoihin?;How does social media affect a child's social skills?;Miként hat a közösségi média a gyermek társas készségeire?
Mikä on medialukutaidon merkitys nykylasten elämässä?;What is the importance of media literacy in the lives of today's children?;Milyen jelentősége van a médiatudatosságnak a mai gyerekek életében?
Mikä on elämänfilosofiasi, jota haluan välittää lapsillesi?;What is your life philosophy that I want to pass on to your children?;Mi az életfilozófiád, amit át szeretnél adni a gyermekeidnek?
Millaisia eettisiä pulmia liittyy lapsityövoiman käyttöön?;What kind of ethical dilemmas relate to the use of child labor?;Milyen erkölcsi dilemmák kapcsolódnak a gyermekmunka alkalmazásához?
Miten lasten rooli on muuttunut kautta aikojen?;How has the role of children changed over time?;Hogyan változott a gyermekek szerepe az idők folyamán?
Mikä on kurinpidon ja vapauden suhde lapsen kasvatuksessa?;What is the relationship between discipline and freedom in raising a child?;Mi a kapcsolat a fegyelem és a szabadság között a gyermeknevelésben?
Millä keinoilla yhteiskunnan pitäisi suojella lapsia?;With what means should society protect children?;Milyen eszközökkel kellene a társadalomnak megvédenie a gyerekeket?
Mikä on hallituksen rooli lasten oikeuksien varmistamisessa?;What is the government's role in ensuring children's rights?;Mi a kormány szerepe a gyermekjogok biztosításában?
Miten maailman kansainvälistyminen vaikuttaa lapsuuteen?;How does the internationalization of the world affect childhood?;Milyen hatással van a világ nemzetköziesedése a gyerekkorra?
Miten ylisuojeleminen vaikuttaa lapsen psyykeen?;How does overprotection affect a child's psyche?;Hogyan hat a túlóvás a gyermek lelki világára?
Millä tavoilla lasten asema vaikuttaa vaaleihin?;In what ways does the status of children affect elections?;Milyen módokon befolyásolja a gyerekek helyzete a választásokat?
Miten lasten asema vaikuttaa politiikkaan?;How does the position of children affect politics?;Miként befolyásolja a gyerekek státusza a politikát?
Miten lapsen kognitiiviset kyvyt kehittyvät eri vaiheissa?;How do the child's cognitive abilities develop in different stages?;Hogyan fejlődnek a gyermek kognitív képességei a különböző szakaszokban?
Miten lasten viattomuutta kuvataan kirjallisuudessa?;How is the innocence of children described in literature?;Hogyan ábrázolják a gyermekek ártatlanságát az irodalomban?
Miten lasten viattomuudesta puhutaan mediassa?;How is the innocence of children talked about in the media?;Miként emlegetik a gyermekek ártatlanságát a médiában?
Miten teknologian kehitys vaikuttaa lasten tulevaisuudennäkymiin?;How does the development of technology affect children's future prospects?;Hogyan hat a technológia fejlődése a gyermekek jövőbeli kilátásaira?
