Finnish;English;hungarian
Tein samaa työtä edellisessä työpaikassani.;I did the same work in my previous workplace.;Ugyanezt a munkát végeztem az előző munkám során.
Tein samanlaista työtä edellisessä työpaikassani.;I did similar work in my previous workplace.;Hasonló munkát végeztem az előző munkám során.
Olen toiminut samanlaisissa tehtävissä aiemminkin.;I've done similar work tasks before as well.;Korábban hasonló pozíciókban dolgoztam.
Minulla on paljon työkokemusta.;I have a lot of work experience.;Nagyon sok munkatapasztalatom van.
Minulla on työkokemusta yli 10 vuoden ajalta.;I have work experience of over 10 years.;10 év alatt van munkatapasztalataim.
Minulla on työkokemusta toimistotyöskentelystä.;I have work experience working in an office.;Van munkatapasztalataim az irodai munkában.
Olen pitkään ollut töissä myyjänä.;I've worked as a seller for a long time.;Régóta eladóként dolgozom.
Olen aiemmin ollut töissä päiväkodissa.;I have previously been working in kindergarten.;Korábban óvodában dolgoztam.
Olen oppinut paljon aiemmassa työpaikassani.;I've learned a lot in my previous job.;Sokat tanultam az előző munkám során.
Uskon, että työkokemuksestani on hyötyä.;I think my work experience will be useful.;Úgy gondolom, hogy a munkatapasztalatom hasznos.
Voin hyödyntää aiempaa työkokemustani.;I can take advantage of my previous work experience.;Használhatom a korábbi munkatapasztalataimat.
Olen ollut töissä muun muassa tarjoilijana.;I've been working as a waiter among other things.;Például pincérnőként dolgoztam.
Olen ollut töissä Suomessa postinjakajana.;I've worked in Finland as a mail carrier.;Finnországban dolgoztam, mint post disztribútor.
Minulla on runsaasti työkokemusta.;I have plenty of work experience.;Rengeteg munkatapasztalatom van.
Minulla on työkokemusta asiakaspalvelutyöstä.;I have work experience in customer service work.;Van munkatapasztalatom az ügyfélszolgálati munkában.
Minulla on työkokemusta tästä noin 20 vuotta.;I have about 20 years of work experience.;Körülbelül 20 éves munkatapasztalatom van.
Minulla on työkokemusta tästä yli 10 vuotta.;I have more than 10 years of work experience.;Több mint 10 éves munkatapasztalatom van.
Minulla on työkokemusta tästä 15 vuotta.;I have 15 years of work experience.;Van munkatapasztalatom erre a 15 évre.
Minulla on työkokemusta tästä kahden vuoden ajalta.;I have work experience of two years.;Van munkatapasztalatom ebben a két évben.
Minulla on työkokemusta tästä vuoden verran.;I have about one year of work experience.;Van munkatapasztalatom az idei évre.
Minulla on työkokemusta tästä yhteensä 27 vuotta.;In total, I have 27 years of work experience.;Összesen 27 éves munkatapasztalatom van.
Minulla on 3 vuotta työkokemusta tästä.;I have 3 years of work experience.;3 éves munkatapasztalatom van itt.
Työkokemusta tästä minulla on noin 15 vuotta.;Work experience I have about 15 years.;Körülbelül 15 éves munkatapasztalatom van.
Työkokemusta tästä minulla on neljän vuoden ajalta.;I have four years of work experience with this.;Négy évig van munkatapasztalatom ebben.
Minulla on kolmen vuoden työkokemus tästä.;I have three years of work experience.;Három éves munkatapasztalatom van itt.
Minulla on viiden vuoden työkokemus tästä.;I have five years of work experience.;Öt éves munkatapasztalatom van itt.
Minulla on noin 12 vuoden työkokemus tästä.;I have about 12 years of work experience.;Körülbelül 12 éves munkatapasztalatom van itt.
Minulla on jo 10 vuoden työkokemus tästä.;I already have 12 years of work experience.;Már 10 éves munkatapasztalatom van itt.
Olen ollut työharjoittelussa vanhainkodissa.;I have been a trainee in a nursing home.;Gyakorlati gyakorlatban voltam egy nyugdíjas otthonban.
Suomessa tein työharjoitteluni päiväkodissa.;In Finland I did my job training in a kindergarten.;Finnországban az óvodában végeztem szakmai gyakorlatomat.
Olin kaksi kertaa työharjoittelussa päiväkodissa.;I've done an internship in a kindergarten twice.;Kétszer voltam az óvodai gyakorlatban.
Olen tehnyt vastaavaa työtä työharjoittelupaikassani.;I've done similar work at my job training place.;Hasonló munkát végeztem a szakmai gyakorlatom során.
Olen tehnyt vapaaehtoistyötä.;I've done volunteer work.;Vettem önkéntességet.
Olen ollut työkokeilussa S-marketissa.;I've done a work try-out in S-market.;Az S-Market-en egy munkanélküli tárgyaláson jártam.
