Finnish;English;hungarian
parasetamoli;paracetamol;paracetamol
peräpukama;hemorrhoid;aranyér
pilates;pilates;pilates
pitkäaikaissairas;person with chronic illness;hosszú távú beteg
pitkäaikasairaus;chronic illness;hosszú távú betegség
puudutus, puudutusaine;anaesthetic;érzéstelenítés, érzéstelenítés
päähän kohdistunut isku;blow to the head;egy ütést a fejére
päänsärky;headache;fejfájás
rannekanavaoireyhtymä;carpal tunnel syndrome;carpalis alagút szindróma
rannemurtuma;wrist fracture;csuklótörés
reseptilääke;prescription drug;Vényköteles gyógyszer
rintakipu;chest pain;mellkasi fájdalom
rintasyöpä;breast cancer;mellrák
sairasloma, sairausloma;sickness leave;betegszabadság, betegszabadság
sarjoittainen päänsärky;serial headache;sorozatos fejfájás
selkäkipu;backpain;hátfájás
synnytyskipu;childbirth pain;szülési fájdalom
syöpä;cancer;rák
särky;ache;Fájdalom
tartunta;infection;fertőzés
tenniskyynärpää;tennis elbow;teniszkönyök
tulehdus;inflammation;gyulladás
tulehduskipulääke;anti-inflammatory drug;gyulladáscsökkentő gyógyszer
tunnottomuus;numbness;zsibbadtság
turvatyyny;airbag;légzsák
umpisuolitulehdus;appendicitis;vakbélgyulladás
vamma;injury, disability;sérülés
virheasento;malposition;hibapozíció
virtsatietulehdus;urinary tract infection;húgyúti fertőzés
vyöruusu;shingles, herpes zoster;övsömör
välilevynpullistuma;spinal disc herniation;lemez dudor
Minulla on pää kipeä;I have a headache. (standard Finnish);Fejfájásom van.
Mulla on pää kipeä.;I have a headache. (colloquial Finnish);Fejfájásom van (beszélt).
Pääni on kipeä.;My head hurts. (standard Finnish);Fáj a fejem.
Mun pää on kipeä.;My head hurts. (colloquial Finnish);Fáj a fejem (beszélt).
Minulla on niska kipeä.;The back of my neck hurts.;A nyakam fáj.
Minulla on vatsa kipeä.;I have a stomach ache.;Hasfájásom van.
Vatsani on kipeä.;My stomach hurts.;Fáj a hasam.
Arilla on kurkku kipeä;Ari has a sore throat.;Arinak fáj a torka
Miksi selkäni on kipeä?;Why does my back hurt?;Miért fáj a hátam?
Olen kipeä.;I'm ill. (no pain, just sick);Beteg vagyok.
Päätä särkee. Polvea särkee.; (My) head hurts. (My) knee hurts. (standard Finnish);Fejfájás. A térd fáj.
Päätäni särkee. Polveani särkee.;My head hurts. My knee hurts. (standard Finnish);Fáj a fejem. Fáj a térdem.
Mun päätä särkee. Mun polvea särkee.;My head hurts. My knee hurts (colloquial Finnish);Fáj a fejem. Fáj a térdem. (beszélt)
Vatsaan koskee. Hampaaseen koskee.;(My) stomach hurts. (My) tooth hurts. (standard Finnish);A gyomrot érinti. A fogakat érinti.
Vatsaani koskee. Hampaaseeni koskee.;My stomach hurts. My tooth hurts. (standard Finnish);Fáj a hasam. A fogaimat érinti.
Mun vatsaan koskee. Mun hampaaseen koskee.;My stomach hurts. My tooth hurts (colloquial Finnish);Fáj a hasam. A fogaimat érinti. (beszélt)
Mihin koskee? Koskeeko johonkin?;Where does it hurt? Does it hurt somewhere?;Mire vonatkozik? Valakire vonatkozik?
Korvaan sattuu. Lonkkaan sattuu.;(My) ear hurts. (My) hip hurts. (standard Finnish);Fáj a fül. Fáj a csípőm.
Korvaani sattuu. Lonkkaani sattuu.;My ear hurts. My hip hurts. (standard Finnish);Fáj a fülem. Fáj a csípőm.
Mun korvaan sattuu. Mun lonkkaan sattuu.;My ear hurts. My hip hurts. (colloquial Finnish);Fáj a fülem. Fáj a csípőm. (beszélt)
Nieleminen sattuu.;Swallowing hurts.;Fáj nyelni.
Tatuoinnin ottaminen sattuu.;Getting a tattoo hurts.;A tetoválás fáj.
Ai, sattuu!;Ouch, it hurts!;Ó, de fáj!
pääkipu, päänkipu;päänsärky, headache;fejfájás, fejfájás
hammaskipu, hammassärky;toothache;fogfájás, fogfájás
hermokipu, hermosärky;nerve pain;idegfájdalom, idegfájdalom
korvakipu, korvasärky;earache;fülfájás, fülfájás
lihaskipu, lihassärky;muscle pain;izomfájdalom, izomfájdalom
lonkkakipu, lonkkasärky;hip pain;csípőfájdalom, csípőfájdalom
niskakipu, niskasärky;neck pain;nyaki fájdalom, nyaki fájdalom
selkäkipu, selkäsärky;back pain;hátfájás, hátfájás
kurkkukipu;sore throat;torokfájás
vatsakipu;stomach ache;hasfájás
mahakipu;bellyache;gyomorfájdalom
nivelkipu;joint pain;ízületi fájdalom
aaltoileva;rolling, wavy;hullámos
ahdistava;distressing, agonizing;elnyomó
ajoittainen;intermittent;időszakos
akuutti;acute;akut
aristava, arka;tender, sensitive;ideges, félénk
epämiellyttävä;unpleasant;kellemetlen
epämääräinen;unclear, vague;homályos
hakkaava;throbbing, beating;dübörögve, lüktetve
helvetillinen;hellish;pokoli
hiipivä;creeping, sneaking;kúszó
hyytävä;ice-cold, icy;hűsítő
jaksottainen;episodic, not constant;időszakos, nem állandó
jatkuva;continuous;folyamatos
jomottava;throbbing, pulsating;dühítő
jumputtava;pounding;megdöbbentő
jyskyttävä;pounding, throbbing;dübörögve
jäytävä;gnawing, festering;tartózkodás
kalvava;gnawing;rágcsálás
karmiva;horrible, frightening;hátborzongató
kauhea;dreadful;szörnyű
kihelmöivä;tingling;bizsergés
kiristävä;tightening;uzsora
kirvelevä;stinging, burning;megrendítő
kiusallinen;embarrassing, annoying;kínos
kivulias;painful;fájdalmas
kohtalainen;moderate;mérsékelt
kohtauksittainen;episodic;epizódszerű
kolottava;searing;borzasztó
kouristava;convulsive, cramping;görcsös
kosketusarka;sensitive to touch;érintésre érzékeny
kova;severe, hard;kemény
krooninen;chronic;krónikus
kutiseva, kutiava, kutittava, syyhyävä;itchy;viszkető, viszkető, viszkető, viszkető
kuumottava, kuuma;searing, burning;fűtés, meleg
lamauttava, lamaannuttava;crippling;bénító, bénító
lievä;mild;enyhe
läpitunkeva;impenetrable;átható
lävistävä;piercing;piercing
musertava;crushing;pusztító
nykivä;jerking, twitching;szaggatott
närästävä;like heartburn;szívfacsaró
ohimenevä;transient, temporary;átmeneti
paahtava;blazing, scorching;lángoló
painava;pressure;nehéz
pelottava;scary, frightening;ijedős
pinnallinen;superficial;felszínes
pistävä, pistelevät, pisteliäs;sharp, stinging;csíp, szúr, csíp
pitkäkestoinen;long-lasting;hosszan tartó
polttava;burning;égő
puristava;squeezing, tightness;szorítás
repivä;pulling, tearing;bomlasztó
rasittava;straining;bosszantó
raastava;grating;állványos
siedettävä;bearable;elviselhető
sietämätön, kestämätön;unbearable;kibírhatatlan
sokaiseva;blinding;vakító
sykkivä;pulsating;lüktető
syvä;deep;mély
sähköiskumainen;like an electric shock;Áramütés
sähköttävä;electric;felvillanyozó
särkevä;aching;fájó
säteilevä;radiating;sugárzó
säälimätön;relentless;könyörtelen
taukoamaton;non-stop;megállás nélküli
terävä;sharp;éles
toispuoleinen;one-sided;a másik oldal
tukahduttava;suffocating;fullasztó
turruttava;numbing;zsibbadás
tuskallinen, tuskainen;painful, agonizing;fájdalmas, fájdalmas
tykyttävä;throbbing;kellemes
tylppä;blunt, dull;tompa
uuvuttava;exhausting;fárasztó
vihlova;piercing, sharp;nyikorgó
viiltävä;sharp, cutting;szúrás
voimakas;strong, powerful;erős
yhtämittainen;continuous, persistent;egyenruha
äkillinen;sudden;hirtelen
ärsyttävä;irritating, annoying;irritáló
