Finnish;English;hungarian
Vauvani on viiden kuukauden ikäinen.;My baby is five months old.;Öt hónapos a babám.
Vauvani on nyt reilun kuukauden ikäinen.;My baby is now a bit older than one month.;Kisfiam most kicsit több mint egy hónapos.
[Kuukauden vanha vauva] painaa 2,8 kg.;[A baby of one month] weighs 2,8 kilo.;[Egy hónapos baba] 2,8 kg.
[Kahden vuoden iässä] lapsen sanavarasto kasvaa hurjasti.;[At the age of two] a child's vocabulary grows a lot.;[Két évesen] a gyerek szókincse vadul bővül.
[Kaksivuotiaana] lapsen sanavarasto kasvaa hurjasti.;[As a two year old], a child's vocabulary grows a lot.;[Két éves korban] a gyerek szókincse vadul bővül.
[Kahden kuukauden ikäinen vauva] katselee vanhempaansa.;[The two month old baby] watches her parent.;[Egy két hónapos baba] a szülőjére néz.
[Kaksikuinen vauva] ääntelee monin tavoin.;[A two month old baby] makes all kinds of noises.;[Egy két hónapos baba] sokféleképpen szólal meg.
lapsena;as a child;gyerekként
nuorena;as a young person;amikor fiatal
nuorena naisena;as a young woman;fiatal nőként
aikuisena;as an adult;mint egy felnőtt
vauvana;as a baby;csecsemőként
nuorena aikuisena;as a young adult;fiatal felnőttként
Muutin 20-vuotiaana Suomeen.;I moved to Finland as a 20 year old.;20 évesen Finnországba költöztem.
Muutin Suomeen, kun olin 20-vuotias.;I moved to Finland when I was 20 years old.;20 éves koromban Finnországba költöztem.
Kuusivuotiaana aloitin esikoulun.;I started preschool as a six year old.;Hatéves koromban elkezdtem az óvodát.
Kun olin kuusivuotias, aloitin esikoulun.;When I was six years old, I started preschool.;Amikor hatéves voltam, akkor kezdtem az óvodát.
Hän meni 50-vuotiaana naimisiin.;She got married as a 50 year old.;50 évesen megnősült.
Hän meni naimisiin, kun hän oli 50-vuotias.;She got married when she was 50.;50 éves korában megnősült.
Vauva kuoli kahden kuukauden ikäisenä;The baby died as a two month old.;A baba két hónapos korában meghalt
Vauva kuoli, kun hän oli kahden kuukauden ikäinen.;The baby died when she was a two month old.;A baba két hónapos korában meghalt.
Olen kuusikymppinen nainen.;I'm a woman [in her 60s].;Hatvanas nő vagyok.
Kolmekymppinen nainen odottaa.;The woman [in her 30s] is waiting.;Egy harmincas nő vár.
Muutin kakskymppisenä Suomeen.;I moved to Finland as a twenty year old.;Huszonévesen Finnországba költöztem.
Parikymppisenä pidin hiihtämisestä.;At about 20 years old I liked skiing.;Huszonévesen szerettem síelni.
Kolmekymppisenä hankitaan lapsia.;[In their 30s], people have children.;A harmincas éveiben vannak gyerekei.
Lauantaina on Arin kolmekymppiset.;On Saturday is Ari's [30th birthday party].;Szombaton van Ari harmincadik születésnapja.
Isä jäi eläkkeelle kun hän oli kuusikymppinen.;Dad retired when he was a 60 year old.;Apa hatvanéves korában ment nyugdíjba.
Isä jäi eläkkeelle kuusikymppisenä.;Dad retired as a 60 year old.;Apa a hatvanas éveiben ment nyugdíjba.
Isä jäi eläkkeelle kuudenkymmenen vuoden iässä.;Dad retired at the age of 60.;Apa hatvan évesen ment nyugdíjba.
Uskoin, että hän olisi vanhempi.;I thought he would be older.;Azt hittem, idősebb lesz.
Luulin hänen olevan nuorempi.;I thought him to be younger.;Azt hittem, fiatalabb.
Minusta 20-vuotias on vielä lapsi.;I think a 20 year old is still a child.;Szerintem egy 20 éves még gyerek.
13-30-vuotiaiden nuorten elämä on helppoa.;The life of 13-30 year old youngsters is easy.;A 13-30 éves fiatalok élete könnyű.
Olin juuri täyttänyt 10 kun isäni kuoli.;I had just turned 10 when my dad died.;Éppen 10 éves voltam, amikor apám meghalt.
Kun olin kymmenen vuotta vanha isäni kuoli.;When I was ten years old my dad died.;Amikor tíz éves voltam, meghalt az apám.
Olen asunut täällä koko elämäni.;I've lived here my whole life.;Egész életemben itt éltem.
Kuinka vanha olit kun sait esikoisesi?;How old were you when you got your first child?;Hány évesen született első gyermeked?
Minkäikäisenä sait esikoisesi?;At what age did you get your first child?;Hány éves korodban született első gyermeked?
Minkäikäisenä saa jättää lapsen yksin kotona tunniksi?;At what age can you leave a child home alone for an hour?;Hány évesen hagyhatod otthon egy órára egyedül a gyereket?
Tyttö on jo kouluiässä.;The girl is already at school age.;A lány már iskolás korú.
Alakouluikäinen on liian pieni olemaan yksin kotona.;A child of under school age is too small to be home alone.;Egy általános iskolás gyerek túl kicsi ahhoz, hogy egyedül legyen otthon.
Mikä on Big Brothersin katsojien keski-ikä?;What's the average age of Big Brother watchers?;Mennyi a Big Brothers nézőinek átlagéletkora?
Ei tässä iässä enää jaksa matkustaa.;At this age there's no energy anymore to travel.;Ebben a korban már nem utazhat.
He ovat samanikäisiä.;They're the same age.;Egyidősek.
Minulla ei ole omanikäisiä kavereita.;I don't have friends of the same age.;Nincsenek velem egyidős barátaim.
Olet ikäiseksesi kovin pitkä.;You're really tall for your age.;Nagyon magas vagy a korodhoz képest.
Hänen ikäänsä oli vaikea arvata.;It was hard to guess her age.;Korát nehéz volt kitalálni.
Hänen ikäisenä ei oikein enää voi hiihtää.;At her age you can't really go skiing anymore.;Az ő korában már nem nagyon lehet síelni.
Meillä on viiden vuoden ikäero.;We differ five years in age.;Öt év a korkülönbség közöttünk.
