Finnish;English;hungarian
Merkitsen tussilla, mitä laatikko sisältää.;I mark what's inside the box with a marker.;Jelölővel megjelölöm, hogy mit tartalmaz a doboz.
Kaikki kaapit ovat tyhjät.;All the cupboards are empty.;Minden szekrény üres.
Missä laatikossa on aterimet?;In which box is the cutlery?;Melyik fiókban vannak az evőeszközök?
Tässä laatikossa on pyyhkeitä.;This box contains towels.;Ebben a dobozban törölközők vannak.
Pakkasitko lasit jo?;Did you already pack the glasses?;Bepakoltad már a szemüveged?
Kanna tuo laatikko kylpyhuoneeseen!;Carry that box to the bathroom!;Vidd a dobozt a fürdőszobába!
Huomenna muutetaan!;We move house tomorrow!;Holnap változunk!
Haluan tilata muuttosiivouksen.;I want to book a moving-out cleaning.;Költöztető takarítást szeretnék rendelni.
Hoidan loppusiivouksen itse.;I'm taking care of the moving-out cleaning myself.;A végső takarítást magam intézem.
Tarvitsen kantoapua.;I need help carrying stuff.;Segítségre van szükségem a szállításhoz.
Auttaisitko minua muutossa?;Could you help me move?;Segítenél megváltozni?
Autoin kaveriani muutossa.;I helped my friend move.;Költözés közben vezettem a barátomat.
Tarvitsetko apua muutossa?;Do you need help in the move?;Segítségre van szüksége a költözésben?
Muuttopäivämme on kuukauden viimeinen päivä.;Our moving day is the last day of the month.;Költözési napunk a hónap utolsó napja.
Sattuuko sinulla olemaan peräkärryä?;You don't happen to have a trailer, do you?;Véletlenül van trailered?
