Finnish;English;Hungarian
Miten lämpötila vaikuttaa asuntoihin?;How does the temperature affect housing?;Milyen hatással van a hőmérséklet a lakásokra?
Miten nykyteknologia auttaa meitä huonolla säällä?;How does modern technology help us in bad weather?;Miben segít a modern technológia rossz időben?
Millaisia vakavia hätätilanteita sää voi aiheuttaa?;What serious emergencies can the weather cause?;Milyen súlyos vészhelyzeteket okozhat az időjárás?
Miten myrskyyn voi varautua?;How can you prepare for a storm?;Hogyan lehet felkészülni egy viharra?
Miten voi pysyä turvassa myrskyn aikana?;How can one stay safe during a storm?;Hogyan lehet biztonságban maradni vihar idején?
Miten voi pysyä turvassa hirmumyrskyn aikana?;How can one stay safe during a hurricane?;Hogyan lehet túlélni egy hurrikánt biztonságosan?
Miten äärimmäisiin sääolosuhteisiin valmistaudutaan?;How do people prepare for extreme weather?;Hogyan készülnek fel az emberek szélsőséges időjárásra?
Mitä hyötyä sateesta on ihmisille ja luonnolle?;What is the use of rain for people and nature?;Milyen haszna van az esőnek az emberek és a természet számára?
Miten tuuli syntyy?;How does wind form?;Hogyan keletkezik a szél?
Miten sateenkaari syntyy?;How does a rainbow form?;Hogyan jön létre a szivárvány?
Osaatko selittää, miten veden kiertokulku etenee?;Can you explain how the water cycle progresses?;El tudod magyarázni, hogyan zajlik a víz körforgása?
Mitä ilmastonmuutos tarkoittaa?;What does climate change mean?;Mit jelent a klímaváltozás?
Miten ilmastonmuutos vaikuttaa säähän?;How does climate change affect the weather?;Miként befolyásolja az éghajlatváltozás az időjárást?
Tiedätkö mielenkiintoisia myyttejä säästä?;Do you know any interesting myths about weather?;Ismersz érdekes mítoszokat az időjárásról?
Miten meteorologit ennustavat säätä?;How do meteorologists predict the weather?;Hogyan jósolják meg a meteorológusok az időjárást?
Miksi säätä on vaikeaa ennustaa?;Why is it difficult to predict the weather?;Miért nehéz megjósolni az időjárást?
Mikä nykyteknologian rooli on sään ennustamisessa?;What is the role of modern technology in weather forecasting?;Mi a modern technológia szerepe az időjárás előrejelzésében?
Analysoi tarkan sääennusteen merkitystä!;Analyze the importance of accurate weather forecasting!;Elemezd a pontos időjárás-előrejelzés jelentőségét!
Millä tavoilla sää vaikuttaa valtioiden talouteen?;In what ways does the weather affect the economy of countries?;Milyen módokon befolyásolja az időjárás az országok gazdaságát?
Pohdi sään vaikutusta globaaliin politiikkaan!;Consider the impact of weather on global politics!;Gondold át az időjárás hatását a globális politikára!
Miten äärimmäiset sääolosuhteet vaikuttavat infrastruktuuriin?;How do extreme weather situations affect infrastructure?;Hogyan hatnak a szélsőséges időjárási helyzetek az infrastruktúrára?
Miten asenteet säätä kohta eroavat maailmanlaajuisesti?;How do attitudes towards the weather differ worldwide?;Hogyan különböznek az időjáráshoz való hozzáállások világszerte?
Erittele ilmastonmuokkauksen eettiset vaikutukset!;Break down the ethical implications of climate modification!;Részletezd az éghajlat-módosítás etikai következményeit!
Miten kaupunkikehitys vaikuttaa paikallisiin sääolosuhteisiin?;How does urban development affect local weather phenomena?;Miként befolyásolja a városfejlődés a helyi időjárási jelenségeket?
Miten ilmastonmuutos vaikuttaa luonnon monimuotoisuuteen?;How does climate change affect biodiversity?;Hogyan hat a klímaváltozás a biológiai sokféleségre?
Miten säällä on ollut vaikutusta historiallisiin tapahtumiin?;How has the weather affected historical events?;Milyen hatással volt az időjárás történelmi eseményekre?
Pohdi sään roolia historiallisissa tapahtumissa!;Consider the role of weather in historical events!;Fontold meg az időjárás szerepét a történelmi eseményekben!
Miten uusiutuvat energialähteet riippuvat säästä?;How do renewable energy sources depend on weather?;Mennyire függenek a megújuló energiaforrások az időjárástól?
Miten pysyvän jääpeitteen sulaminen vaikuttaa maailman säähän?;How does the melting of the ice cap affect the world's weather?;Hogyan befolyásolja a jégtakaró olvadása a világ időjárását?
Pohdi metsäkadon vaikutuksia säähän ja ilmastoon!;Consider the effects of deforestation on the weather and climate!;Gondold át az erdőirtás hatásait az időjárásra és a klímára!
Miten ilmastonmuutosta voidaan hillitä?;How can climate change be curbed?;Hogyan lehet mérsékelni a klímaváltozást?
Ovatko teollisuusmaat vastuussa ilmastonmuutoksesta?;Are industrialized countries responsible for climate change?;Felelősek-e az iparosodott országok a klímaváltozásért?
Miten tehokkaita nykyiset strategiat ilmastonmuutoksen hillitsemiseksi ovat?;How effective are the current strategies to curb climate change?;Mennyire hatékonyak a jelenlegi stratégiák a klímaváltozás mérséklésére?
Pohdi kansainvälisen yhteistyön roolia ilmastonmuutoksen torjumiseksi!;Consider the role of international cooperation in combating climate change!;Fontold meg a nemzetközi együttműködés szerepét a klímaváltozás elleni küzdelemben!
