Finnish;English;Hungarian
Millaisia vaaroja ukonilma voi aiheuttaa?;What dangers can thunderstorms cause?;Milyen veszélyeket okozhat a vihar?
Millaisia vaaroja Internetissä voit kohdata?;What kinds of dangers can you face on the Internet?;Milyen veszélyekkel találkozhatsz az interneten?
Millaisia vaaroja kemikaalit voivat aiheuttaa?;What kinds of dangers can chemicals cause?;Milyen veszélyeket okozhatnak a vegyszerek?
Kumpi on vaarallisempi paikka: metsä vai kaupunki?;Which is the more dangerous place: the forest or the city?;Melyik a veszélyesebb hely: az erdő vagy a város?
Kumpi on vaarallisempi: kesä vai talvi?;Which is more dangerous: summer or winter?;Melyik veszélyesebb: a nyár vagy a tél?
Millaisia vaaroja voi kohdata kadulla?;What kind of dangers can you face in the street?;Milyen veszélyekkel találkozhatsz az utcán?
Millaisia vaaratilanteita voit kohdata matkustaessasi?;What kind of hazards can you face while traveling?;Milyen veszélyhelyzetekkel találkozhatsz utazás közben?
Millaisia vaaroja matkailijat kohtaavat lentokentällä?;What kinds of dangers travelers face at the airport?;Milyen veszélyekkel szembesülnek az utazók a repülőtéren?
Millaisia vaaroja matkailija saattaa kohdata hotellissa?;What kinds of dangers can a traveler face in a hotel?;Milyen veszélyek érhetik az utazót a szállodában?
Millaisia vaaroja turisti saattaa kohdata rannalla?;What kinds of dangers can a tourist face on the beach?;Milyen veszélyek fenyegethetik a turistát a strandon?
Millaiset vaarat uhkaavat ikäihmisiä?;What kinds of dangers threaten the elderly?;Milyen veszélyek fenyegetik az időseket?
Millaisia vaaroja jalankulkija kohtaa liikenteessä?;What kinds of dangers does a pedestrian face in traffic?;Milyen veszélyekkel szembesül a gyalogos a forgalomban?
Milloin liikenteessä on erityisen vaarallista?;When is traffic especially dangerous?;Mikor különösen veszélyes a közlekedésben?
Kuka on eniten vaarassa liikenteessä?;Who is in the most danger in traffic?;Ki van leginkább veszélyben a közlekedésben?
Millaisia vaaroja autonkuljettaja kohtaa?;What kinds of dangers does a driver face?;Milyen veszélyekkel találkozik az autóvezető?
Millaisia vaaroja saatat kohdata metsässä?;What kinds of dangers could you face in the forest?;Milyen veszélyekkel találkozhatsz az erdőben?
Miten voidaan parantaa päiväkodin turvallisuutta?;How can the safety of a kindergarten be improved?;Hogyan lehet javítani az óvoda biztonságát?
Mitä vaaroja lapset kohtaavat matkalla kouluun?;What dangers do children face on the way to school?;Milyen veszélyek fenyegetik a gyerekeket az iskolába menet?
Voivatko koulut olla vaarallisia?;Can schools be dangerous?;Lehetnek veszélyesek az iskolák?
Miten lapsia voidaan suojata vaaroilta?;How can children be protected from danger?;Hogyan védhetők meg a gyerekek a veszélyektől?
Millaiset vaarat on vaikeaa tunnistaa etukäteen?;What kinds of dangers are hard to identify in advance?;Mely veszélyeket nehéz előre felismerni?
Onko mahdollista välttyä vaaroilta kokonaan?;Is it possible to avoid dangers completely?;Lehet-e teljesen elkerülni a veszélyeket?
Miten pelko suojaa meitä vaaroilta?;How does fear protect us from danger?;Hogyan véd meg minket a félelem a veszélyektől?
