Finnish;English;hungarian
Suihkun hana tiputtaa.;The shower tap drips.;Csöpög a zuhany csaptelep.
Suihku tiputtaa vettä suihkun jälkeen.;The shower keeps dripping after usage.;A zuhany zuhanyozás után csöpög a víz.
Suihkun veden lämpötila vaihtelee.;The shower water temp varies.;A zuhanyvíz hőmérséklete változó.
Suihkuletku vuotaa.;The shower hose is leaking.;A zuhanycső szivárog.
Suihkun viemäri on tukossa.;The shower drain is clogged.;A zuhany lefolyója el van dugulva.
WC on rikki. Vessa on rikki.;The toilet is broken.;A WC elromlott. A WC elromlott.
Vessanpönttö vuotaa vettä.;The toilet bowl is leaking water.;A WC csészéből szivárog a víz.
Vessanpönttö lorisee.;The toilet gurgles.;A vécé öblít.
Vessanpönttö on haljennut.;The toilet bowl has cracked.;A wc csésze megrepedt.
Vessa vetää koko ajan.;The toilet keeps running.;A vécé állandóan öblít.
Vettä valuu pyttyyn koko ajan.;Water keeps running in the toilet all the time.;A víz folyamatosan folyik a tócsába.
Asunnossa on homeen hajua.;There's a moldy smell in the apartment.;A lakásban penészszag van.
Laattasaumoissa on hometta.;There mold in the tile seams.;A csempe illesztéseiben penész található.
Katossa on hometta.;There's mold on the ceiling.;A mennyezeten penész van.
Kylpyhuoneessa on hometta.;There's mold in the bathroom.;A fürdőszobában penész van.
Kylpyhuoneessa on kosteusvaurio.;The bathroom has moisture damage.;A fürdőszobában nedvességkár keletkezett.
Asunnossa haisee.;The apartment smells.;A lakás illatos.
Asunnossa on viemärinhaju.;There's a sewage smell in the apartment.;Csatorna szaga van a lakásban.
Asunnossa on outo haju.;There's a weird smell in the apartment.;Furcsa szag van a lakásban.
Hajut eivät poistu asunnosta.;Odors won't leave the apartment.;A szagok nem hagyják el a lakást.
Paistokäryt eivät poistu asunnosta.;Cooking smells won't clear up.;A sütőkocsik nem hagyják el a lakást.
Paistokäryt leviävät koko asuntoon.;Cooking smells spread through the apartment.;A sütőkocsik szétterültek az egész lakásban.
Huoneilma on tunkkaista.;The room air is stuffy.;A szoba levegője fülledt.
Ilmanvaihto ei toimi normaalisti.;Ventilation doesn't work properly.;A szellőztetés nem működik megfelelően.
Ilma ei vaihdu riittävästi.;The air doesn't circulate enough.;A levegő nem változik kellőképpen.
Porraskäytävästä tulee hajuja.;There are odors coming form the stairwell.;A lépcsőházból szagok áradnak.
Rappukäytävässä haisee.;It stinks in the stairwell.;A lépcsőház szaga van.
Ilmastointikanavista tippuu vettä.;Water drips from the ventilation ducts.;Víz csöpög a légkondicionáló csatornáiból.
Asunnossa on huono sisäilma.;The apartment has poor indoor air.;A lakásban rossz a belső levegő.
Vaatekaapissa on turkiskuoriaisia.;There are fur beetles in the wardrobe.;A gardróbban szőrbogarak vannak.
Asunnossa on lutikoita.;There are bedbugs in the apartment.;Poloskák vannak a lakásban.
Talossa on torakoita.;There are cockroaches in the house.;Csótányok vannak a házban.
Asunnossa vilisee koiperhosia.;There are lots of moths in the apartment.;A lakásban molyok zümmögnek.
Talossa on hiiriä.;There are mice in the building.;Egerek vannak a házban.
Näin rotan asunnossa.;I saw a rat in the apartment.;Láttam egy patkányt a lakásban.
Keittiössä on banaanikärpäsiä.;There are fruit flies in the kitchen.;A konyhában banánlegyek vannak.
Astianpesukoneeseen ei tule vettä.;The dishwasher doesn't get water.;Nincs víz a mosogatógépben.
Jääkaappi vuotaa vettä.;The refrigerator leaks.;A hűtőből szivárog a víz.
Jääkaapin alla on vettä.;There's water underneath the fridge.;Víz van a hűtő alatt.
Jääkaappi lakkasi toimimasta.;The fridge stopped working.;A hűtő leállt.
Jääkaapin sisälle keräytyy vettä.;Water builds up inside the fridge.;A víz összegyűlik a hűtőszekrény belsejében.
Jääkaapin valo ei pala.;The fridge light doesn't work.;A hűtő lámpája nem világít.
Jääkaappi pitää kovaa ääntä.;The fridge makes loud noises.;A hűtőszekrény hangos zajt ad.
Jääkaappi pitää kovaa meteliä.;The fridge is really noisy.;A hűtőszekrény nagy zajt ad.
Pakastin vuotaa.;The freezer is leaking.;A fagyasztó szivárog.
Pakastimen alla on vettä.;There's water underneath the freezer.;Víz van a fagyasztó alatt.
Pakastimen ovi ei pysy kiinni.;The freezer door won't stay shut.;A fagyasztó ajtaja nem marad zárva.
Liesi ei mene päälle.;The stove doesn't work.;A tűzhely nem kapcsol be.
Liesi ei lämpene kunnolla.;The stove won't heat properly.;A tűzhely nem melegszik fel megfelelően.
Hellan levyt eivät lämpene.;The stove plates won't heat up.;A Hella tányérjai nem melegszenek fel.
Nettiyhteys on hidas.;The internet connection is slow.;Az internetkapcsolat lassú.
Wifi ei toimi.;The wifi doesn't work.;Wifi nem működik.
Nettiyhteys ei toimi lainkaan.;The internet connection doesn't work at all.;Az internetkapcsolat egyáltalán nem működik.
