Finnish;English;Hungarian
Ostin puhelimen noin vuosi sitten.;I bought the phone about a year ago;Kb. egy éve vettem a telefont.
Tämä on hyvä peruspuhelin.;This is a good basic phone;Ez egy jó alaptelefon.
Puhelin riittää peruskäyttöön paremmin kuin hyvin.;This phone is more than good enough for basic use;Ez a telefon több mint elég alaphasználatra.
Olen ollut (todella) tyytyväinen tähän puhelimeen.;I have been (very) satisfied with this phone;Nagyon elégedett vagyok ezzel a telefonnal.
Akku kestää todella pitkään.;The battery lasts a really long time;Az akku nagyon sokáig bírja.
Akku kestää neljäkin päivää.;The battery can last even four days;Az akku akár négy napig is bírja.
Tämä on paras puhelin ikinä!;This is the best phone ever!;Ez a valaha volt legjobb telefonom!
Pidän erityisesti suuresta näytöstä.;I especially like the large screen;Különösen szeretem a nagy kijelzőt.
Kameran laatu on todella huono.;The quality of the camera is really bad;A kamera minősége nagyon rossz.
Kameran laatu on aika huono.;The quality of the camera is kind of bad;A kamera minősége elég gyenge.
Suosittelen tehokkaampaa puhelinta.;I recommend (getting) a more powerful phone;Erősebb telefont ajánlok.
En suosittele tätä puhelinta.;I don't recommend this phone;Nem ajánlom ezt a telefont.
En (todellakaan) suosittelisi tätä puhelinta.;I (definitely) wouldn't recommend this phone;Ezt a telefont (egyáltalán) nem ajánlanám.
hinta;price;ár
hintaluokka;price range;árkategória
laatu;quality;minőség
hinta-laatusuhde;value for money;ár-érték arány
nopeus;speed;sebesség
koko;size;méret
akun kesto;battery life;akkumulátor élettartam
kestävyys;durability;tartósság
suorituskyky;performance rate;teljesítmény
tallennustila;storage space;tárhely
muisti;memory;memória
RAM-muisti;RAM;RAM
tarkkuus;accuracy;pontosság
resoluutio;resolution;felbontás
pikseli;pixel;pixel
2400 x 1080 pikseliä;2400 x 1080 pixels;2400 x 1080 pixel
megapikseli;megapixel;megapixel
12 megapikseliä;12 megapixels;12 megapixel
6 tuumaa;6 inches;6 hüvelyk
kuvasuhde;aspect ratio;képarány
käyttöjärjestelmä;operating system;operációs rendszer
käyttöliittymä;user interface;felhasználói felület
kasvojen tunnistus;facial recognition;arcfelismerés
sormenjälkilukija;fingerprint reader;ujjlenyomat-olvasó
iirisskanneri;iris scanner;írisz szkenner
vedenkestävä;waterproof;vízálló
pölyn kestävä;dust resistant;pornak ellenálló
pikalataus;quick charge;gyorstöltés
langaton lataus;wireless charging;vezeték nélküli töltés
Wi-Fi / wifi;Wi-Fi;Wi-Fi
verkkoyhteys;network connection;hálózati kapcsolat
paikannusjärjestelmä;positioning system;helymeghatározó rendszer
GPS-järjestelmä;GPS system;GPS-rendszer
Bluetooth;Bluetooth;Bluetooth
päivitys;update;frissítés
