Finnish;English;hungarian
Mene vaikka kasinelosella.;Go [with number 84] for example.;Menj a kaszinóba.
Mitä bussia odotat?;What bus are you waiting for?;Milyen buszra vársz?
Odotan ykköstä.;I'm waiting [for number 1].;Várom az első számot.
Odotan viisnollakutosta.;I'm waiting [for number 506].;Alig várom az ötödiket.
Odotan seiskaseiskaa.;I'm waiting [for number 77].;Várom a stagnálást.
Odotan kolme-aa:ta.;I'm waiting [for 3A].;Várom a három-AA AA-t.
Odotatko sinäkin kaksykköstä?;Are you waiting [for number 21] as well?;Ön is ikerre számít?
Ysi on aina myöhässä.;[Number 9] is always late.;Az YSI mindig késik.
Onko kasi jo mennyt?;Has [number 8] gone already?;A kaszt már eltűnt?
Millä bussilla tuut (tulet)?;With what bus are you coming?;Milyen busz vagy (jössz)?
Tulen kaksykkösellä.;I'm coming [with bus number 21].;Kakykkönennel jövök.
Tulen viiskasilla.;I'm coming [with number 58].;Gonoszul jövök.
Tulen satakaks-teellä.;I'm coming [with 102T].;Sataakaks -ból jöttem.
Sinne ei pääse kolme-hoolla.;You can't get there [with number 3H].;Nem juthat el oda három hoo.
Nyt se tulee. (Tampere: Nysse tulee.);There it is (the bus is approaching).;Most jön. (Tampere: Nysse jön.)
Seittemänkaksneljä on tulossa.;[Number 724] is coming.;Jön Seittemänkennel.
Monelta kaksiseiska menee?;At what time does [number 27] go?;Sokak számára a két mag?
Monelta lähtee kakskakkonen?;At what time does [number 22] leave?;Sokan hagynak kettőt?
Bussi tulee.;The bus is coming.;Jön a busz.
Bussi on täynnä.;The bus is full.;A busz tele van.
Bussiin ei mahdu enää ketään.;Nobody can fit on the bus anymore.;Senki sem fér el a buszon.
Siirtykää taaksepäin!;Move closer to the back (of the bus)!;Mozogj vissza!
Tiivistäkää!;Move closer to one another!;Pecsét!
Tiivistäkää että muutkin mahtuu.;Squeeze up so other can fit!;Zárja be, hogy mások illeszkedjenek.
Tekisitkö vähän tilaa?;Would you make some space?;Keressen egy kis helyet?
Pääsisinkö tästä ohi?;Could I get past here?;Eljuthatok?
Pääsisinkö tästä pois?;Could I get away from here?;Kijuthatok ebből?
Jäisin tässä.;I'm getting off here.;Itt maradnék.
Jäisin seuraavalla (pysäkillä).;I'm getting off at the next stop.;A következőnél maradnék (stop).
Haluaisin ladata kortille 20 euroa.;I would like to charge 20 euros to my card.;Szeretnék letölteni 20 dollárt a kártyára.
Haluaisin ladata kortille 30 päivää.;I would like to charge 30 days to my card.;Szeretném letölteni a kártyát 30 napra.
Ollaanko perillä?;Have we arrived?;Ott vagyunk?
