Finnish;English;Hungarian
murskata tabletti;to crush the tablet crush pill;tablettát összetör
puolittaa tabletti;to halve the tablet split pill;tablettát félbe vág
sekoittaa;to mix stir;kever
laimentaa;to dilute dilute;hígít
nostaa annosta;to increase the dose raise dosage;emelni az adagot
aloittaa uusi lääke;to start a new medication initiate treatment;új gyógyszert elkezdeni
lopettaa lääkkeen käyttö;to stop using a medication discontinue use;abbahagyja a gyógyszer szedését
vähentää annosta;to reduce the dose lower dose;csökkenteni az adagot
käyttää väärää lääkettä;to use wrong medication take wrong medicine;rossz gyógyszert használni
lääke tehoaa;the medicine takes effect the drug works;a gyógyszer hat
lääke vaikuttaa;the medicine affects the drug impacts;a gyógyszer hatással van
lääke imeytyy;the medicine is absorbed absorption;a gyógyszer felszívódik
annos;dose dosage;mennyiség
annostus, annostelu;dosage dosing, dosing dispensing;adagolás
kerta-annos;single dose one-off dose;egyszeri adag
vuorokausiannos;daily dose daily intake;napi adag
1-2 tippaa päivässä;1-2 drops a day one to two drops per day;naponta 1-2 csepp
1-2 tippaa 4 kertaa päivässä;1-2 drops 4 times a day four times daily;1-2 csepp naponta 4-szer
1-2 tablettia iltaisin;1-2 tablets in the evening evening dose;1-2 tabletta esténként
1 tabletti aamuisin;1 tablet in the morning morning pill;1 tabletta reggelente
1 tabletti kahdesti päivässä;1 tablet twice a day twice daily dose;1 tabletta kétnaponta
1 tabletti 3 kertaa päivässä;1 tablet 3 times a day thrice daily;1 tabletta naponta 3-szor
1 tabletti kerran vuorokaudessa;1 tablet once a day once daily;1 tabletta naponta egyszer
2 tablettia 1-2 kertaa vuorokaudessa;2 tablets 1-2 times a day up to 2 tablets daily;2 tabletta 1-2-szer naponta
3 tippaa päivässä;3 drops a day three drops a day;3 csepp naponta
korkeintaan 3 kertaa päivässä;maximum 3 times a day at most three times daily;napi max 3 alkalommal
10-30 millilitraa päivässä;10-30 milliliters per day 10-30 mL daily;10-30 milliliter naponta
viikon ajan;for a week for one week;egy hétig
10 päivän ajan;for 10 days ten-day period;10 napig
tarvittaessa;if necessary as needed;szükség esetén
aterian jälkeen;after a meal post-meal;étkezés után
aterian yhteydessä;with a meal with food;étkezés közben
ennen ateriaa;before a meal pre-meal;étkezés előtt
nieltävä kokonaisena;needs to be swallowed whole swallow whole;egészen le kell nyelni
pureskeltava;needs to be chewed must be chewed;rágni kell
käytettävä loppuun;needs to be used completely finish full course;teljesen el kell használni
otettava tyhjään mahaan;needs to be taken on an empty stomach on empty stomach;éhgyomorra kell bevenni
säilytettävä huoneenlämmössä;store at room temperature room-temp storage;szobahőmérsékleten tárolandó
säilytettävä jääkaapissa;store in fridge refrigerate;hűtőben tárolandó
säilytettävä kylmässä;must be kept cold keep cold;hidegen tárolandó
ravistettava ennen käyttöä;shake before use shake well;használat előtt fel kell rázni
Missä on lähin apteekki?;Where is the nearest pharmacy/drugstore? nearest chemist?;Hol van a legközelebbi patika?
Miten voin olla avuksi?;How can I help you? what can I do for you?;Miben segíthetek?
Etsitkö jotain tiettyä?;Are you looking for something in particular? searching for anything?;Valamit keres esetleg?
Ota vuoronumero, jos tarvitset reseptilääkkeitä.;Take a queue ticket if you need prescription drugs.;Vegye ki a sorszámot, ha vényköteles gyógyszert szeretne!
Otitko jo vuoronumeron?;Did you already take a queue number?;Kivette már a sorszámot?
Mistä voin ottaa vuoronumeron?;Where can I take a queue number?;Hol tudok sorszámot kérni?
Minun pitäisi saada tämä resepti.;I would like to get this prescription.;Szeretném megkapni ezt a receptet.
Lääke on loppu.;The medicine has run out.;A gyógyszer kifogyott.
Lääke on tilapäisesti loppu.;The medicine is temporarily out of stock.;A gyógyszer ideiglenesen elfogyott.
Tätä lääkettä ei saa Suomesta.;This medicine is not available in Finland.;Ez a gyógyszer nem kapható Finnországban.
Lääkettä saa vain reseptillä.;The medicine can only be obtained with a prescription.;A gyógyszer csak receptre kapható.
Kipulääkkeitä saa ilman reseptiä.;Painkillers are available without a prescription.;Fájdalomcsillapító recept nélkül kapható.
Melatoniinia voi saada ilman reseptiä.;Melatonin can be obtained without a prescription.;A melatonint recept nélkül is be lehet szerezni.
Näyttäisitkö kelakorttisi?;Could you show your Finnish social security card?;Meg tudná mutatni a TAJ-kártyáját?
Onko sinulla kelakortti mukana?;Do you have your social security card with you?;Magánál van a TAJ-kártyája?
Onko teillä kelakortti mukana?;Do you have your social security card with you? (polite);Náluk van a TAJ-kártyájuk?
Mitä lääkettä olisit hakemassa?;What medicine would you like to get?;Milyen gyógyszert szeretne kérni?
Lääkäri on määrännyt tätä lääkettä.;The doctor has prescribed this medicine.;Az orvos ezt a gyógyszert írta fel.
Lääkäri on määrännyt teille antibioottikuurin.;The doctor has prescribed you a course of antibiotics.;Az orvos antibiotikumkúrát írt fel Önnek.
Oletko ennen ottanut tätä lääkettä?;Have you taken this medicine before?;Szedi már korábban ezt a gyógyszert?
Onko lääke entuudestaan tuttu?;Are you familiar with this medicine?;Ismeri már ezt a gyógyszert?
Onko tämä ennestään tuttu lääke?;Is this a drug you are familiar with?;Ez a gyógyszer ismerős Önnek?
Tyypillinen haittavaikutus on pahoinvointi.;A typical side effect is nausea.;Jellegzetes mellékhatás a hányinger.
Lääkettä voi ostaa enintään 30 tablettia.;You can purchase up to 30 tablets.;Legfeljebb 30 tablettát vásárolhat.
Kuinka monta pakettia haluaisit?;How many packs would you like?;Hány dobozzal szeretne?
Otatko yhden paketin?;Will you take one pack?;Kér egy dobozzal?
Resepti on loppu.;The prescription has run out.;A recept kifogyott.
Resepti ei ole enää voimassa.;The prescription is no longer valid.;A recept már nem érvényes.
Lääkärin täytyy uusia tämä resepti.;Your physician will need to renew this prescription.;Az orvosnak meg kell újítania ezt a receptet.
Muista uusia resepti.;Remember to renew the prescription.;Ne felejtse el megújítani a receptet.
Meillä ei ole tätä lääkettä varastossa.;We don't have this medicine in stock.;Nincs készleten ez a gyógyszer.
Meidän täytyy tilata tämä lääke.;We need to order this medicine.;Megrendelést kell leadnunk erre a gyógyszerre.
Voimme tilata lääke huomiseksi.;We can order the medicine by tomorrow.;Le tudjuk rendelni a gyógyszert holnapra.
Tästä lääkkeestä ei saa Kela-korvausta.;This medicine isn't reimbursed by Kela.;Erre a gyógyszerre nem jár támogatás.
Lääke ei ole enää Kela-korvattava.;The medicine is no longer reimbursable.;Ez a gyógyszer már nem támogatott.
Lääke kannattaa ottaa illalla.;This medicine should be taken in the evening.;Ezt a gyógyszert este ajánlott bevenni.
Ota lääke joka päivä samaan aikaan.;Take the medicine daily at the same time.;Vegye be a gyógyszert minden nap ugyanabban az időben.
Älä ota lääkettä tyhjään vatsaan.;Don't take the medicine on an empty stomach.;Ne vegye be üres gyomorra.
Ota lääke tyhjään mahaan.;Take the medicine on an empty stomach.;Üres gyomorra vegye be.
Ota lääkettä 30 minuuttia ennen ateriaa.;Take the medicine 30 minutes before a meal.;Étel előtt 30 perccel vegye be.
Ota lääke runsaan veden kera.;Take it with plenty of water.;Bő vízzel vegye be.
Ota kuuri loppuun.;Complete the course.;Fejezze be a kúra szedését.
Käytä lääke loppuun.;Use up all medication.;Használja el a teljes gyógyszert.
Anna tabletti liueta kielen alla.;Allow the tablet to dissolve under the tongue.;Hagyja, hogy a tabletta feloldódjon a nyelv alatt.
Anna tabletti liueta suussa.;Allow the tablet to dissolve in your mouth.;Hagyja, hogy a tabletta feloldódjon a szájában.
Liuota jauhe veteen.;Dissolve the powder in water.;Oldja fel a port vízben.
Älä käytä valmistetta jos olet allerginen.;Don't use this medicine if you're allergic.;Ne használja a készítményt, ha allergiás rá.
Älä ota alkoholia tämän lääkkeen kanssa.;Don't take alcohol with this medicine.;Ne fogyasszon alkoholt ezzel a gyógyszerrel együtt.
Älä juo alkoholia hoidon aikana.;Don't drink alcohol during the treatment.;A kezelés alatt ne igyon alkoholt.
Lääke maistuu pahalta.;The medicine tastes bad.;A gyógyszer rossz ízű.
Lääke maistuu mustaherukalle.;The medicine tastes like blackcurrants.;A gyógyszer feketeribizli ízű.
Tämä on kolmiolääke.;This medicine affects the central nervous system.;Ez egy háromszög-jelzésű gyógyszer (KIR-re hat).
Tämä lääke voi aiheuttaa tokkuraisuutta.;This medicine can cause drowsiness.;Ez a gyógyszer álmosságot okozhat.
Näitä tabletteja ei saa murskata.;These tablets should not be crushed.;Ezeket a tablettákat nem szabad összetörni.
Näitä tabletteja ei saa puolittaa.;These tablets should not be halved.;Ezeket a tablettákat nem szabad félbevágni.
Näitä tabletteja ei saa halkaista.;These tablets should not be split.;Ezeket a tablettákat nem szabad szétosztani.
Voinko muuten olla avuksi?;Is there something else I can help you with?;Tudok még valamiben segíteni?
Tarvitsisitko jotain muuta?;Is there anything else you need?;Szüksége van még valamire?
koostumus;composition;összetétel
pakkaus;packaging;csomagolás
jakelu;distribution;elosztás
lääkkeen teho;drug efficacy;a gyógyszer hatékonysága
lääkkeen vaikutus;effect of the drug;a gyógyszer hatása
oire;symptom;tünet
vieroitusoire;withdrawal symptom;elvonási tünet
sivuvaikutus;side effect;mellékhatás
haittavaikutus;adverse effect;káros mellékhatás
vakava haittavaikutus;serious adverse reaction;súlyos mellékhatás
odottamaton haittavaikutus;unexpected adverse drug reaction;váratlan gyógyszerreakció
lääkkeiden yhteisvaikutus;drug interaction;gyógyszerkölcsönhatás
hoidon kesto;duration of treatment;kezelés időtartama
lääkkeiden käyttö;use of drugs;gyógyszerek használata
oikea käyttö;correct use;helyes használat
virheellinen käyttö;incorrect use;helytelen használat
alikäyttö;underuse;elégtelen használat
haitallinen yhteiskäyttö;co-medication;káros együttes használat
ylikäyttö;overuse;túlhasználat
väärinkäyttö (huumaustarkoituksessa);drug abuse;kábítószer-visszaélés
yliannostus;overdose;túladagolás
riippuvuus;addiction;függőség
lääkeriippuvuus;addiction to medication;gyógyszerfüggőség
allerginen reaktio;allergic reaction;allergiás reakció
lääkevahinko;drug damage;gyógyszer okozta kár
puoliintumisaika;half-life;felezési idő
lääkeaineen pitoisuus elimistössä;concentration of the drug in the body;gyógyszer koncentrációja a szervezetben
toleranssi, sietokyky;tolerance;tolerancia
(bakteerin) vastustuskyky;(bacterial) resistance;(bakteriális) rezisztencia
vasta-aine;antibody;ellenanyag
