Finnish;English;Hungarian
Kolmeksi tunniksi.;For three hours.;Három órára.
Missä ajassa laihduit 10 kiloa?;In how much time did you lose 10 kilos?;Mennyi idő alatt fogytál 10 kilót?
Kuukaudessa.;In / Under a month.;Egy hónap alatt.
Viikossa.;In a week.;Egy hét alatt.
Kahdessa viikossa.;In two weeks.;Két hét alatt.
Missä ajassa ambulanssi saapuu?;In how much time will the ambulance arrive?;Mennyi idő alatt érkezik meg a mentő?
Kymmenessä minuutissa.;In ten minutes.;Tíz perc alatt.
Missä ajassa tentit tarkastetaan?;In how much time are the exams graded?;Mennyi idő alatt javítják ki a vizsgákat?
Kuukauden sisällä.;Within a month.;Egy hónapon belül.
Missä ajassa se pitää hakea?;In how much time must it be collected?;Mennyi idő alatt kell elhozni?
Kuudessa kuukaudessa.;In six months.;Hat hónap alatt.
Mihin mennessä täytyy maksaa laina takaisin?;By when must the loan be repaid?;Meddig kell visszafizetni a kölcsönt?
Toukokuun loppuun mennessä.;By the end of May.;Május végéig.
Mihin mennessä vastaukset täytyy jättää?;By when must the answers be submitted?;Meddig kell leadni a válaszokat?
Keskiyöhön mennessä.;By midnight.;Éjfélig.
Mihin mennessä opiskelupaikka on vastaanotettava?;By when must the study place be accepted?;Meddig kell elfogadni a felvételit?
Kolmanteen kesäkuuta mennessä.;By the 3rd of June.;Június harmadikáig.
Mihin mennessä läksyt pitää palauttaa?;By when must the homework be returned?;Meddig kell beadni a házit?
Kello kahteentoista mennessä.;By twelve o'clock.;Tizenkettőig.
Mihin mennessä homma pitää olla korjattu?;By when must the job be fixed?;Meddig kell kijavítani a dolgot?
Tiistaihin mennessä.;By Tuesday.;Keddig.
Mistä mihin lukukausi kestää?;From when to when does the semester last?;Mettől meddig tart a szemeszter?
Syyskuusta joulukuuhun.;From September to December.;Szeptembertől decemberig.
Mistä mihin kokous kestää?;From when to when does the meeting last?;Mettől meddig tart a megbeszélés?
Kolmesta viiteen.;From three to five.;Háromtól ötig.
Kuinka kauan olet täällä töissä?;How long are you working here?;Meddig dolgozol itt?
Maanantaista perjantaihin.;From Monday to Friday.;Hétfőtől péntekig.
Mistä mihin lomasi kestää?;From when to when does your vacation last?;Mettől meddig tart a szabadságod?
Tämän viikon alusta ensi viikon loppuun.;From the beginning of this week until the end of next week.;E hét elejétől a jövő hét végéig.
Mistä mihin opiskelit tänään?;From when to when did you study today?;Mettől meddig tanultál ma?
Aamusta iltaan.;From morning till evening.;Reggeltől estig.
Kuinka pitkän ajan päästä oireet häviävät?;After how long will the symptoms disappear?;Mennyi idő múlva múlnak el a tünetek?
Yhden viikon päästä.;In a week (1 week later).;Egy hét múlva.
Kuinka pitkän ajan päästä haluat minun muistuttavan siitä?;After how long do you want me to remind you of it?;Mennyi idő múlva emlékeztesselek rá?
Tunnin päästä.;In an hour.;Egy óra múlva.
Kahden viikon päästä.;In two weeks (2 weeks later).;Két hét múlva.
Milloin lomasi alkaa?;When does your vacation start?;Mikor kezdődik a szabadságod?
Kuukauden päästä.;In a month.;Egy hónap múlva.
Milloin saan tulla katsomaan sinua?;When may I come to see you?;Mikor jöhetek meglátogatni?
Kolmenkymmenen minuutin päästä.;In thirty minutes.;Harminc perc múlva.
