Finnish;English;hungarian
Olen raskaana! Meistä tulee vanhempia.;I'm pregnant! We're going to be parents.;Terhes vagyok! Szülőkké válunk.
Meitä on kohta kolme.;There will be three of us soon.;Körülbelül hárman vagyunk.
Tulin vahingossa raskaaksi.;I got pregnant accidentally.;Véletlenül teherbe estem.
Olemme yrittäneet lasta puolen vuoden ajan.;We've been trying for a baby for half a year.;Hat hónapja próbálkozunk gyerekkel.
Raskaaksi tuleminen on vaikeaa.;It's difficult to become pregnant.;Nehéz teherbe esni.
Käyn hedelmöityshoidoissa.;I'm going through fertility treatments.;termékenységi kezelésekre megyek.
Minua surettaa, etten voi saada lapsia.;I'm sad that I can't have children.;Elszomorít, hogy nem lehet gyerekem.
Munasolu irtoaa munasarjasta.;The egg detaches from the ovary.;A petesejt kiszabadul a petefészekből.
Siittiö tunkeutuu munasolun pintakerroksen läpi.;The sperm penetrates the surface layer of the egg.;A spermium áthatol a tojás felszíni rétegén.
Siittiö hedelmöittää munasolun.;The sperm fertilizes the egg.;A spermium megtermékenyíti a tojást.
Munasolu hedelmöittyy.;The egg gets fertilized.;A tojás megtermékenyül.
Hedelmöittynyt munasolu kulkee kohtuun.;The fertilized egg passes into the uterus.;A megtermékenyített petesejt a méhbe utazik.
Munasolu kiinnittyy kohdun limakalvolle.;The egg attaches to the lining of the uterus.;A tojás a méh nyálkahártyájához tapad.
raskaana;pregnant;terhes
raskaus;pregnancy;terhesség
olla raskaana;to be pregnant;gyerekkel lenni
odottaa vauvaa;to be expecting;babát vár
odottava äiti;expecting mother;egy várandós anya
sikiö;foetus;magzat
raskauskolmannes;trimester;terhesség trimeszterében
raskausviikko;week of pregnancy;terhességi hét
ensimmäinen raskauskolmannes;first trimester;első trimeszter
toinen raskauskolmannes;second trimester;második trimeszterben
kolmas raskauskolmannes;third trimester;harmadik trimeszterben
laskettu aika;due date;számított idő
äitiysneuvola;maternity clinic;szülészeti klinika
synnytystä edeltävä hoito;prenatal care;terhesgondozás
gynekologi;ob-gyn;nőgyógyász
ultraääni;ultrasound;ultrahang
ultraäänikuva;scan;ultrahang kép
sikiöikä;gestational age;terhességi kor
raskausdiabetes;gestational diabetes;terhességi cukorbetegség
lapsivesipunktio;amniotic fluid test;amniocentézis
raskausarpi;stretch mark;terhességi heg
raskauspahoinvointi;pregnancy nausea;terhességi hányinger
unettomuus;sleeplessness;álmatlanság
raskausmyrkytys;pre-emclampsia;preeclampsia
tehdä abortti;to abort;megszakítani
abortti, raskaudenkeskeytys;abortion;abortusz, terhesség megszakítása
aborttipilleri;abortion pill;az abortusztabletta
poliklinikka;abortion clinic;járóbeteg osztály
tunnistusranneke;identification bracelet;azonosító karkötő
foolihappo;folic acid;folsav
foolihappolisä;folic acid supplement;folsav kiegészítő
D-vitamiinilisä;vitamine D supplement;D-vitamin kiegészítő
Olen raskaana. Minusta tulee äiti.;I'm pregnant. I'm going to be a mother.;Terhes vagyok. anya leszek.
Tiesin heti olevani raskaana.;I immediately knew I was pregnant.;Azonnal tudtam, hogy terhes vagyok.
Odotan ensimmäistä lastani;I'm expecting my first child.;Első gyermekemet várom
Yritän salata raskauteni.;I'm trying to keep my pregnancy a secret.;Próbálom titkolni a terhességemet.
Milloin on laskettu aika?;When is the due date?;Mikor esedékes?
Laskettu aika on tammikuussa.;The due date is in January.;A számított időpont január.
Laskettu aikani on 24.7.;My due date is 24 / 7.;Számított időm 24.7.
Olen raskausviikolla 23.;I'm in my 23rd week of pregnancy.;23 hetes terhes vagyok.
Olen nyt ollut raskaana kaksi kuukautta.;I've currently been pregnant for two months.;Most két hónapos terhes vagyok.
Hän on viimeisillään raskaana.;She's at the end of her pregnancy.;Nagyon terhes.
Olin kauhuissani, kun tajusin olevani raskaana.;I was horrified when I realized I was pregnant.;Megrémültem, amikor rájöttem, hogy terhes vagyok.
Millainen raskaus on ollut tähän asti?;What's the pregnancy been like so far?;Milyen volt eddig a terhesség?
Miten olet jaksanut?;How have you been?;Hogy haladtál?
Millaisia raskausoireita sinulla on?;What kind of pregnancy symptoms do you have?;Milyen terhességi tüneteid vannak?
Rinnat / Tissit ovat tosi arat.;My breasts / boobs are really sensitive.;A mell / mell nagyon érzékeny.
Pissattaa koko ajan.;I have to pee all the time.;Állandóan bepisil.
Minua väsyttää jatkuvasti.;I'm constantly tired.;állandóan fáradt vagyok.
Pelkään, että vauvalle sattuu jotain.;I'm scared something will happen to the baby.;Félek, hogy valami történik a babával.
Himoitsen koko ajan suolakurkkuja.;I crave pickles all the time.;Állandóan savanyúságra vágyom.
Himoitsen jatkuvasti suklaata.;I constantly crave chocolate.;Állandóan csokira vágyom.
Raskauteni on ollut hyvin raskas.;My pregnancy has been very tough.;A terhességem nagyon nehéz volt.
Oksensin satoja kertoja raskauteni aikana.;I vomited hundreds of times during my pregnancy.;Több százszor hánytam a terhességem alatt.
Pahoinvointi on ollut aivan järkyttävää.;The nausea has been incredibly shocking.;A hányinger teljesen megdöbbentő volt.
Alussa minulla oli todella paha olo.;At the beginning I felt really bad.;Eleinte nagyon rosszul éreztem magam.
Jouduin sairaalaan raskausviikolla 18.;I was hospitalized in the 18th week of pregnancy.;A terhesség 18. hetében kellett kórházba kerülni.
Raskauteni on ollut helppo.;My pregnancy has been easy.;A terhességem könnyű volt.
Raskauteni on ollut helppo fyysisesti.;My pregnancy has been easy physically.;A terhességem fizikailag könnyű volt.
Raskauteni on ollut vaikea henkisesti.;My pregnancy has been difficult mentally.;A terhességem lelkileg nehéz volt.
Vauva potkii jo!;The baby is kicking already!;Már rugdos a baba!
Vauva lakkasi liikkumasta.;The baby stopped moving.;A baba abbahagyta a mozgást.
Saako vauva tarpeeksi happea?;Does the baby get enough oxygen?;Kap-e elég oxigént a baba?
Olen huolissani vauvan hyvinvoinnista.;I'm worried about the baby's well-being.;Aggódom a baba jóléte miatt.
Kaikki näyttää hyvältä ultrassa.;Everything is looking well in the scan.;Az ultrahangon minden rendben van.
Lihoin 20 kiloa raskauteni aikana.;I gained 20 kg during my pregnancy.;20 kilót híztam a terhesség alatt.
Haluatko tietää lapsesi sukupuolen etukäteen?;Do you want to know your child's gender in advance?;Szeretné előre tudni gyermeke nemét?
Tiedättekö kumpaa sukupuolta vauvanne on?;Do you know what gender your baby is?;Tudod a babád nemét?
Tuleeko tyttö vai poika?;Are you having a girl or a boy?;Lány vagy fiú lesz?
En halua tietää lapsen sukupuolta etukäteen.;I don't want to know the baby's gender in advance.;Nem akarom előre tudni a gyerek nemét.
En halua tietää, kumpi sieltä tulee.;I don't want to know which gender is coming.;Nem akarom tudni, melyik jön onnan.
Tiedän vauvan sukupuolen, mutta en paljasta sitä.;I know the sex of the baby, but I won't reveal it.;Tudom a baba nemét, de nem árulom el.
Olen varma, että sieltä tulee tyttö.;I'm sure it will be a girl.;Biztos vagyok benne, hogy lesz lány.
Oletteko jo miettineet nimiä?;Have you already thought about names?;Gondoltál már nevekre?
Kotimaassani nimi valitaan ennen syntymää.;In my country, the name is chosen before birth.;Hazámban a nevet születés előtt választják.
Emme ole vielä päättäneet nimiä.;We haven't decided the names yet.;Még nem döntöttünk a nevekről.
Haluan ensin nähdä, miltä vauva näyttää.;I first want to see what the baby looks like.;Először látni akarom, hogy néz ki a baba.
Nimi oli valmiina jo alusta asti.;The name has been ready since the beginning already.;A név kezdettől fogva készen volt.
Odotamme vauvaa jo kovasti.;We're looking forward to the baby so much.;Már nagyon várjuk a babát.
Tämä on ensimmäinen raskauteni.;This is my first pregnancy.;Ez az első terhességem.
Tämä on viimeinen raskauteni.;This is my last pregnancy.;Ez az utolsó terhességem.
Raskauteni ei ollut suunniteltu.;My pregnancy wasn't planned.;A terhességem nem volt tervezett.
Vauva kääntyi jo synnytysasentoon.;The baby already turned to the delivery position.;A baba már szülési pozícióba fordult.
Vauva on jo kääntynyt pää alaspäin.;The baby has already turned head down.;A baba már lehajtott fejjel.
sairaala;hospital;kórház
syntyä;to be born;megszületni
synnyttää;to give birth;medve
syntymä;birth;születés
synnytys;childbirth;szülés
synnyttäjä;mother (person giving birth);vajúdó
ensisynnyttäjä;first-time mother;elsőszülött
kätilö;midwife;bába
synnytyksen käynnistys;induction of labor;a szülés kezdete
käynnistää synnytys;to induce labor;szülést kezdeményezni
alatiesynnytys;vaginal birth;hüvelyi szülés
luonnollinen synnytys;natural birth;természetes szülés
spontaani;spontaneous;spontán
avustettu synnytys;assisted delivery;asszisztált szülés
perätilasynnytys;breech delivery;farfekvés szülés
vesisynnytys;water birth;vízi születés
keisarileikkaus;C-section;császármetszés
keskenmeno;miscarriage;vetélés
synnytyspelko;fear of childbirth;a szüléstől való félelem
lapsivesi;amniotic fluid;magzatvíz
lapsivedenmeno;water breaking;magzatvízveszteség
supistus;contraction;csökkentés
supistukset;contractions;összehúzódások
harjoitussupistus;braxton hicks;edzés összehúzódás
säännölliset supistukset;regular contractions;rendszeres összehúzódások
ponnistaa;to push;nyom
sykeseurantalaite;heart rate monitor;pulzus monitor
happisaturaatio;oxygen saturation;oxigén szaturáció
kohdunkaula;cervix;méhnyak
kohdunkaulan kypsyys;cervical maturity;méhnyak érettsége
kohtulihas;judicial muscle;méhizom
oksitosiinihormoni;oxytocin hormone;oxitocin hormon
kohdun repeämä;uterine rupture;méhrepedés
verenvuoto;hemorrhage;vérzés
hapenpuute;lack of oxygen;oxigénhiány
kipu;pain;fájdalom
supistuskipu;contraction pain;összehúzódási fájdalom
kivunlievitys;pain relief;fájdalomcsillapítás
kivulias;painful;fájdalmas
epiduraalipuudutus;epidural anaesthesia;epidurális
synnytyspihdit;forceps;szállító csipesz
imukuppi;ventouse cup;szívó
synnytysasento;birthing position;születési pozíció
napanuora;umbilical cord;köldökzsinór
istukka;placenta;placenta
synnytyssali;delivery room;Szállító szoba
synnytysyksikkö;maternity unit;szülészeti egység
synnytysvuodeosasto;maternity ward;szülészet
vastasyntynyt;newborn baby;újszülött
syntymäpaino;birth weight;születési súly
ternimaito;colostrum;kolosztrum
ensi-imetys;first breastfeeding;első szoptatás
ihokontakti;skin contact;bőrrel való érintkezés
keskoskaappi;incubator;inkubátor
Lapseni syntyi terveenä.;My child was born healthy.;Gyermekem egészségesen született.
Poikani syntymäpaino oli normaali.;My son's birth weight was normal.;A fiam születési súlya normális volt.
Vauva syntyi alateitse.;The baby was born vaginally.;A baba születésével megszületett.
Lapseni syntyi perätilassa.;My child was born breech.;A gyermekem a tatban született.
Vauva syntyi jalat edellä.;The baby was born legs first.;A baba lábbal előbb született.
Synnytys oli helppo.;The delivery was easy.;A szülés könnyű volt.
Synnytys oli traumaattinen.;The delivery was traumatic.;A szülés traumatikus volt.
Synnytys kesti 48 tuntia.;The delivery took 48 hours.;A szülés 48 óráig tartott.
Synnytin sairaalassa.;I gave birth in the hospital.;Kórházban szültem.
Synnytin kotona.;I gave birth at home.;Otthon szültem.
Kätilö avusti synnytyksessä.;The midwife helped with the birth.;A szülésznő segített a szülésben.
Mieheni oli läsnä synnytyksessä.;My husband was present at the delivery.;A férjem jelen volt a szülésnél.
Mieheni oli tukenani.;My husband supported me.;A férjem ott volt mellettem.
Esikoiseni syntyi keskiyöllä.;My first-born was born at midnight.;Éjfélkor megszületett az első gyermekem.
Tyttö syntyi sektiolla.;The girl was born by caesarean section.;A lány C-metszettel született.
Edellinen raskauteni päätyi sektioon;My previous pregnancy ended in a section.;Az előző terhességem C-metszéssel ért véget
Yhtäkkiä lapsiveteni meni.;Suddenly my water broke.;Hirtelen elment a magzatvíz.
Lapsiveteni on mennyt.;My water has broken.;Elment a magzatvizem.
Vauva on vielä korkealla synnytyskanavassa.;The baby is still high in the birth canal.;A baba még mindig magasan van a szülőcsatornában.
Minusta tuntuu, että minulla on supistuksia.;I feel like I'm having contractions.;Úgy érzem, összehúzódásaim vannak.
Supistukseni ovat alkaneet.;My contractions have begun.;Megkezdődtek az összehúzódásaim.
Supistukseni alkoivat tunti sitten.;My contractions started an hour ago.;Az összehúzódásaim egy órája kezdődtek.
Supistukset kestävät noin minuutin kerrallaan.;The contractions last about a minute at a time.;Az összehúzódások egyszerre körülbelül egy percig tartanak.
Supistuksia tulee viiden minuutin välein.;Contractions occur every five minutes.;Összehúzódások öt percenként jelentkeznek.
Minulla on supistukset viiden minuutin välein.;I have contractions every five minutes.;Öt percenként vannak összehúzódásaim.
Supistuksia tulee kolmen minuutin välein.;Contractions occur every three minutes.;Összehúzódások három percenként jelentkeznek.
Yksi supistus kestää minuutin ajan.;One contraction lasts for a minute.;Egy összehúzódás egy percig tart.
Supistukseni harvenivat.;My contractions became less frequent.;Az összehúzódásaim ritkábbak lettek.
Minulle annettiin epiduraalipuudutus.;I was given an epidural anesthetic.;Kaptam epidurált.
Kohdunsuu on 4 cm auki.;The cervix is 4 cm open.;A méhnyak 4 cm-re nyitott.
Kohdunsuu on täysin auki.;The cervix is fully open.;A méhnyak teljesen nyitva van.
Nyt tulee aika ponnistaa.;It's time to push.;Itt az ideje, hogy erőfeszítéseket tegyünk.
Nyt saa ponnistaa.;You can push now.;Most erőfeszítéseket tehet.
Mieheni tuli mukaan leikkaussaliin.;My husband came to the operating room with me.;A férjem jött velem a műtőbe.
Isä katkaisi napanuoran.;The father cut the umbilical cord.;Apa elvágta a köldökzsinórt.
Vauvamme syntyi kuukauden etuajassa.;Our baby was born a month early.;Egy hónappal korábban megszületett a babánk.
Poikavauva syntyi raskausviikolla 40 + 3.;The baby boy was born during week 40 + 3.;A kisfiú a terhesség 40. + 3. hetében született.
Raskausviikolla 34 + 6 lapsivedet meni.;My water broke during week 34 + 6.;A terhesség 34 + 6 hetében a magzatvíz leállt.
Menetin synnytyksessä yli 5 litraa verta.;I lost over 5 liters of blood during delivery.;Több mint 5 liter vért vesztettem a szülés során.
Vauvani oli syntyessään 2652 g ja 48 cm.;My baby was 2652 grams an 48 cm when born.;A babám születéskor 2652 g és 48 cm volt.
Tyttöni oli syntyessään 2,6 kg ja 45 cm.;My daughter was 2,6 kilos and 45 cm when born.;A lányom 2,6 kg és 45 cm volt, amikor megszületett.
Minun vauvani oli syntyessään sininen.;My baby was blue when he / she was born.;Kisfiam kéken született.
Synnytyksen aikana oli komplikaatioita.;There were complications during the delivery.;A szülés során komplikációk voltak.
Menetin lapseni ennenaikaisesti.;I lost my child prematurely.;A gyerekemet idő előtt elvesztettem.
Vauvani syntyi kuolleena.;My baby was born dead.;A babám halva született.
Mistä keskenmeno johtui?;What caused the miscarriage?;Mi okozta a vetélést?
Raskauteni meni kesken.;My pregnancy;A terhességem véget ért.
Menetin ensimmäisen raskauteni.;I lost my first pregnancy.;Elvesztettem az első terhességem.
Sain keskenmenon 38-vuotiaana.;I lost my pregnancy when I was 38 years old.;38 évesen elvetéltem.
Meille syntyi vauva!;Our baby was born!;Kisbabánk született!
Meidän poikamme saapui maailmaan viikko sitten!;Our son came into the world a week ago!;Egy hete érkezett a világra a fiunk!
Meille syntyi pikkuinen poikavauva viime yönä!;We had a little baby boy last night!;Tegnap este született egy kisfiunk!
Meille syntyi viime yönä tyttövauva!;We had a baby girl last night!;Tegnap este megszületett a kislányunk!
Meille syntyi pieni tyttövauva yöllä kello 00.17.;We had a little baby girl at 00.17 am.;Éjszaka 00:17-kor született egy kislányunk.
Meille syntyi tänään terve pikku poika;We had a healthy little boy today.;Ma egészséges kisfiunk született
Perheeseemme syntyi eilen pieni tyttö.;A little girl was born to our family yesterday.;Tegnap egy kislány született a családunkban.
Kaunis pikkutyttö syntyi eilen perheeseemme.;A beautiful little girl was born to our family yesterday.;Tegnap egy gyönyörű kislány született a családunkban.
Koko perhe voi hyvin!;The whole family is doing well!;Az egész család jól van!
Olemme maailman onnellisimpia!;We are the happiest in the world!;Mi vagyunk a legboldogabbak a világon!
Koko perhe on hyvin onnellinen vauvan tulosta.;The whole family is very happy with the baby's arrival.;Az egész család nagyon elégedett a babával.
Vihdoin hän on täällä!;He's / She's finally here!;Végre itt van!
Poika päätti tulla yli kuukauden etuajassa.;The boy decided to come more than a month early.;A fiú úgy döntött, több mint egy hónappal korábban jön.
Ihanaa! Paljon onnea!;Wonderful! Congratulations!;Bájos! Gratulálunk!
Ihanaa! Paljon onnea koko perheelle!;Wonderful! Congratulations to the whole family!;Bájos! Gratulálunk az egész családnak!
Onnellista odotusta koko perheelle!;Happy pregnancy for the whole family!;Boldog várakozást az egész családnak!
Onnea tuoreille vanhemmille!;Congratulations to the new parents!;Sok sikert az újdonsült szülőknek!
Onnittelut vauvalle ja koko perheelle!;Congratulations to the baby and the whole family!;Gratulálunk a babának és az egész családnak!
Onnea uudesta perheenjäsenestä!;Congratulations on the new family member!;Gratulálunk az új családtaghoz!
Sydämelliset onnittelut lapsen syntymästä!;Heartfelt congratulations on the birth of your child!;Szívből gratulálunk a gyermek születéséhez!
Onnea pikku prinsessan syntymän johdosta!;Congratulations on the birth of the tiny princess!;Gratulálunk a kis hercegnőd születéséhez!
Onnea pienokaisen syntymän johdosta!;Congratulations on your little one's birth!;Gratulálunk a pici születéséhez!
