Finnish;English;hungarian
Toivon, että voin täällä oppia kaikenlaista.;I hope I can learn all kind of things here.;Remélem, mindenfélét megtanulhatok itt.
Minua kiinnostaa mitä töitä ihmiset täällä tekevät.;I'm interested what jobs people do here.;Érdekel, milyen munkát végeznek itt az emberek.
Millaista työtä sinä teet täällä?;What type of work do you do here?;Milyen munkát végzel itt?
Sinähän olet täällä sihteerinä, eikö vain?;You work as a secretary here, is that right?;Titkárként vagy itt, ugye?
Mitä töitä sinä teet tarkalleen?;What work do you do here exactly?;Mit csinálsz pontosan?
Mitä sinun työtehtäviin kuuluu täällä?;What type of work tasks do you do here?;Milyen feladataid vannak itt?
Mitä hommia teet täällä (pääosin)?;What tasks do you do here (mostly)? (spoken);Milyen munkát végez itt (főleg)?
Millaista työtä teet tällä hetkellä?;What kind of work do you do right now?;Milyen munkát végez jelenleg?
Mistä työtehtävistä pidät eniten?;Which work tasks do you like the most?;Mely munkákat szereted a legjobban?
Mikä on työssäsi parasta?;What's the best thing about your job?;Mi a legjobb dolog a munkádban?
Työsi kuulostaa mielenkiintoiselta.;Your job sounds interesting.;Érdekesen hangzik a munkád.
Työsi on varmasti todella mielenkiintoista.;Your job is definitely really interesting.;Biztosan nagyon érdekes a munkád.
Oho, työsi kuulostaa aika kiireiseltä.;Wow, your job sounds pretty busy.;Hú, a munkád elég elfoglaltnak tűnik.
En ole koskaan tehnyt vastaavaa työtä.;I've never done a similar job.;Soha nem végeztem hasonló munkát.
Olen kotimaassani tehnyt samanlaista työtä.;I've done similar work in my home country.;Hasonló munkát végeztem hazámban.
Minäkin haluaisin tehdä tuollaista työtä.;I would also like to do that kind of work.;Én is szeretnék ilyen munkát végezni.
Millainen koulutus sinun työhösi tarvitaan?;What kind of education is needed for your job?;Milyen végzettség szükséges a munkádhoz?
Mitä olet opiskellut saadaksesi tämän työpaikan?;What did you study to get this job?;Mit tanultál, hogy megkapd ezt az állást?
Oletko opiskellut tätä alaa?;Have you studied this field?;Tanultál ezen a területen?
Kuinka pitkään olet opiskellut tätä alaa?;How long did you study this field?;Mióta tanulod ezt a területet?
Olen opiskellut tätä alaa kotimaassani.;I've studied this field in my home country.;Hazámban tanultam ezt a területet.
Oliko sinun helppoa löytää töitä tällä alalla?;Was it easy for you to find jobs in this field?;Könnyen talált munkát ezen a területen?
Kuinka kauan olet ollut töissä täällä?;How long have you been working here?;Mióta dolgozol itt?
Oletko ollut täällä pitkään töissä?;Have you been working here for a long time?;Régóta dolgozol itt?
Oletko pitänyt tästä työpaikasta?;Have you liked this workplace?;Tetszett ez a munka?
Missä työhuoneesi on?;Where is your office?;Hol van a dolgozószobád?
Oletko pitkään ollut tällä alalla?;Have you been in this field for a long time?;Mióta dolgozik ebben a szakmában?
Teetkö yleensä työtä yksin vai tiimissä?;Do you usually work alone or in a team?;Általában egyedül vagy csapatban dolgozol?
Täällä työskennellään varmaan usein tiimeissä.;People probably often work in a team here.;Valószínűleg gyakran dolgozunk itt csapatokban.
Työskennelläänkö täällä useimmiten tiimeissä?;Do people mostly work in teams here?;Itt többnyire csapatban dolgozunk?
Taidat tehdä paljon itsenäistä työtä täällä.;I suppose you do a lot of independent work here.;Úgy tűnik, sok önálló munkát végez itt.
Työskennelläänkö täällä yleensä yhdeksästä viiteen?;Do people usually work from nine till five here?;Általában kilenctől ötig dolgozol itt?
Onko sinulla säännöllinen työaika?;Do you have regular working hours?;Rendes munkaidőd van?
Onko vuorotyö yleisin työskentelytapa?;Is shift work the most common way to work here?;A műszakos munka a leggyakoribb munkamódszer?
Teetkö sinä vuorotyötä?;Do you work shifts?;Műszaki munkát végzel?
Tykkäätkö tehdä vuorotyötä?;Do you like to work shifts?;Szeretsz műszakos munkát végezni?
Työharjoitteluni aikana teen vain aamuvuoroja.;I only do morning shifts during my work practice.;Gyakornoki időm alatt csak délelőtti műszakban dolgozom.
Minusta on kivaa tehdä aamuvuoroja.;I like working morning shifts.;Szeretek reggeli műszakokat csinálni.
Oletko täällä kokoaikatyössä?;Are you working full-time here?;Teljes munkaidőben itt vagy?
Tykkäätkö työskennellä täällä toimistolla?;Do you like working here in the office?;Szeretsz itt dolgozni az irodában?
Teetkö välillä etätöitä?;Do you sometimes work remotely?;Dolgozol néha távolról?
Tätä työtä on varmaan myös helppoa tehdä etänä.;This work is probably also easy to do remotely.;Valószínűleg ezt a munkát távolról is könnyű elvégezni.
Teetkö usein pitkiä päiviä?;Do you often work long hours?;Gyakran dolgozol hosszú órákat?
Kuinka paljon teet työtä asiakkaiden kanssa?;How much do you work with customers?;Mennyi munkát végez az ügyfelekkel?
Kuinka monta asiakasta tapaat päivittäin?;How many customers do you meet a day?;Hány ügyféllel találkozik naponta?
Pidätkö asiakaspalvelutyöstä?;Do you like customer service work?;Szereted az ügyfélszolgálatot?
Millaisia asiakkaita täällä yleensä käy?;What kind of customers usually come here?;Általában milyen vásárlók jönnek ide?
Kuuluuko sinun työhösi myös työmatkoja?;Does your job also include business trips?;Az Ön munkájához üzleti utak is tartoznak?
Onko teillä paljon palavereita täällä?;Do you have a lot of meetings here?;Sok találkozó van itt?
Oletko tulossa iltapäivän palaveriin?;Are you coming to this afternoon's meeting?;Jössz a délutáni találkozóra?
Onkohan täällä tapana viettää kahvitauot yhdessä?;Do people usually spend their coffee breaks together?;Itt szokás a kávészüneteket együtt tölteni?
Missä kannattaisi käydä syömässä?;Where should I go eat?;Hova érdemes menni enni?
Käytkö usein syömässä työpaikan ruokalassa?;Do you often eat at the workplace canteen?;Gyakran eszik a munkahelyi menzán?
Tuotko yleensä omat eväät töihin?;Do you usually bring your own lunch to work?;Szoktad magadhoz vinni az ebédet a munkahelyedre?
Millaisia eväitä tuot yleensä töihin?;What kind of lunch do you usually bring to work?;Általában milyen harapnivalókat viszel a munkahelyedre?
Mihin aikaan te käytte yleensä kahvilla?;At what time do you usually go for coffee?;Hány órakor szoktál kávézni?
Mihin aikaan te käytte yleensä syömässä?;At what time do you usually go to eat?;Általában hány órakor eszel?
Voisinko tulla mukaan kun käytte syömässä?;Could I come with you when you go to eat?;Elmehetek veled, ha enni mész?
Onko täällä yleensä tapana syödä yhdessä?;Is it common for people to eat together here?;Szoktok itt együtt enni?
Onko täällä tapana viettää kahvihetket yhdessä?;Is it common for people to drink coffee together here?;Szokás itt együtt kávézni?
Onko kaikilla täällä ruokatauko samaan aikaan?;Does everyone have a lunch break at the same time here?;Itt mindenkinek egyszerre van ebédszünete?
Aijaa, täällä on karkkeja! Saanko ottaa yhden?;Oh, there is candy here! Can I take one?;Várj, van itt cukorka! Kaphatok egyet?
Tarjoaako työnantaja näitä karkkeja?;Does the employer offer these candies?;A munkáltató kínálja ezeket a cukorkákat?
Kukahan tuo tänne tällaisia herkkuja?;Who is it that brings these treat here?;Ki hoz ide ilyen finomságokat?
Onko täällä aina herkkuja kahvipöydällä?;Are there always treats on the coffee table here?;Itt mindig vannak finomságok a dohányzóasztalon?
Kivaa, että työntekijät saavat täällä ilmaista kahvia.;It's nice that employees get free coffee here.;Jó, hogy itt ingyen kávét kapnak az alkalmazottak.
Miten juot kahvisi? Mustanako?;How do you drink your coffee? Black?;Hogyan issza a kávéját? fekete vagy?
Aijaa, sinäkin pidät teestä.;Oh, you like tea as well.;Ugyan, te is szereted a teát.
Kivaa, että lounastauko on näin pitkä.;Nice that the lunch break is this long.;Még jó, hogy ilyen hosszú az ebédszünet.
Huomenta! Miten päiväsi on lähtenyt käyntiin?;Good morning! How has the start of your day gone?;Jó reggelt kívánok! Hogy indult a napod?
Ihanaa, että on perjantai.;It's wonderful that it's Friday.;Örülök, hogy péntek van.
Ensimmäinen viikkoni täällä on ollut loistava.;My first week here has been great.;Szuper volt az első hetem itt.
Saanko kysyä, mitä tykkäät tehdä töiden jälkeen?;Can I ask what you like to do after work?;Megkérdezhetem mit szeretsz csinálni munka után?
Saanko kysyä, onko sinulla lapsia?;Can I ask if you have children?;Megkérdezhetem van-e gyereked?
Mitä aiot tehdä viikonloppuna?;What do you plan on doing this weekend?;Mit csinálsz a hétvégén?
Mitä teet yleensä viikonloppuna?;What do you usually do in the weekend?;mit csinálsz általában hétvégén?
Mitä ajattelit jouluna tehdä?;What were you thinking of doing for Christmas?;Mit gondoltál karácsonyra?
Onko sinulla joululomaa tänä vuonna?;Do you have Christmas vacation this year?;Van idén karácsonyi szabadságotok?
Tämä on ensimmäinen jouluni Suomessa.;This is my first Christmas in Finland.;Ez az első karácsonyom Finnországban.
Oletko koskaan käynyt kotimaassani?;Have you ever been to my home country?;Jártál már az én hazámban?
Asutko täällä päin?;Do you live around here?;A környéken élsz?
Missäpäin sinä asut?;Whereabouts do you live?;Hol laksz?
Onko sinulla pitkä työmatka?;Do you have a long commute?;Hosszú az ingázásod?
Kuinka pitkä työmatka sinulla on?;How long of a commute do you have?;Mennyi az ingázásod?
Miten tulet yleensä töihin?;How do you usually come to work?;Hogyan szoktál dolgozni?
Hei, olisiko sinulla hetki aikaa?;Hey, would you have a moment?;Szia, van egy perced?
Hei, ehditkö vastata yhteen kysymykseen?;Hey, do you have the time to answer to one question?;Szia, van időd válaszolni egy kérdésre?
Hei, osaisitko auttaa minua?;Hey, could you help me?;Szia, tudnál segíteni?
Hei, sopiiko jos tulen istumaan tänne?;Hey, is it okay if I come sit here?;Szia, nem baj, ha idejövök és leülök?
Mitä tuo sana tarkoittaa?;What does that word mean?;Mit jelent ez a szó?
Anteeksi, voisitko toistaa?;Sorry, could you repeat?;Elnézést, meg tudnád ismételni?
Anteeksi, voisitko puhua vähän hitaammin?;Sorry, could you talk a little slower?;Elnézést, beszélhetnél egy kicsit lassabban?
En ole varma, ymmärsinkö oikein.;I'm not sure whether I understood correctly.;Nem vagyok benne biztos, hogy jól értettem-e.
Tarkoititko, että...?;Did you mean that...?;Úgy érted, hogy...?
Oli tosi kiva jutella!;It was really nice to chat!;Nagyon jó volt beszélgetni!
Oli kiva tutustua sinuun!;I was nice to meet you!;Jó volt megismerni!
