Finnish;English;hungarian
Tervetuloa kylään kello seitsemän!;Welcome to my home at seven o'clock!;Isten hozott a faluban hét órakor!
Hei! Saatan olla 5 minuuttia myöhässä.;Hey! I might be 5 minutes late.;Hé! Lehet, hogy 5 percet kések.
En ihan ehdi kahdeksi teille.;I won't make it to your place by two.;Nincs időm kettőtökre.
Hei! Olen myöhässä mutta tulossa.;Hey! I'm late but I'm on my way.;Hé! Késésben vagyok, de jövök.
Olen vähän myöhässä, kohta siellä!;I'm a little late, be there soon!;Kicsit késésben vagyok, mindjárt jövök!
Taidan myöhästyä 10 minuuttia.;I will probably be 10 minutes late.;Azt hiszem 10 percet késtem.
Me taidamme myöhästyä vähän.;We will probably be a little late.;Azt hiszem, kicsit késésben vagyunk.
Myöhästyin bussista, tulen seuraavalla.;I missed my bus, will come with the next one.;Lekéstem a buszt, jövök a következővel.
Ei hätää! Nähdään pian!;No problem! See you soon!;Semmi gond! Hamarosan találkozunk!
Oletko vielä tulossa?;Are you still coming?;jössz még?
Anteeksi, että olemme vähän myöhässä.;Sorry that we're a little late.;Bocsánat, kicsit késtünk.
Liikenne oli todella ruuhkaista.;The traffic was really congested.;A forgalom valóban zsúfolt volt.
Emme löytäneet oikeaa tietä heti.;We didn't find the right way immediately.;Nem találtuk meg azonnal a helyes utat.
Saanko esitellä ...;May I introduce... (formal);Bemutatom ...
Saanko esittäytyä...;May I introduce myself... (formal);Hadd mutatkozzam be...
Tässä on vaimoni Sarah.;Here's my wife Sarah.;Ő a feleségem, Sarah.
Sarah, tämä on äitini.;Sarah, this is my mother.;Sarah, ő az anyám.
Hauska tavata!;Nice to meet you!;Örvendek!
Hauska tavata sinut viimeinkin!;Nice to finally meet you (singular)!;Örülök, hogy végre találkoztunk veled!
Hauska tavata teidät viimeinkin!;Nice to finally meet you (plural)!;Örülök, hogy végre találkoztunk veletek!
On hienoa vihdoinkin tavata teidät!;It's great to finally meet you (plural)!;Nagyon jó, hogy végre találkoztunk!
Olen kuullut paljon sinusta.;I've heard much about you.;Sokat hallottam rólad.
Tervetuloa!;Welcome!;Üdvözöljük!
Tule sisään!;Come in (singular)!;Gyere be!
Tulkaa sisään!;Come in (plural)!;Bejön!
Käy peremmälle, ole hyvä!;Come on in, please! (singular);Gyere be, kérlek!
Käykää peremmälle, olkaa hyvät!;Come on in, please! (plural);Gyertek be, kérlek!
Astukaa toki sisään!;Do step inside, please! (plural);Gyere be, persze!
Mukavaa kun pääsitte tulemaan.;Nice that you came over! (plural);Jó, hogy el tudtál jönni.
Otathan kenkäsi pois jalasta.;Do take your shoes off, please.;Kérlek vedd le a cipőd.
Takkisi voit ripustaa tähän.;You can hang your coat here.;Ide akaszthatod a kabátodat.
Ole kuin kotonasi!;Make yourself at home!;Érezd magad otthon!
Olkaa kuin kotonanne!;Make yourselves at home!;Érezzétek magatokat otthon!
Istu toki alas!;Please do sit down!;Természetesen ülj le!
Tässä olisi pieni tuliainen.;Here's a small present.;Itt lenne egy kis tűz.
Tässä olisi pieni lahja meiltä.;Here's a small present from us.;Íme egy kis ajándék tőlünk.
Tässä olisi vähän tuomisia.;We brought a little something.;Íme néhány dolog, amit hozni kell.
Ei sinun olisi tarvinnut!;Oh you shouldn't have!;Nem kellett!
Oi kiitos! Ei sinun olisi tarvinnut.;Oh thanks! You shouldn't have.;Oh köszönöm szépen! Nem kellett.
Voi, ei sun olis tarvinnut. Kiitos kovasti.;Oh, you shouldn't have. Thank you very much.;Ó, nem kellett volna. Nagyon szépen köszönjük.
Täällä on sitten vähän sotkuista.;(Just warning) it's a little messy here.;Itt egy kicsit zavaros.
En ehtinyt siivota kiireessäni.;I was so busy I didn't have time to clean up.;Rohanásomban nem volt időm takarítani.
Ei hätää!;No problem!;Semmi gond!
Meilläkin on joskus tällaista.;We have that too sometimes.;Néha nálunk is van ilyen.
Eihän minua varten tarvitse siivota.;You don't have to clean up for me.;Nekem nem kell takarítanod.
Onpas sinulla viihtyisä asunto!;You have such a homely apartment! (singular);Hangulatos lakásod van!
Onpas teillä viihtyisä asunto!;You have such a homely apartment! (plural);Hangulatos lakásotok van!
Miten kaunista täällä onkaan.;It's so beautiful here.;Milyen szép itt.
Onpas täällä kodikasta!;It's so cozy here!;Itt hangulatos!
Tässä on keittiö. Se on vähän pieni.;This is the kitchen. It's a little small.;Itt a konyha. Kicsit kicsi.
Kuinka kauan olette asuneet täällä?;How long have you lived here?;Mióta élsz itt?
Missä täällä on vessa?;Where is the bathroom?;Hol van itt a fürdőszoba?
Saako täällä tupakoida?;Is it okay to smoke here?;Szabad itt dohányozni?
Missä saisin tupakoida?;Where could I smoke?;Hol tudok dohányozni?
Laitanko kahvin tippumaan?;Shall I make coffee?;Hagyjam csöpögni a kávét?
Kahvi tippuu jo.;The coffee is already dripping.;Már csöpög a kávé.
Siirrytään kahvipöydälle.;Let's move on to the coffee table.;Térjünk át a dohányzóasztalhoz.
Pöytä on katettu!;The table is set.;A vacsora tálalva!
Tulkaa pöytään!;Come sit at the table!;Gyere az asztalhoz!
Saisiko olla jotain juotavaa?;Would you like something to drink?;Ihatunk valamit?
Otatko kahvia tai teetä?;Do you take coffee or tea?;Van kávéd vagy teád?
Saako olla kahvia?;Would you like some coffee?;Szeretnél kávét?
Maitoa? Sokeria?;Milk? Sugar?;Tej? Cukor?
Kaadanko lisää kahvia?;Shall I pour more coffee?;Töltsek még kávét?
Haluatko lisää?;Do you want some more?;Kérsz még?
Kiitos, mielelläni!;Thank you, I'd love some!;Köszönöm, nagyon szeretném!
Ota, ole hyvä!;Please take some!;Vegyél egyet kérlek!
Hyvää ruokahalua!;Enjoy your meal!;Jó étvágyat!
Olipa herkullista!;That was delicious!;Nagyon finom volt!
Kiitos kahvista!;Thanks for the coffee!;Köszönöm a kávét!
Kiitos ruoasta!;Thanks for the food!;Köszönöm az ételt!
Miten vaimosi / miehesi voi?;How's your wife / husband doing?;Hogy van a feleséged/férjed?
Kiva kun tulitte.;I'm glad you came.;Örülök, hogy eljöttél.
Oli hauska nähdä.;It was nice to see (you).;Jó volt látni.
Kiitos! Kiitos kahvista!;Thank you! Thanks for the coffee!;Köszönöm! Köszönöm a kávét!
Oletteko pysyneet terveinä?;Have you remained in good health? (plural);Egészséges maradtál?
Tiedätkö, mitä Leenalle kuuluu?;Do you know how Leena is doing?;Tudod mi van Leenával?
Mitä vaimollesi kuuluu?;How's your wife doing?;Hogy van a feleséged?
Harmi, että vaimosi ei ole paikalla.;Too bad that your wife isn't here.;Kár, hogy a feleséged nincs ott.
Miten koulussa menee?;How's it going at school?;hogy megy a suli
Miten töissä on mennyt?;How have things been at work?;Milyen volt a munka?
Oletko käynyt salilla?;Have you been to the gym?;Voltál edzőteremben?
Nämä kupit ovat ihania.;These cups are wonderful.;Gyönyörűek ezek a csészék.
Mistä olette ostaneet tämän?;Where did you buy this?;ezt hol vetted?
Nyt pitää lähteä, kello on jo paljon.;I have to go now, it's late already.;Most mennünk kell, már késő van.
Hei, on jo aika myöhä.;Hey, it's pretty late already.;Hé, elég késő van.
Meidän pitää nyt mennä.;We have to go now.;Most mennünk kell.
Meidän pitäisi pikku hiljaa alkaa lähteä.;We should be leaving just about now.;Lassan el kellene indulnunk.
Mutta hei, minun täytyy nyt lähteä.;But hey, I have to leave now.;De hé, most mennem kell.
Taidamme nyt sitten lähteä.;We'll be leaving now I think.;Azt hiszem, most indulunk.
Voi harmi!;What a shame!;De kár!
Kiitos hei kun kävitte!;But hey, thanks for coming!;Köszönöm hogy meglátogattál!
Saatan sinut ulos.;I'll show you out. (singular);Kikásérlek téged.
Saatan teidät ulos.;I'll show you out. (plural);Kikásérlek titket.
Saatan sinut bussipysäkille.;I'll walk you to the bus stop.;Leteszem a buszmegállóba.
Kiitos kun kävit!;Thanks for coming!;Köszönöm a látogatást!
Tulkaa toistekin!;Do come again!;Gyere újra!
Tulkaahan toistekin!;Please do come again!;Kérlek, gyertek újra!
Tavataan pian uudestaan!;Let's meet again soon!;Hamarosan újra találkozunk!
Kiitos kovasti kahvista.;Thank you so much for the coffee.;Nagyon szépen köszönöm a kávét.
Kerro terveisiä vaimollesi!;Tell your wife I said hello!;Köszönj a feleségednek!
Hyvää matkaa kotiin!;Have a good trip home!;Jó utat haza!
