Finnish;English;Hungarian
nelostasolla (ajeltu 12mm pituiseksi);grade four (12 mm);negyedik fokozat (12 mm)  
Voitteko ottaa minut vastaan nyt?;Can you see me now?;El tudna most engem fogadni?  
Pitääkö minun varata aika?;Do I need to book an appointment?;Időt kell foglalnom?  
Tänään löytyy kello 14.00 peruutusaika.;There's a cancellation at 2 PM today.;Ma 14:00-kor van egy lemondás  
Haluaisin varata ajan hiustenleikkuuseen.;I'd like to book a haircut appointment.;Szeretnék időpontot foglalni hajvágásra  
Haluatteko myös pesun?;Would you like a wash too?;Szeretné mosást is?  
Mitä hiuksellesi tehtäisiin tänään?;What would you like done today?;Mit szeretne ma a hajával?  
Millaisen tukan haluaisit?;What kind of haircut do you want?;Milyen frizurát szeretne?  
Onko toivomuksia?;Any preferences?;Van valamilyen elképzelése?  
Miten haluatte, että leikkaan tukkasi?;How shall I cut your hair?;Hogyan vágjam a haját?  
Päätä sinä.;You decide.;Döntse el Ön.  
Haluaisin uuden tyylin.;I'd like a new style.;Új stílust szeretnék.  
Haluaisin pitää pitkän tukan.;I want to keep it long.;Szeretném hosszúra hagyni.  
Latvoista voisi leikata vähän.;Trim the ends a bit.;A végeiből lehetne egy kicsit vágni.  
Otsatukasta voisi vähän leikata.;Trim bangs a bit.;A frufrut lehetne egy kissé vágni.  
Älä leikkaa liian lyhyeksi.;Don't cut it too short.;Ne vágja túl rövidre.  
Haluaisin vain, että se siistitään.;Just a trim, please.;Csak egy kis igazítást kérek.  
Kuinka lyhyeksi haluatte sen?;How short do you want it?;Milyen rövidre szeretné?  
Ei liian lyhyeksi.;Not too short.;Ne túl rövidre.  
Melko lyhyeksi.;Quite short.;Egészen rövidre.  
Todella lyhyeksi.;Very short.;Nagyon rövidre.  
Saanko leikata myös päältä vähän?;May I trim the top a bit?;Fent is igazíthatok egy kicsit?  
Haluaisin, että tukkani näyttää tuuheammalta.;I'd like more volume.;Sűrűbbnek szeretném.  
Voisin leikata tukkasi kerroksittain.;I could layer your hair.;Réteges vágást ajánlok.  
Haluaisin vaaleita raitoja.;I'd like blonde highlights.;Szőke melírt szeretnék.  
Katsellaanko hiustupsuja?;Shall we look at color samples?;Megnézünk színt próbákat?  
Kuinka paljon saan leikata?;How much can I cut?;Mennyit vághatok le?  
Menen seuraavaksi sekoittelemaan värejä.;I'll mix colors next.;Most a színeket fogom keverni.  
Ota vaikka jotain lukemista lehtikasasta.;Help yourself to a magazine.;Vegyen ki egy magazint.  
Annetaan värin vaikuttaa jonkin aikaa.;Let the color sit.;Hagyjuk állni egy ideig a festéket.  
Väri on jo hienosti tarttunut.;The color took well.;A festék szépen megfogott.  
Edetään seuraavaksi pesupaikalle.;Let's move to the wash station.;Menjünk a mosó részhez.  
Onko sinulla hyvä asento?;Are you comfortable?;Jó testhelyzetben van?  
Onko vesi sopivan lämpöistä?;Is the water okay temperature?;Jó hőmérsékletű a víz?  
Oletko tyytyväinen lopputulokseen?;Are you happy with it?;Elégedett az eredménnyel?  
Miltäs näyttää?;How does it look?;Milyen lett, mit gondol?  
Tosi kiva tuli, kiitos.;It looks great, thanks.;Nagyon szép lett, köszönöm!  
