Finnish;English;hungarian
Minua väsyttää aina aamulla.;I always feel tired in the morning.;Reggel mindig fáradt vagyok.
Potilasta huimaa, kun hän yrittää nousta.;The patient feels dizzy when she tries to get up.;A beteg szédül, amikor megpróbál felkelni.
Minua pissattaa koko ajan.;I feel like I have to pee all the time.;állandóan bepisilek.
Kun lasta kakattaa, hän kertoo sen.;When the child feels he has to poo, he says so.;Ha egy gyerek kakil, elmondja neked.
Villapaita kutittaa ihoa.;The sweater makes the skin itch.;A pulóver csiklandozza a bőrt.
Sinua haukottaa. Nuku vain.;You feel like yawning. Go ahead and sleep.;Te ásítasz. Csak aludj.
Minua aivastuttaa koko ajan.;I feel like I have to sneeze all the time.;állandóan tüsszentek.
Minua yskittää aina urheilun jälkeen.;I always have to cough after sports.;Sport után mindig köhögök.
Kuljettajaa heikotti juuri ennen kolaria.;The driver felt faint right before the car crash.;A sofőr elgyengült közvetlenül a baleset előtt.
Näitä naisia kuvottaa karvainen mies.;These women are nauseated by a hairy man.;Ezeket a nőket egy szőrös férfi forgatja fel.
Monet sairaudet voivat hikoiluttaa sinua yöllä.;Many illnesses can make you sweat at night.;Sok körülmény izzadhat éjszaka.
Mene lääkäriin, jos päätä jomottaa koko ajan.;Go to a doctor, if your head aches all the time.;Forduljon orvoshoz, ha úgy dönt, hogy állandóan elrontja.
Niskaani kuumottaa.;My neck feels hot.;A nyakam forró.
Minua oksettaa, mutta en ole vielä oksentanut.;I feel like throwing up, but I haven't yet.;Van kedvem hányni, de még nem hánytam.
Hämähäkit puistattavat minua.;Spiders make me shiver.;A pókok megijesztenek.
Rappusten nouseminen hengästyttää sinua.;Climbing the stairs makes you breathless.;Ha felmegy a lépcsőn, eláll a lélegzete.
minä olen väsynyt;I am tired;Fáradt vagyok
minä olen hermostunut;I am nervous;ideges vagyok
minä olen hämmästynyt;I am amazed;le vagyok nyűgözve
minulla on jano;I am thirsty;szomjas vagyok
minua väsyttää;I feel tired;fáradtnak érzem magam
minua hermostuttaa;I feel nervous;idegesnek érzem magam
minua hämmästyttää;I feel amazed;ez lenyűgöz
minua janottaa;I feel thirsty;szomjasnak érzem magam
minä itken;I cry;sírok
minä nauran;I laugh;Nevetek
minä oksennan;I puke;hányok
minä nukun;I sleep;alszom
minä aivastan;I sneeze;tüsszentek
minua itkettää;I feel like crying;Sírhatnékom van
minua naurattaa;I feel like laughing;megnevettet
minua oksettaa;I feel nauseous;Beteg vagyok
minua nukuttaa;I feel sleepy;fáradt vagyok
minua aivastuttaa;I feel like I have to sneeze;tüsszögek
Minä olen hämmästynyt.;I am amazed.;Le vagyok nyűgözve.
Minua hämmästyttää.;It amazes me.;Ez lenyűgöz.
Minä pelkäsin kylmyyttä.;I was afraid of the cold.;Féltem a hidegtől.
Minua pelotti kylmyys.;The cold frightened me.;A hideg megijesztett.
Minä jännitin juhlia.;I was nervous about the party.;Izgatottan vártam az ünneplést.
Minua jännitti juhlat.;The party made me nervous.;Izgatott voltam a buli miatt.
Minä kauhistelen pimeyttä.;I'm horrified of darkness.;Félek a sötéttől.
Minua kauhistuttaa pimeys.;The darkness horrifies me.;A sötét megijeszt.
Ilahdun kun saan kukkia.;I feel happy when I get flowers.;Boldog vagyok, ha virágot kapok.
Minua ilahduttaa kukat.;The flowers make me happy.;A virágok boldoggá tesznek.
