Finnish;English;hungarian
(Minun poikaystävästä) minä olen kaunis.;[In my boyfriend's opinion] I'm beautiful.;(A barátomról) Gyönyörű vagyok.
Minä pidän suklaasta.;I like chocolate.;Szeretem a csokoládét.
Pidätkö minusta?;Do you like me?;Kedvelsz engem?
Me tykkäämme musiikista.;We like music.;Szeretjük a zenét.
He pitävät hyvästä ruoasta.;They like good food.;Szeretik a jó ételeket.
Hän kertoi meille lomasta.;He told us about the vacation.;Mesélt nekünk az ünnepről.
Tulen juuri syömästä.;I'm just coming back from eating.;Csak evésből jöttem.
Hän palasi lomailemasta.;He came back from vacationing.;Visszajött a nyaralásból.
Lähden kirjastosta lukemasta.;I leave the library “from reading”.;Kimegyek a könyvtárból olvasni.
Kielsin sinua tulemasta.;I forbade you “from coming”.;Mondtam, hogy ne gyere.
Luovuin yrittämästä.;I gave up “from trying”.;Feladtam a próbálkozást.
Varoitin sinua ylittämästä rajaa.;I warned you “from” not crossing the border.;Figyelmeztettem, hogy ne lépje át a határt.
Pidän uimisesta.;I like swimming.;Szeretek úszni.
Hän nauttii saunomisesta.;He really enjoys taking a sauna.;Élvezi a szaunát.
Haaveilen auton ostamisesta.;I dream of buying a car.;Egy autó vásárlásáról álmodom.
Olen ylpeä sinusta!;I'm proud of you!;Én büszke vagyok rád!
Oletko kiinnostut historiasta?;Are you interested in history?;Érdekel a történelem?
Olen varma tästä asiasta.;I'm sure about this.;ebben biztos vagyok.
Hän on riippuvainen tupakasta.;He's addicted to tobacco.;Dohányfüggő.
Toukasta kehittyi perhonen.;“From” the larva developed a butterfly.;A hernyóból pillangó lett.
Toukka kehittyi perhoseksi.;The larva developed into a butterfly.;A hernyó pillangóvá fejlődött.
Hänestä tuli lääkäri.;“From” him became a doctor.;Orvos lett belöle.
Hän tuli lääkäriksi.;He became a doctor.;Orvos lett.
Taimesta kasvaa uusi puu.;A new tree grows from the sapling.;A palántából új fa nő.
Taimi kasvaa suureksi puuksi.;The sapling grows into a large tree.;A palánta nagy fává nő.
Laitan leivän kaappiin.;I put the bread [in(to) the cupboard].;Betettem a kenyeret a szekrénybe.
Me muutamme Suomeen.;We move [to Finland].;Finnországba költözünk.
Ihmiset tulivat kirjastoon.;The people came [to the library].;Emberek jöttek a könyvtárba.
Haluan mennä kotiin.;I want to go [“to” home].;Haza akarok menni.
Vien kirjan takaisin keittiöön.;I return the book [to the kitchen].;Visszaviszem a könyvet a konyhába.
Tervetuloa uuteen kotiin.;Welcome [to a/the new home]. (pic);Üdvözöljük új otthonában.
Ongelma jatkui [joulukuuhun saakka].;The problem continued [until December].;A probléma [decemberig] folytatódott.
Kokous kestää [kolmesta kuuteen].;The meeting lasts [from three until six].;A találkozó [háromtól hatig] tart.
Olen töissä [aamusta iltaan].;I'm at work [from morning till evening].;Dolgozom [reggeltől estig].
Olin töissä [seitsemään asti].;I was at work [until seven].;Dolgoztam [hétig].
Palauta kirja [sunnuntaihin mennessä].;Return the book [by Sunday].;Add vissza a könyvet [vasárnapig].
Hän rakastui suomalaiseen tyttöön.;He fell in love with a Finnish girl.;Beleszeretett egy finn lányba.
Hän keskittyi opiskeluun.;He focused on studying.;Tanulmányaira koncentrált.
Hän on tottunut kylmään talveen.;He's used to the cold winter.;Hozzászokott a hideg télhez.
Hän kuoli syöpään.;He died of cancer.;Rákban halt meg.
Hän tarttui kirjaan.;He grabbed hold of the book.;Megfogta a könyvet.
Menen shoppailemaan.;I'm going shopping.;Megyek vásárolni.
Menemme pelaamaan jalkapalloa.;We're going to go play soccer.;Focizni fogunk.
He lähtivät katsomaan elokuvan.;They left to go watch a movie.;Elmentek filmet nézni.
Menen nukkumaan.;I'm going to sleep.;Én megyek aludni.
Hän on tottunut heräämään kuudelta.;She's used to waking up at six.;Hatkor szokott ébredni.
Haluan oppia puhumaan suomea.;I want to learn to speak Finnish.;Meg akarok tanulni finnül beszélni.
Opin uimaan vasta aikuisena.;I only learned to swim as an adult.;Felnőtt koromig nem tanultam meg úszni.
Keskityin lukemiseen.;I focused on reading.;Az olvasásra koncentráltam.
Olen kyllästynyt opiskelemiseen.;I'm bored of studying.;Belefáradtam a tanulásba.
Musiikki vaikuttaa keskittymiseen.;Music affects concentration.;A zene befolyásolja a koncentrációt.
Käytän saippuaa tiskaamiseen.;I use soap to do the dishes.;Mosogatáshoz szappant használok.
Olen tyytyväinen asiakaspalveluun.;I'm pleased with the customer service.;Elégedett vagyok az ügyfélszolgálattal.
Hän on syyllinen rikokseen.;He's guilty of the crime.;Bűnös.
Olen tyytymätön palkkaani.;I'm unsatisfied with my wages.;Elégedetlen vagyok a fizetésemmel.
Hän oli valmis muutokseen.;He was ready for the change.;Készen állt a változásra.
Usko jumalaan voi auttaa jaksamaan.;Faith in god can help you cope.;Az Istenbe vetett hit segíthet megbirkózni.
En löytänyt ratkaisua ongelmaan.;I didn't find a solution for the problem.;Nem találtam megoldást a problémára.
Ostin lipun konserttiin.;I bought a ticket to the concert.;Vettem jegyet egy koncertre.
Sain kutsun juhliin.;I got an invitation to the party.;Meghívást kaptam egy buliba.
Leipä on pöydällä.;The bread is on the table.;A kenyér az asztalon van.
Taulu on seinällä.;The picture is on the wall.;A tábla a falon van.
Minä seison vuorella.;I stand on a mountain.;Egy hegyen állok.
Minä odotan sinua kirjastolla.;I wait for you at the library.;Várlak a könyvtárban.
Tavataan kaupungilla.;Let's meet in the city.;Találkozunk a városban.
Joni seisoo ovella.;Joni is standing at the door.;Joni az ajtóban áll.
Lapseni ovat koululla.;My kids are at school.;A gyerekeim iskolába járnak.
Minä seison bussipysäkillä.;I stand at the bus stop.;A buszmegállóban állok.
Sinä seisot (juna/bussi)asemalla.;You're standing in the (train/bus) station;Ön a (vonat/busz) állomáson áll.
Hän seisoo torilla.;He is standing on the market square.;A téren áll.
Me seisomme kioskilla.;We are standing at the kiosk.;A kioszknál állunk.
Te seisotte pihalla.;You are standing in the yard.;Az udvaron állsz.
He seisovat kadulla.;They are standing on the street.;Az utcán állnak.
Minulla on hyvät juoksukengät.;I have good running shoes.;Jó futócipőm van.
Mikolla on harmaa tukka.;Mikko has grey hair.;Mikkónak ősz a haja.
Meillä on siniset silmät.;We have blue eyes.;Kék szemünk van.
Miehellä on mansikoita.;The man has strawberries.;Az embernek eper van.
Matkustan autolla.;I travel by car.;autóval utazom.
Tulen kouluun bussilla.;I come to school by bus.;busszal jövök iskolába.
Potilas saapui helikopterilla.;The patient arrived by helicopter.;A beteg helikopterrel érkezett.
Soudin veneellä järven yli.;I rowed by boat over the lake.;Csónakkal eveztem át a tavon.
Me kirjoitamme kynällä.;We write with a pen.;Tollal írunk.
Syötkö sä lusikalla?;Do you eat with a spoon?;kanállal eszel?
Avaan oven avaimella.;I open the door with a key.;A kulccsal kinyitom az ajtót.
Pesen itseni saippualla.;I wash myself with soap.;Megmosom magam szappannal.
kesällä;in summer;nyáron
keväällä;in spring;tavasszal
tällä viikolla;this week;ezen a héten
viime viikolla;last week;múlt hét
yöllä;at night;éjszaka
syksyllä;in autumn;ősszel
talvella;in winter;télen
ensi viikolla;next week;jövő héten
päivällä;during day time;nappal
illalla;in the evening;este
at 1;yhdeltä;1-kor
at 2;kahdelta;2-kor
at 3;kolmelta;3-kor
at 4;neljältä;4-kor
at 5;viideltä;5-kor
at 6;kuudelta;6-kor
at 7;seitsemältä;7-kor
at 8;kahdeksalta;8-kor
at 9;yhdeksältä;9-kor
at 10;kymmeneltä;10-kor
at 11;yhdeltätoista;11-kor
at 12;kahdeltatoista;12-kor
Bussi saapuu kahdelta.;The bus arrives at two o'clock.;Kettőre érkezik a busz.
Koulu loppuu puoli neljältä.;School ends at 3:30 pm.;Fél ötkor ér véget az iskola.
Uutiset alkavat kahdeksalta.;The news starts at eight o'clock.;Nyolckor kezdődik a híradás.
Herään aina puoli seitsemältä.;I always wake up at 6:30 am.;Mindig fél nyolckor ébredek.
Lounastauko alkaa kahdeltatoista.;Lunch break starts at 12.;Az ebédszünet tizenkettőkor kezdődik.
Hän osti auton minulta.;He bought the car from me.;Tőlem vette az autót.
Hän varasti auton minulta.;She stole the car from me.;Ellopta tőlem az autót.
Se tuoksuu hyvältä.;It smells good.;Jó illata van.
Hän näyttää onnelliselta.;He/she looks happy.;Boldognak látszik.
Olen allerginen siitepölylle.;I'm allergic to pollen.;pollenre allergiás vagyok.
Oletko vielä vihainen minulle?;Are you still angry with me?;Még mindig mérges vagy rám?
Se on hänelle tyypillistä.;It's typical for him.;Ez jellemző rá.
Tupakointi on vaarallista terveydelle.;Smoking is dangerous to health.;A dohányzás veszélyes az egészségre.
