Finnish;english;hungarian
Jäteöljyt ja öljynsuodattimet;Waste oils and oil filters;Hulladékolajok és olajszűrők
Akut;Batteries;Elemek
Loisteputket ja energiansäästölamput;Fluorescent tubes and energy-saving lamps;Fénycsövek és energiatakarékos lámpák
Vaaralliset jätteet käsitellään turvallisesti.;Hazardous waste is handled safely.;A veszélyes hulladékot biztonságosan kezelik.
Sähkölaitteet;Electrical equipment;Elektromos berendezések
Televisiot, radiot, tietokoneet, kännykät;Televisions, radios, computers, cell phones;Televíziók, rádiók, számítógépek, mobiltelefonok
Jääkaapit ja pakastimet;Refrigerators and freezers;Hűtőszekrények és fagyasztók
Liedet ja mikrot;Stoves and microwaves;Tűzhelyek és mikrohullámú sütők
Pesukoneet;Washing machines;Mosógépek
Pölynimurit;Vacuum cleaners;Porszívók
Pienet sähkölaitteet;Small electrical appliances;Kis elektromos készülékek
Sähkölaitteiden materiaaleja hyödynnetään uudestaan.;Materials from electrical equipment are reused.;Az elektromos berendezésekből származó anyagokat újra felhasználják.
Risut ja puutarhajäte;Twigs and garden waste;Gallyak és kerti hulladék
Risut;Brushwood;Bozót
Lehdet ja haravointijätteet;Leaves and raking waste;Levelek és gereblyézési hulladék
Omenat;Apples;Alma
Naatit ja ruohot;Nuts and grasses;Diófélék és fűfélék
Risuista ja puutarhajätteistä tehdään biokaasua ja lannoitteita.;Biogas and fertilizers are made from twigs and garden waste.;A biogázt és a műtrágyát gallyakból és kerti hulladékból készítik.
Isot jätteet ja remonttijäte;Bulky waste and renovation waste;Nagyméretű hulladék és felújítási hulladék
Huonekalut, patjat ja kalusteet;Furniture, mattresses and furnishings;Bútorok, matracok és lakberendezési tárgyak
Kiviaines, posliini ja kaakelit;Stoneware, porcelain and tiles;Kőáru, porcelán és csempe
Eristeet ja lattiapäällysteet;Insulation and floor coverings;Szigetelés és padlóburkolatok
Puutavara;Timber;Fűrészáru
